mVTris,TTris,,,,,
-78,20.45,,,,,
-77.5,20.86,,,,, 
-77,21.3,,,,,
-76.6,21.65,,,,,
-76,22.11,,,,,
-75.2,22.73,,,,,
-74.7,23.1,,,,,
-74.1,23.46,,,,,
-73.7,23.8,,,,,
-73.1,24.2,,,,,
-72.6,24.6,,,,,
-72.2,24.92,,,,,
-71.7,25.33,,,,,
-71.1,25.8,,,,,
-70.5,26.27,,,,,
