mVTris,TTris,,,,,
-62.7,25.11,,,,,
-62,25.58,,,,, 
-61.3,26.1,,,,,
-60.8,26.49,,,,,
-60.2,26.96,,,,,
-59.6,27.41,,,,,
-59,27.88,,,,,
-58.3,28.35,,,,,
-57.7,28.83,,,,,
-57.2,29.2,,,,,
-56.6,29.61,,,,,
-56,30.05,,,,,
-55.6,30.39,,,,,
