mVTris,TTris,,,,,
-73.4,20.94,,,,,
-72.9,21.48,,,,, 
-72.3,21.9,,,,,
-71.8,22.32,,,,,
-71.1,22.82,,,,,
-70.6,23.19,,,,,
-70.1,23.52,,,,,
-69.6,23.9,,,,,
-69.1,24.29,,,,,
-68.6,24.67,,,,,
-68.2,25.02,,,,,
-67.7,25.45,,,,,
-67.1,25.86,,,,,
-66.7,26.19,,,,,
