mVTris,TTris,,,,,
-63.4,25.46,,,,,
-62.8,25.96,,,,, 
-62,26.46,,,,,
-61.5,26.84,,,,,
-61,27.2,,,,,
-60.5,27.56,,,,,
-60,27.9,,,,,
-59.5,28.34,,,,,
-58.9,28.78,,,,,
-58.4,29.16,,,,,
-57.9,29.51,,,,,
-57.3,29.91,,,,,
-56.8,30.34,,,,,
-56.1,30.81,,,,,
-55.6,31.19,,,,,
