mVTris,TTris,,,,,
-64.6,25.16,,,,,
-63.8,25.78,,,,, 
-63.1,26.39,,,,,
-62.4,26.86,,,,,
-61.7,27.38,,,,,
-61,27.89,,,,,
-60.1,28.38,,,,,
-59.6,28.84,,,,,
-59.1,29.27,,,,,
-58.4,29.77,,,,,
-57.4,30.16,,,,,
-57.1,30.67,,,,,
