mVTris,TTris,,,,,
-72.8,20.86,,,,,
-72.2,21.39,,,,, 
-71.7,21.81,,,,,
-71.1,22.28,,,,,
-70.4,22.8,,,,,
-69.6,23.32,,,,,
-68.9,23.77,,,,,
-68.3,24.22,,,,,
-67.7,24.64,,,,,
-67.3,25.02,,,,,
-66.7,25.43,,,,,
-66.2,25.83,,,,,
-65.5,26.32,,,,,
