mVTris,TTris,,,,,
-62.1,26.01,,,,,
-61.6,26.4,,,,, 
-61,26.85,,,,,
-60.4,27.27,,,,,
-60,27.6,,,,,
-59.5,27.96,,,,,
-58.9,28.45,,,,,
-58.4,28.79,,,,,
-57.9,29.19,,,,,
-57.4,29.58,,,,,
-56.8,29.97,,,,,
-56.4,30.27,,,,,
-55.9,30.64,,,,,
-55.4,31,,,,,
