mVTris,TTris,,,,,
-73.7,20.7,,,,,
-72.8,21.36,,,,, 
-72.2,21.84,,,,,
-71.6,22.25,,,,,
-71,22.71,,,,,
-70.3,23.16,,,,,
-69.7,23.6,,,,,
-69.1,24.04,,,,,
-68.5,24.49,,,,,
-68,24.87,,,,,
-67.4,25.33,,,,,
-66.8,25.79,,,,,
-66.2,26.22,,,,,
