mVTris,TTris,,,,,
-64.3,25.4,,,,,
-63.7,25.89,,,,, 
-63.1,26.38,,,,,
-62.1,27.1,,,,,
-61.3,27.63,,,,,
-60.7,28.09,,,,,
-60,28.61,,,,,
-59.5,29.03,,,,,
-58.9,29.49,,,,,
-58.3,29.91,,,,,
-57.8,30.32,,,,,
-57.3,30.74,,,,,
-56.8,31.11,,,,,
