mVTris,TTris,,,,,
-65.2,24.89,,,,,
-64.8,25.26,,,,, 
-64.3,25.57,,,,,
-63.8,25.98,,,,,
-63.2,26.44,,,,,
-62.7,26.83,,,,,
-62.3,27.12,,,,,
-61.8,27.47,,,,,
-61.3,27.84,,,,,
-60.9,28.13,,,,,
-60.4,28.45,,,,,
-60,28.83,,,,,
-59.6,29.12,,,,,
-59.1,29.5,,,,,
-58.6,29.86,,,,,
-58.2,30.17,,,,,
-57.8,30.45,,,,,
-57.3,30.84,,,,,
