mVTris,TTris,,,,,
-79.1,20.74,,,,,
-78.5,21.26,,,,, 
-78,21.71,,,,,
-77.4,22.19,,,,,
-76.8,22.67,,,,,
-76.2,23.11,,,,,
-75.6,23.52,,,,,
-75.1,23.85,,,,,
-74.5,24.29,,,,,
-73.9,24.69,,,,,
-73.4,25.06,,,,,
-72.7,25.59,,,,,
-72.4,25.92,,,,,
