mVTris,TTris,,,,,
-65.8,24.63,,,,,
-65.3,25.02,,,,, 
-64.8,25.46,,,,,
-64.3,25.85,,,,,
-63.8,26.26,,,,,
-63.2,26.75,,,,,
-62.6,27.18,,,,,
-62.2,27.57,,,,,
-61.6,28,,,,,
-61.1,28.41,,,,,
-60.5,28.82,,,,,
-60,29.24,,,,,
-59.5,29.66,,,,,
-59,30.07,,,,,
-58.4,30.52,,,,,
-57.7,30.96,,,,,
