mVTris,TTris,,,,,
-62.8,25.08,,,,,
-62.1,25.57,,,,, 
-61.5,26.01,,,,,
-60.9,26.45,,,,,
-60.4,26.86,,,,,
-59.9,27.27,,,,,
-59.2,27.75,,,,,
-58.7,28.18,,,,,
-58.2,28.58,,,,,
-57.6,28.98,,,,,
-57.1,29.4,,,,,
-56.6,29.81,,,,,
-56,30.21,,,,,
