mVTris,TTris,,,,,
-62.4,25.34,,,,,
-61.9,25.77,,,,, 
-61.1,26.33,,,,,
-60.5,26.78,,,,,
-59.8,27.27,,,,,
-59.3,27.62,,,,,
-58.8,28.06,,,,,
-58.3,28.45,,,,,
-57.5,29.04,,,,,
-56.9,29.45,,,,,
-56.3,29.9,,,,,
-55.8,30.32,,,,,
