mVTris,TTris,,,,,
-63.2,25.56,,,,,
-62.7,26.07,,,,, 
-62.2,26.46,,,,,
-61.8,26.85,,,,,
-61.2,27.29,,,,,
-60.7,27.64,,,,,
-60.2,28.03,,,,,
-59.8,28.4,,,,,
-59.3,28.8,,,,,
-58.8,29.19,,,,,
-58.3,29.56,,,,,
-57.7,29.99,,,,,
-57.2,30.39,,,,,
-56.7,30.8,,,,,
-56.1,31.22,,,,,
-55.6,31.58,,,,,
