mVTris,TTris,,,,,
-74.5,22.96,,,,,
-74,23.45,,,,, 
-73.4,23.9,,,,,
-72.9,24.31,,,,,
-72.3,24.75,,,,,
-71.8,25.19,,,,,
-71.2,25.58,,,,,
-70.6,25.98,,,,,
-70,26.42,,,,,
-69.4,26.87,,,,,
-68.8,27.32,,,,,
-68.2,27.74,,,,,
-67.6,28.15,,,,,
