mVTris,TTris,,,,,
-65.8,24.56,,,,,
-65.5,24.89,,,,, 
-65.2,25.08,,,,,
-64.7,25.46,,,,,
-64.2,25.95,,,,,
-63.8,26.23,,,,,
-63.2,26.62,,,,,
-62.6,27.09,,,,,
-62,27.52,,,,,
-61.5,27.94,,,,,
-60.9,28.33,,,,,
-60.4,28.7,,,,,
-59.9,29.09,,,,,
-59.4,29.47,,,,,
-58.9,29.88,,,,,
-58.3,30.28,,,,,
-57.7,30.72,,,,,
