mVTris,TTris,,,,,
-64.1,24.99,,,,,
-63.5,25.46,,,,, 
-62.9,25.91,,,,,
-62.3,26.36,,,,,
-61.7,26.77,,,,,
-61.1,27.2,,,,,
-60.6,27.6,,,,,
-60.1,28.01,,,,,
-59.6,28.41,,,,,
-59,28.82,,,,,
-58.6,29.19,,,,,
-58.1,29.55,,,,,
-57.6,29.95,,,,,
-57,30.33,,,,,
