mVTris,TTris,,,,,
-75.3,21.73,,,,,
-74.7,22.24,,,,, 
-74.1,22.74,,,,,
-73.5,23.19,,,,,
-72.9,23.64,,,,,
-72.2,24.1,,,,,
-71.6,24.55,,,,,
-70.9,25.01,,,,,
-70.3,25.49,,,,,
-69.7,25.93,,,,,
-69.2,26.33,,,,,
-68.5,26.85,,,,,
