mVTris,TTris,,,,,
-63.2,25.71,,,,,
-62.5,26.22,,,,, 
-61.8,26.7,,,,,
-61.2,27.17,,,,,
-60.6,27.62,,,,,
-60,28.04,,,,,
-59.5,28.48,,,,,
-58.9,28.9,,,,,
-58.3,29.33,,,,,
-57.8,29.73,,,,,
-57.2,30.15,,,,,
-56.7,30.57,,,,,
-56.1,30.96,,,,,
-55.6,31.37,,,,,
