mVTris,TTris,,,,,
-62.2,25.71,,,,,
-61.8,26.14,,,,, 
-61.4,26.51,,,,,
-61,26.84,,,,,
-60.6,27.18,,,,,
-60.1,27.53,,,,,
-59.7,27.87,,,,,
-59.2,28.22,,,,,
-58.7,28.62,,,,,
-58.2,29.03,,,,,
-57.6,29.46,,,,,
-57.1,29.86,,,,,
-56.6,30.25,,,,,
-56.1,30.64,,,,,
