mVTris,TTris,,,,,
-63,24.98,,,,,
-62.4,25.48,,,,, 
-61.7,25.99,,,,,
-61.1,26.46,,,,,
-60.5,26.91,,,,,
-59.8,27.39,,,,,
-59.2,27.86,,,,,
-58.7,28.3,,,,,
-58.1,28.74,,,,,
-57.6,29.15,,,,,
-57,29.57,,,,,
-56.5,30,,,,,
-55.9,30.39,,,,,
