mVTris,TTris,,,,,
-64.6,25.21,,,,,
-63.7,25.82,,,,, 
-63.3,26.15,,,,,
-62.5,26.69,,,,,
-62,27.14,,,,,
-61.5,27.51,,,,,
-60.8,27.97,,,,,
-60.1,28.46,,,,,
-59.7,28.78,,,,,
-59.2,29.12,,,,,
-58.8,29.5,,,,,
-58.2,29.89,,,,,
-57.6,30.31,,,,,
