mVTris,TTris,,,,,
-64.1,25.28,,,,,
-63.3,25.83,,,,, 
-62.6,26.37,,,,,
-62,26.8,,,,,
-61.4,27.26,,,,,
-60.9,27.76,,,,,
-60.2,28.15,,,,,
-59.9,28.36,,,,,
-59.2,28.86,,,,,
-58.7,29.24,,,,,
-58.1,29.69,,,,,
-57.6,30.1,,,,,
-57,30.53,,,,,
-56.4,30.93,,,,,
