Pan.ID,Plug_ID,partner,initial.mass.g,dry.pan.mass.g,burnt.pan.mass.g,
1148,1075,Sym,1.1288,1.1577,1.148,
1149,1414,Sym,1.1375,1.1509,1.148,
1150,1822,Sym,1.1329,1.1552,1.154,
1151,1537,Sym,1.1262,1.1378,1.1364,
1152,2184,Sym,1.1252,1.1514,1.1468,
1153,1181,Sym,1.1263,1.1468,1.1378,
1154,2396,Sym,1.1227,1.1478,1.1441,
1155,NA,NA,1.1266,1.1495,1.1466,
1156,2989,Sym,1.1095,1.1335,1.131,
1157,2376,Host,1.1768,1.2292,1.222,
1158,2407,Host,1.1403,1.1844,1.1818,
1159,1908,Host,1.175,1.2233,1.2165,
1160,1541,Host,1.1882,1.2402,1.2344,
1161,2515,Host,1.1415,1.2006,1.186,
1162,2525,Host,1.1398,1.1888,1.1835,
1163,2989,Host,1.1371,1.1893,1.1835,
1164,1117,Host,1.1132,1.1644,1.1586,
1165,1717,Sym,1.122,1.151,1.145,
1166,1045,Sym,1.1183,1.1465,1.142,
1167,1117,Sym,1.1237,1.147,1.1434,
1168,1822,Host,1.1326,1.1817,1.1769,
1169,1288,Host,1.137,1.1927,1.1816,
1170,NA,NA,1.113,NA,NA,
1171,NA,NA,1.1129,1.1166,1.1565,
1172,1727,Host,1.057,1.1673,1.1573,
1173,2022,Host,1.1326,1.1871,1.1755,
1174,1226,Host,1.1198,1.167,1.1622,
1175,1353,Host,1.1103,1.1643,1.1582,
1176,1162,Host,1.1195,1.1692,1.163,
1177,1170,Host,1.1184,1.1717,1.163,
1178,1717,Host,1.1226,1.1778,1.1702,
1179,NA,NA,1.1191,1.1682,1.1659,
1180,2384,Sym,1.126,1.1504,1.147,
1181,1098,Host,1.1208,1.1676,1.1617,
1182,2208,Host,1.1227,1.1765,1.1668,
1183,2384,Host,1.1193,1.1687,1.163,
1184,1698,Host,1.108,1.1577,1.1539,
1185,2184,Host,1.1154,1.1684,1.1614,
1186,1242,Host,1.1184,1.1599,1.1553,
1187,2864,Host,1.1142,1.1774,1.1636,
1188,1494,Host,1.1325,1.1836,1.1773,
1189,1045,Host,1.1266,1.171,1.1669,
1190,2297,Host,1.1443,1.1933,1.1888,
1191,1432,Host,1.1258,1.1805,1.1709,
1192,1626,Host,1.1147,1.1703,1.1594,
1193,1075,Host,1.1159,1.1837,1.166,
1194,2515,Sym,1.1153,1.1415,1.1358,
1195,2858,Sym,1.1142,1.1281,1.1248,
1196,1088,Sym,1.1157,1.1393,1.1349,
1197,2297,Sym,1.1139,1.1371,1.1348,
1198,2853,Sym,1.1205,1.1356,1.1312,
1199,1088,Host,1.1445,1.195,1.188,
241,1197,Host,1.1197,1.1927,1.177,
242,1824,Sym,1.1109,1.1219,1.1186,
243,1585,Sym,1.1142,1.1291,1.1226,
244,2738,Host,1.1233,1.1692,1.1631,
245,1608,Host,1.147,1.1782,1.1725,
246,1584,Host,1.1405,1.2176,1.2123,
247,2153,Host,1.1364,1.1867,1.1795,
248,1337,Sym,1.1254,1.1343,1.1324,
249,2388,Host,1.1306,1.1772,1.1712,
250,1304,Host,1.1269,1.1822,1.1729,
251,1725,Sym,1.133,1.1424,1.1391,
252,1272,Sym,1.131,1.1428,1.1381,
253,1586,Sym,1.1211,1.136,1.1286,
254,1448,Sym,1.1236,1.137,1.1319,
255,1567,Sym,1.1337,1.1447,1.1415,
256,1304,Sym,1.1301,1.1441,1.1374,
257,2565,Sym,1.1237,1.1396,1.1332,
258,1175,Sym,1.1306,1.1448,1.1384,
259,2541,Host,1.1402,1.1952,1.1844,
260,1298,Sym,1.1454,1.1632,1.1533,
261,1210,Sym,1.1415,1.1498,1.148,
262,1284,Sym,1.1365,1.1496,1.1449,
263,1470,Sym,1.1369,1.149,1.1443,
264,2193,Host,1.1421,1.1889,1.1841,
265,2193,Sym,1.1458,1.1552,1.1524,
266,1616,Host,1.1236,1.1531,1.1488,
267,1461,Sym,1.1264,1.1388,1.1343,
268,2004,Sym,1.1235,1.1351,1.1309,
269,1197,Sym,1.1205,1.1376,1.1291,
270,1281,Sym,1.1183,1.1289,1.1241,
271,1273,Host,1.1322,1.1921,1.1827,
272,1142,Sym,1.1286,1.1398,1.1356,
273,2872,Host,1.1324,1.1842,1.1787,
274,1586,Host,1.137,1.1918,1.1827,
275,1042,Sym,1.1225,1.1343,1.1302,
276,2397,Host,1.1252,1.1817,1.1746,
277,1448,Host,1.1439,1.2007,1.1924,
278,2857,Host,1.1296,1.148,1.144,
279,1725,Host,1.1366,1.153,1.1482,
280,1998,Host,1.1367,1.1657,1.162,
281,1470,Host,1.1246,1.172,1.1662,
282,1337,Host,1.1313,1.1836,1.1777,
283,3000,Host,1.122,1.1729,1.1668,
284,1284,Host,1.1251,1.1813,1.173,
285,1298,Host,1.1272,1.2023,1.1772,
286,1743,Host,1.125,1.1777,1.1712,
287,1550,Host,1.1413,1.1912,1.186,
288,1185,Host,1.1265,1.1799,1.173,
289,2398,Host,1.128,1.165,1.1612,
290,1730,Host,1.1265,1.1771,1.1711,
291,2852,Host,1.1298,1.1799,1.1732,
292,1649,Host,1.1266,1.1739,1.1681,
293,1461,Host,1.1271,1.179,1.1723,
294,1281,Host,1.1195,1.169,1.1618,
295,2004,Host,1.1281,1.1496,1.1432,
296,1540,Host,1.1256,1.2076,1.1975,
297,1042,Host,1.1227,1.2027,1.1937,
298,1135,Host,1.1225,1.1778,1.1704,
299,1165,Host,1.1389,1.1932,1.1838,
300,1686,Host,1.1211,1.166,1.1604,
301,1634,Host,1.1378,1.211,1.1966,
302,2728,Host,1.1395,1.186,1.1802,
303,2156,Host,1.1134,1.1547,1.152,
304,2388,Sym,1.1263,1.1361,1.1325,
305,1336,Host,1.1253,1.186,1.1703,
306,1489,Host,1.1186,1.1648,1.1619,
307,1181,Host,1.1117,1.1786,1.1588,
308,1414,Host,1.1207,1.1703,1.1619,
309,NA,NA,1.1395,1.1828,1.1788,
310,1294,Host,1.1251,1.1703,1.1619,
311,1748,Host,1.118,1.1626,1.158,
312,2401,Host,1.1181,1.1743,1.1629,
313,1194,Sym,1.1245,1.1394,1.1354,
314,2853,Host,1.1136,1.1665,1.1576,
315,1165,Sym,1.1197,1.1361,1.1303,
316,1344,Host,1.1413,1.1958,1.1847,
317,1044,Host,1.1512,1.2039,1.1978,
318,1615,Sym,1.1271,1.1386,1.1378,
319,1560,Sym,1.1239,1.1376,1.1311,
320,1217,Sym,1.1333,1.1418,1.1391,
321,1258,Host,1.1321,1.178,1.173,
322,2394,Sym,1.1196,1.133,1.1271,
323,2532,Sym,1.1217,1.1291,1.1268,
324,2852,Sym,1.1303,1.1428,1.1374,
325,1480,Host,1.1331,1.1831,1.1758,
326,2011,Sym,1.1389,1.1475,1.144,
327,1608,Sym,1.1274,1.1372,1.134,
328,1142,Host,1.1276,1.1793,1.1733,
329,1774,Host,1.1307,1.1773,1.173,
330,1584,Sym,1.1283,1.1388,1.1351,
331,2998,Host,1.1211,1.1732,1.1639,
332,1540,Sym,1.1267,1.1424,1.1347,
333,1743,Sym,1.1086,1.1189,1.115,
334,1686,Sym,1.1113,1.1228,1.122,
335,2858,Host,1.1201,1.1685,1.1639,
336,1723,Host,1.1296,1.1791,1.1724,
337,3002,Host,1.1287,1.1573,1.1535,
338,1537,Host,1.1245,1.1698,1.1645,
339,2998,Sym,1.1191,1.1323,1.1297,
340,1597,Host,1.1336,1.1792,1.1744,
341,1063,Sym,1.1371,1.1498,1.1444,
342,1091,Host,1.1241,1.1764,1.1695,
343,1454,Host,1.127,1.1795,1.1738,
344,2156,Sym,1.128,1.139,1.1385,
345,2397,Sym,1.1357,1.149,1.1432,
346,1629,Sym,1.1298,1.1448,1.138,
347,1490,Host,1.1209,1.1729,1.163,
348,1587,Host,1.1245,1.2049,1.1935,
349,1258,Sym,1.1194,1.1319,1.1301,
350,1598,Host,1.1347,1.1855,1.1788,
351,1758,Host,1.1264,1.1718,1.1676,
352,1286,Host,1.1203,1.1724,1.1659,
353,2301,Sym,1.1295,1.1387,1.1348,
354,1649,Sym,1.1111,1.1207,1.1179,
355,1241,Host,1.1249,1.1765,1.17,
356,1426,Host,1.1241,1.1715,1.1661,
357,1625,Host,1.1347,1.2123,1.2053,
358,NA,NA,NA,NA,NA,
359,1182,Host,1.1244,1.1958,1.1844,
360,1067,Sym,1.1257,1.1355,1.132,
361,2153,Sym,1.1239,1.134,1.1305,
362,1550,Sym,1.1194,1.1296,1.1254,
363,2978,Sym,1.1342,1.1439,1.1395,
364,1730,Sym,1.1137,1.1237,1.1209,
365,1166,Host,1.1326,1.176,1.1728,
366,1447,Host,1.1212,1.1664,1.162,
367,1163,Host,1.1238,1.1706,1.1652,
368,1156,Host,1.123,1.1755,1.1667,
369,1232,Host,1.129,1.1882,1.1777,
370,NA,NA,NA,NA,NA,
371,1185,Sym,1.1241,1.1352,1.1306,
372,1102,Host,1.1256,1.1802,1.1729,
373,1273,Sym,1.1356,1.1469,1.1421,
374,2372,Host,1.1395,1.2,1.1881,
375,1998,Sym,1.1235,1.1321,1.1289,
376,1044,Sym,1.1328,1.1489,1.1444,
377,1422,Sym,1.1298,1.1471,1.1411,
378,1048,Host,1.1243,1.1712,1.1653,
379,2018,Host,1.1229,1.1696,1.1668,
380,1194,Host,1.1263,1.1778,1.1696,
381,1490,Sym,1.1296,1.1429,1.1404,
382,2541,Sym,1.1273,1.1377,1.133,
383,1333,Sym,1.1249,1.1346,1.1312,
384,1336,Sym,1.1164,1.1375,1.1277,
385,1065,Host,1.1259,1.1819,1.1768,
386,1300,Host,1.1225,1.1759,1.1684,
387,1688,Host,1.1237,1.1996,1.1941,
388,3000,Sym,1.1224,1.1324,1.1284,
389,1443,Sym,1.1279,1.1395,1.1344,
390,2398,Sym,1.1229,1.133,1.1293,
391,1599,Host,1.1239,1.1742,1.1672,
392,1565,Sym,1.1246,1.1363,1.1314,
393,1127,Sym,1.128,1.1405,1.1358,
394,1135,Sym,1.1198,1.1322,1.1273,
395,1638,Sym,1.1352,1.1522,1.1428,
396,2857,Sym,1.137,1.1446,1.1424,
397,1568,Sym,1.1328,1.1456,1.1404,
398,1616,Sym,1.1332,1.1429,1.1394,
399,2010,Sym,1.1277,1.1369,1.1342,
400,1286,Sym,1.13,1.146,1.1418,
401,1688,Sym,1.1158,1.1361,1.1314,
402,1102,Sym,1.1195,1.1384,1.1319,
403,2738,Sym,1.1234,1.1363,1.1329,
404,1146,Host,1.1253,1.1729,1.1677,
405,1426,Sym,1.1271,1.1453,1.1373,
406,1264,Sym,1.1258,1.1448,1.1416,
407,1171,Sym,1.1237,1.1442,1.1407,
408,2279,Sym,1.1215,1.1469,1.1392,
409,1241,Sym,1.1287,1.1439,1.1398,
410,1091,Sym,1.1176,1.1352,1.1286,
411,1640,Sym,1.1334,1.164,1.1502,
412,2211,Sym,1.1258,1.1402,1.136,
413,1774,Sym,1.1239,1.1373,1.1334,
414,1760,Sym,1.1339,1.1584,1.1504,
415,3002,Sym,1.1299,1.1422,1.1367,
416,1447,Sym,1.13,1.1432,1.1404,
417,2044,Sym,1.1191,1.1444,1.136,
418,2404,Host,1.1344,1.1901,1.1822,
419,1438,Sym,1.1244,1.144,1.1405,
420,1166,Sym,1.1315,1.1445,1.1413,
421,1339,Host,1.1309,1.1864,1.1759,
422,1599,Sym,1.135,1.1538,1.1451,
423,1300,Sym,1.1369,1.1565,1.1486,
424,1099,Sym,1.121,1.1454,1.1386,
425,1538,Sym,1.1169,1.1386,1.1312,
426,1469,Host,1.1151,1.1845,1.1738,
427,2044,Host,1.1192,1.1706,1.1626,
428,1171,Host,1.1272,1.1728,1.1662,
429,1163,Sym,1.1252,1.1394,1.1356,
430,1576,Host,1.1246,1.2097,1.1975,
431,1625,Sym,1.1375,1.1603,1.1566,
432,1264,Host,1.1296,1.1776,1.1747,
433,2372,Sym,1.1277,1.147,1.1399,
434,1643,Sym,1.1428,1.1623,1.1574,
435,1758,Sym,1.1481,1.1615,1.1574,
436,1597,Sym,1.1475,1.16,1.1575,
437,1723,Sym,1.1717,1.1878,1.1818,
438,1182,Sym,1.188,1.2153,1.2036,
439,1533,Sym,1.1387,1.1578,1.1541,
440,2404,Sym,1.1327,1.1533,1.1446,
441,1065,Sym,1.1452,1.1633,1.158,
442,1469,Sym,1.1387,1.1615,1.1545,
443,2211,Host,1.1816,1.2292,1.2229,
444,1409,Host,1.1274,1.1753,1.1704,
445,1538,Host,1.1254,1.1788,1.1709,
446,1454,Sym,1.155,1.17,1.1666,
447,1643,Host,1.1342,1.1811,1.1758,
448,1576,Sym,1.2421,1.2633,1.259,
449,1104,Host,1.128,1.19,1.1836,
450,1587,Sym,1.1262,1.1461,1.1424,
451,1598,Sym,1.1312,1.1477,1.141,
452,1480,Sym,1.1465,1.1624,1.1573,
453,NA,NA,1.1292,1.18,1.1753,
454,1104,Sym,1.1349,1.1536,1.1469,
455,1066,Sym,1.1543,1.1809,1.1723,
456,1189,Host,1.1592,1.2063,1.2005,
457,NA,NA,1.1242,1.1466,1.1411,
458,,,1.1222,,,
459,1737,Sym,1.1238,1.148,1.1422,
460,1061,Sym,1.1413,1.1644,1.1586,
461,1189,Sym,1.1434,1.1663,1.1611,
462,1679,Host,1.153,1.2036,1.1992,
463,1409,Sym,1.1291,1.1512,1.1455,
464,1639,Sym,1.1317,1.1594,1.1529,
465,1533,Host,1.1366,1.1829,1.1777,
466,1438,Host,1.1492,1.1957,1.1909,
467,1146,Sym,1.1432,1.1646,1.1604,
468,2172,Sym,1.1395,1.1668,1.1605,
469,,,1.1423,,,
470,2378,Sym,1.1322,1.1601,1.1505,
471,1305,Host,1.133,1.1831,1.1778,
472,1640,Host,1.1324,1.1879,1.1776,
473,2070,Sym,1.1243,1.1511,1.1424,
474,1099,Host,1.1258,1.1765,1.1708,
475,1309,Sym,1.1188,1.1379,1.1356,
476,2741,Sym,1.1249,1.1487,1.1433,
477,,,1.1256,,,
478,2378,Host,1.1248,1.1792,1.1706,
479,1066,Host,1.1897,1.2475,1.2393,
480,NA,NA,1.1484,1.1716,1.1648,
481,2741,Host,1.1538,1.2053,1.1981,
482,,,1.1425,,,
483,NA,NA,1.1223,1.1687,1.1649,
484,1593,Sym,1.141,1.1614,1.1566,
485,1737,Host,1.1277,1.1751,1.1702,
486,1309,Host,1.2133,1.258,1.2564,
487,2070,Host,1.1267,1.1852,1.1763,
488,1639,Host,1.1822,1.2293,1.2236,
489,1593,Host,1.1538,1.202,1.1979,
490,2172,Host,1.1315,1.1753,1.1703,
491,2279,Host,1.1724,1.2211,1.2165,
492,NA,NA,1.1746,1.1946,1.1911,
493,1679,Sym,1.19,1.2185,1.2142,
