observed	shannon	simperson	invsimperson	chao1	chao2	evenness	Gini
305	1	0	0	1	1	1	0	0.916666666666667
172	1	0	0	1	1	1	0	0.916666666666667
291	1	0	0	1	1	1	0	0.916666666666667
163	1	0	0	1	1	1	0	0.916666666666667
277	1	0	0	1	1	1	0	0.916666666666667
303	1	0	0	1	1	1	0	0.916666666666667
290	1	0	0	1	1	1	0	0.916666666666667
93	1	0	0	1	1	1	0	0.916666666666667
292	1	0	0	1	1	1	0	0.916666666666667
309	1	0	0	1	1	1	0	0.916666666666667
280	1	0	0	1	1	1	0	0.916666666666667
260	1	0	0	1	1	1	0	0.916666666666667
183	1	0	0	1	1	1	0	0.916666666666667
267	1	0	0	1	1	1	0	0.916666666666667
265	1	0	0	1	1	1	0	0.916666666666667
214	1	0	0	1	1	1	0	0.916666666666667
283	2	0.206976261198192	0.100208818165651	1.11136897114435	2	2	0.103488130599096	0.907849474559613
198	2	0.515961592809459	0.333556813407417	1.500502998782	2	2	0.257980796404729	0.881413588375263
96	2	0.660071836941924	0.467290956482343	1.87719734096621	2	2	0.330035918470962	0.854647466463221
312	3	0.807764437938064	0.505010554854836	2.02024509776513	3	3	0.269254812646021	0.844752055729111
152	2	0.674825554750094	0.481790544548249	1.929721639541	2	2	0.337412777375047	0.849236449490129
298	2	0.691229018849773	0.498083065051972	1.99236154505037	2	2	0.345614509424887	0.838493187643329
185	1	0	0	1	1	1	0	0.916666666666667
70	1	0	0	1	1	1	0	0.916666666666667
67	1	0	0	1	1	1	0	0.916666666666667
116	1	0	0	1	1	1	0	0.916666666666667
270	1	0	0	1	1	1	0	0.916666666666667
264	1	0	0	1	1	1	0	0.916666666666667
126	1	0	0	1	1	1	0	0.916666666666667
144	1	0	0	1	1	1	0	0.916666666666667
88	1	0	0	1	1	1	0	0.916666666666667
193	1	0	0	1	1	1	0	0.916666666666667
157	1	0	0	1	1	1	0	0.916666666666667
208	1	0	0	1	1	1	0	0.916666666666667
173	1	0	0	1	1	1	0	0.916666666666667
108	1	0	0	1	1	1	0	0.916666666666667
124	1	0	0	1	1	1	0	0.916666666666667
119	1	0	0	1	1	1	0	0.916666666666667
104	1	0	0	1	1	1	0	0.916666666666667
117	1	0	0	1	1	1	0	0.916666666666667
227	1	0	0	1	1	1	0	0.916666666666667
243	2	0.121147618142657	0.0509608633120495	1.05369732537048	2	2	0.0605738090713286	0.91230582649533
297	1	0	0	1	1	1	0	0.916666666666667
247	1	0	0	1	1	1	0	0.916666666666667
113	1	0	0	1	1	1	0	0.916666666666667
143	1	0	0	1	1	1	0	0.916666666666667
149	1	0	0	1	1	1	0	0.916666666666667
72	1	0	0	1	1	1	0	0.916666666666667
179	1	0	0	1	1	1	0	0.916666666666667
100	1	0	0	1	1	1	0	0.916666666666667
282	1	0	0	1	1	1	0	0.916666666666667
293	1	0	0	1	1	1	0	0.916666666666667
234	1	0	0	1	1	1	0	0.916666666666667
120	1	0	0	1	1	1	0	0.916666666666667
285	2	0.62104140793082	0.429644727338058	1.7532931629313	2	2	0.31052070396541	0.864592836924229
164	2	0.641068066811272	0.448831444801961	1.81432701588118	2	2	0.320534033405636	0.85999180999181
76	2	0.676363987780666	0.483310911307592	1.93539987951113	2	2	0.338181993890333	0.848558079587562
240	2	0.692805282514033	0.499658140920622	1.99863349798473	2	2	0.346402641257017	0.835512333739284
151	1	0	0	1	1	1	0	0.916666666666667
114	1	0	0	1	1	1	0	0.916666666666667
156	1	0	0	1	1	1	0	0.916666666666667
242	1	0	0	1	1	1	0	0.916666666666667
132	2	0.481959293855527	0.30416058763204	1.43711319339756	2	2	0.240979646927763	0.885486874329548
308	2	0.585495536583839	0.396270637417177	1.65637131797249	2	2	0.292747768291919	0.871289697640628
154	2	0.533311643562501	0.34888146647889	1.53581866974699	2	2	0.266655821781251	0.879146743172883
168	2	0.642469242582332	0.450184112655684	1.8187906588697	2	2	0.321234621291166	0.859637084476975
274	2	0.69310242221183	0.499955242319659	1.9998209853032	2	2	0.346551211105915	0.834121771313889
138	1	0	0	1	1	1	0	0.916666666666667
161	1	0	0	1	1	1	0	0.916666666666667
98	1	0	0	1	1	1	0	0.916666666666667
229	1	0	0	1	1	1	0	0.916666666666667
89	1	0	0	1	1	1	0	0.916666666666667
92	1	0	0	1	1	1	0	0.916666666666667
310	1	0	0	1	1	1	0	0.916666666666667
304	1	0	0	1	1	1	0	0.916666666666667
299	1	0	0	1	1	1	0	0.916666666666667
69	1	0	0	1	1	1	0	0.916666666666667
127	1	0	0	1	1	1	0	0.916666666666667
136	2	0.621481165017991	0.430063087970245	1.75458016298441	2	2	0.310740582508995	0.864499757581445
218	2	0.686165133656977	0.493034217947341	1.97251971513953	2	2	0.343082566828488	0.843169337245167
86	1	0	0	1	1	1	0	0.916666666666667
128	1	0	0	1	1	1	0	0.916666666666667
199	1	0	0	1	1	1	0	0.916666666666667
186	1	0	0	1	1	1	0	0.916666666666667
103	1	0	0	1	1	1	0	0.916666666666667
190	1	0	0	1	1	1	0	0.916666666666667
170	1	0	0	1	1	1	0	0.916666666666667
125	1	0	0	1	1	1	0	0.916666666666667
315	1	0	0	1	1	1	0	0.916666666666667
314	2	0.441625262601372	0.270405173488412	1.37062375398315	2	2	0.220812631300686	0.889802944938896
