Well,Plug_ID
A1,BK
A2,BK 
A3,1275
A4,1275
A5,2729
A6,2729
A7,1484
A8,1484
A9,1500
A10,1500
A11,1252
A12,1252
B1,NA
B2,NA
B3,1758
B4,1758
B5,1599
B6,1599
B7,1494
B8,1494
B9,1226
B10,1226
B11,1597
B12,1597
C1,2857
C2,2857
C3,1288
C4,1288
C5,1753
C6,1753
C7,2198
C8,2198
C9,1616
C10,1616
C11,NA
C12,NA
D1,1165
D2,1165
D3,NA
D4,NA
D5,1344
D6,1344
D7,NA
D8,NA
D9,2531
D10,2531
D11,2382
D12,2382
E1,NA
E2,NA
E3,2749
E4,2749
E5,1687
E6,1687
E7,1136
E8,1136
E9,1640
E10,1640
E11,2529
E12,2529
F1,1824
F2,1824
F3,1061
F4,1061
F5,1774
F6,1774
F7,1210
F8,1210
F9,1299
F10,1299
F11,2416
F12,2416
G1,NA
G2,NA
G3,1593
G4,1593
G5,2378
G6,2378
G7,1568
G8,1568
G9,2172
G10,2172
G11,1822
G12,1822
H1,2184
H2,2184
H3,1443
H4,1443
H5,1564
H6,1564
H7,1305
H8,1305
H9,1325
H10,1325
H11,1102
H12,1102
