Well,630,663,750
A1,0.027,0.027,0.027
B1,0.063,0.134,0.036
C1,0.098,0.303,0.03
D1,0.082,0.246,0.029
E1,0.082,0.243,0.028
F1,0.062,0.181,0.028
G1,0.061,0.168,0.028
H1,0.072,0.21,0.028
A2,0.03,0.03,0.03
B2,0.059,0.137,0.029
C2,0.114,0.342,0.033
D2,0.092,0.282,0.031
E2,0.088,0.267,0.028
F2,0.066,0.198,0.028
G2,0.067,0.18,0.029
H2,0.076,0.224,0.028
A3,0.075,0.204,0.03
B3,0.097,0.099,0.029
C3,0.076,0.209,0.031
D3,0.067,0.191,0.029
E3,0.052,0.128,0.029
F3,0.101,0.309,0.032
G3,0.106,0.376,0.029
H3,0.071,0.22,0.028
A4,0.08,0.22,0.03
B4,0.051,0.112,0.03
C4,0.079,0.226,0.03
D4,0.074,0.218,0.029
E4,0.058,0.142,0.03
F4,0.105,0.332,0.029
G4,0.114,0.407,0.03
H4,0.079,0.24,0.03
A5,0.09,0.261,0.03
B5,0.059,0.149,0.032
C5,0.158,0.503,0.029
D5,0.052,0.131,0.028
E5,0.076,0.214,0.031
F5,0.045,0.097,0.028
G5,0.135,0.448,0.032
H5,0.035,0.05,0.03
A6,0.136,0.311,0.055
B6,0.066,0.168,0.033
C6,0.179,0.555,0.033
D6,0.055,0.142,0.029
E6,0.078,0.226,0.03
F6,0.047,0.104,0.028
G6,0.146,0.491,0.029
H6,0.034,0.051,0.029
A7,0.057,0.154,0.028
B7,0.071,0.179,0.03
C7,0.078,0.215,0.028
D7,0.052,0.122,0.029
E7,0.161,0.547,0.029
F7,0.075,0.224,0.028
G7,0.08,0.234,0.029
H7,0.118,0.387,0.028
A8,0.06,0.169,0.03
B8,0.075,0.194,0.031
C8,0.088,0.239,0.032
D8,0.055,0.134,0.029
E8,0.169,0.587,0.031
F8,0.081,0.244,0.029
G8,0.086,0.25,0.031
H8,0.128,0.422,0.028
A9,0.069,0.226,0.028
B9,0.091,0.252,0.032
C9,0.052,0.125,0.029
D9,0.067,0.173,0.028
E9,0.113,0.373,0.032
F9,0.079,0.22,0.034
G9,0.071,0.218,0.029
H9,0.05,0.112,0.028
A10,0.077,0.254,0.029
B10,0.095,0.272,0.029
C10,0.054,0.133,0.028
D10,0.074,0.193,0.03
E10,0.122,0.404,0.03
F10,0.079,0.225,0.029
G10,0.075,0.239,0.029
H10,0.052,0.119,0.028
A11,0.08,0.235,0.029
B11,0.07,0.192,0.028
C11,0.07,0.219,0.029
D11,0.074,0.219,0.028
E11,0.071,0.221,0.028
F11,0.082,0.228,0.032
G11,0.064,0.167,0.029
H11,0.059,0.145,0.028
A12,0.083,0.245,0.029
B12,0.076,0.205,0.031
C12,0.076,0.241,0.029
D12,0.079,0.235,0.03
E12,0.077,0.238,0.029
F12,0.082,0.231,0.031
G12,0.065,0.173,0.028
H12,0.063,0.154,0.03
