Well,Plug_ID
A1,BK
A2,BK 
A3,1304
A4,1304
A5,1232
A6,1232
A7,2519
A8,2519
A9,1438
A10,1438
A11,2169
A12,2169
B1,1446
B2,1446
B3,2079
B4,2079
B5,1180
B6,1180
B7,1447
B8,1447
B9,2001
B10,2001
B11,1764
B12,1764
C1,1570
C2,1570
C3,1470
C4,1470
C5,NA
C6,NA
C7,1189
C8,1189
C9,1264
C10,1264
C11,1498
C12,1498
D1,1054
D2,1054
D3,NA
D4,NA
D5,1265
D6,1265
D7,1217
D8,1217
D9,1414
D10,1414
D11,1104
D12,1104
E1,1077
E2,1077
E3,1688
E4,1688
E5,1185
E6,1185
E7,2023
E8,2023
E9,1479
E10,1479
E11,2852
E12,2852
F1,1333
F2,1333
F3,1584
F4,1584
F5,2391
F6,2391
F7,2397
F8,2397
F9,2404
F10,2404
F11,1127
F12,1127
G1,2360
G2,2360
G3,1163
G4,1163
G5,1309
G6,1309
G7,2869
G8,2869
G9,1091
G10,1091
G11,1551
G12,1551
H1,1099
H2,1099
H3,1695
H4,1695
H5,1538
H6,1538
H7,2004
H8,2004
H9,1576
H10,1576
H11,1337
H12,1337
