"","Plug_ID","umol.cells.hr"
"1","1036",0.00000268882373469189
"2","1038",0.0000022539622951458
"3","1042",0.00000221817978838198
"4","1044",0.0000067666994854079
"5","1046",0.00000374013617203473
"6","1048",0.00000281022373391635
"7","1054",0.00000395427603890906
"8","1061",0.00000366240715314852
"9","1065",0.00000311416077466637
"10","1066",0.0000055543965490693
"11","1067",0.00000401410349197633
"12","1077",0.0000038801010550691
"13","1080",0.00000286628160104224
"14","1084",0.00000255955853797628
"15","1085",0.00000442503204334777
"16","1086",0.00000422905318613097
"17","1088",0.00000327756002702633
"18","1091",0.00000400680972445393
"19","1092",0.0000044059581554982
"20","1094",0.00000452163703296086
"21","1098",0.00000332583404237433
"22","1099",0.00000542277540776038
"23","1100",0.00000347923966303353
"24","1104",0.0000037427465101487
"25","1116",0.00000357522871723099
"26","1117",0.00000255125147103575
"27","1118",0.00000565546047924461
"28","1122",0.00000294299262553297
"29","1127",0.00000198032086580789
"30","1130",0.00000162070220227939
"31","1133",0.00000356343086302558
"32","1136",0.00000300384657787649
"33","1146",0.00000200550559549341
"34","1156",0.00000547875973677007
"35","1162",0.000000831142493597346
"36","1163",0.00000374105659744011
"37","1165",0.00000373428029892055
"38","1166",0.00000183265471806164
"39","1170",0.00000164879756985982
"40","1171",0.00000358471303114274
"41","1175",0.00000517159889369226
"42","1180",0.00000497238626092302
"43","1181",0.00000596992464958099
"44","1182",0.00000336905376947009
"45","1187",0.00000507142250287815
"46","1188",0.00000310675502119884
"47","1189",0.00000124925048740571
"48","1194",0.00000400308583263015
"49","1197",0.00000572449153078453
"50","1211",0.00000588337389514639
"51","1213",0.00000355126933234274
"52","1214",0.00000368145189541021
"53","1216",0.00000180206664891729
"54","1217",0.00000477390940955836
"55","1222",0.00000400878798141094
"56","1224",0.00000297443083807284
"57","1226",0.00000113913108385304
"58","1228",0.00000668087355632798
"59","1232",0.00000420477946457296
"60","1233",0.00000552049587433941
"61","1234",0.00000190816431287839
"62","1240",0.00000666865491651807
"63","1242",0.0000019444432661168
"64","1243",0.00000399642590122757
"65","1249",0.00000538984201472449
"66","1252",0.00000629058571434119
"67","1253",0.00000475099552257744
"68","1256",0.00000768981848417601
