"","Date","Species","Treatment","Pnet.mean","N","Pnet.se","Rdark.mean","Rdark.se","Pgross.mean","Pgross.se","Group"
"1",20180922,"Montipora","ATAC",1.37015119254044,4,0.171078957770529,-0.358679330961429,0.0577440678273769,1.72883052350187,0.207915040480089,"Montipora_ATAC"
"2",20180922,"Montipora","ATHC",1.40452333594011,2,0.0998818217257217,-0.347089846716248,0.00607791219833706,1.75161318265636,0.0938039095273846,"Montipora_ATHC"
"3",20180922,"Montipora","HTAC",1.40168549415262,4,0.330277074083236,-0.734650310333453,0.156144130476027,2.13633580448608,0.46989153222733,"Montipora_HTAC"
"4",20180922,"Montipora","HTHC",1.15708764296472,2,0.0323849911121089,-0.394250312235928,0.0172797768155987,1.55133795520065,0.0496647679277076,"Montipora_HTHC"
"5",20180922,"Pocillopora","ATAC",1.68436493033822,4,0.206786811759873,-0.429367765012029,0.0374627056312882,2.11373269535024,0.233346851567955,"Pocillopora_ATAC"
"6",20180922,"Pocillopora","ATHC",2.00201041214215,2,0.346914739654873,-0.539593503925254,0.0183201524713181,2.54160391606741,0.328594587183555,"Pocillopora_ATHC"
"7",20180922,"Pocillopora","HTAC",0.984405359430422,4,0.13952091377572,-0.356873722512596,0.0290359604924158,1.34127908194302,0.166388651494837,"Pocillopora_HTAC"
"8",20180922,"Pocillopora","HTHC",1.76336040536092,2,0.158300244480851,-0.543091998618027,0.0753336975762904,2.30645240397895,0.233633942057142,"Pocillopora_HTHC"
"9",20180923,"Montipora","ATAC",1.08617896073603,6,0.0931656906795887,-0.402483867817725,0.0325419928197255,1.48866282855375,0.12157508031529,"Montipora_ATAC"
"10",20180923,"Montipora","ATHC",1.33234935559082,4,0.0419384556927731,-0.390292708751938,0.0385499019102665,1.72264206434276,0.0462771939442054,"Montipora_ATHC"
"11",20180923,"Montipora","HTAC",1.14919159640708,6,0.132740103928851,-0.393343792091468,0.0281294810695402,1.54253538849855,0.156611494640884,"Montipora_HTAC"
"12",20180923,"Montipora","HTHC",2.15625242202286,4,0.857628034857048,-0.720201895953215,0.252363192232804,2.87645431797607,1.10956510287779,"Montipora_HTHC"
"13",20180923,"Pocillopora","ATAC",1.51607019921949,6,0.152344842053932,-0.383629937860697,0.0251915343018509,1.89970013708018,0.166113767968509,"Pocillopora_ATAC"
"14",20180923,"Pocillopora","ATHC",1.7849838277735,4,0.129657255558833,-0.372084861825889,0.0457177965433009,2.15706868959939,0.166650663997921,"Pocillopora_ATHC"
"15",20180923,"Pocillopora","HTAC",1.58349764538307,6,0.166484025431044,-0.435697662825995,0.0306346377383708,2.01919530820906,0.188182946035784,"Pocillopora_HTAC"
"16",20180923,"Pocillopora","HTHC",1.75351844950832,4,0.213274769483069,-0.483588963741306,0.0437117896236816,2.23710741324963,0.252337017099625,"Pocillopora_HTHC"
"17",20180929,"Montipora","ATAC",1.27102500202882,6,0.141440758606757,-0.481614955711447,0.0766596176998968,1.75263995774027,0.204144087705856,"Montipora_ATAC"
"18",20180929,"Montipora","ATHC",1.18880940190142,4,0.0644068409659005,-0.391166295650866,0.0284935304994303,1.57997569755229,0.0889033047987072,"Montipora_ATHC"
"19",20180929,"Montipora","HTAC",1.2356080547096,6,0.117970380086416,-0.394833129283923,0.0285585942778024,1.63044118399352,0.141739216794896,"Montipora_HTAC"
"20",20180929,"Montipora","HTHC",1.53431853486417,4,0.21588285310365,-0.55739586120793,0.144370676163058,2.0917143960721,0.337555540160857,"Montipora_HTHC"
"21",20180929,"Pocillopora","ATAC",1.95913078475144,6,0.178771548412612,-0.527729087083472,0.0549056014837707,2.48685987183492,0.226326563687056,"Pocillopora_ATAC"
"22",20180929,"Pocillopora","ATHC",2.06304661718909,4,0.300948200398607,-0.623621534474288,0.086438997462271,2.68666815166338,0.338469795228146,"Pocillopora_ATHC"
"23",20180929,"Pocillopora","HTAC",1.48579269790217,6,0.150801223263486,-0.444247364618976,0.040889106128345,1.93004006252114,0.182925294061855,"Pocillopora_HTAC"
"24",20180929,"Pocillopora","HTHC",1.64307426345234,4,0.194820465451992,-0.425660892727771,0.0491926192380356,2.06873515618011,0.243808829535372,"Pocillopora_HTHC"
"25",20181006,"Montipora","ATAC",1.58226250378249,6,0.14105869624566,-0.469530472517632,0.0595547137712668,2.05179297630012,0.128694841038604,"Montipora_ATAC"
"26",20181006,"Montipora","ATHC",1.43028060138865,6,0.0839461716791725,-0.414260401852908,0.0225370032947409,1.84454100324156,0.0981786201892528,"Montipora_ATHC"
"27",20181006,"Montipora","HTAC",1.17499021014955,6,0.0809430536245686,-0.346029563833468,0.0287640215654949,1.52101977398302,0.105657827332925,"Montipora_HTAC"
"28",20181006,"Montipora","HTHC",1.36085175776645,6,0.108693673264512,-0.268121135304661,0.0390781710794993,1.62897289307111,0.0911996776736676,"Montipora_HTHC"
"29",20181006,"Pocillopora","ATAC",1.46447600168731,6,0.0784803295742637,-0.455002192368534,0.0284317544717059,1.91947819405585,0.102048173438712,"Pocillopora_ATAC"
"30",20181006,"Pocillopora","ATHC",1.48222946139842,6,0.185724239202483,-0.455566860068891,0.0497033922627898,1.93779632146731,0.230836540252852,"Pocillopora_ATHC"
"31",20181006,"Pocillopora","HTAC",1.24117461505504,6,0.0844675394115573,-0.38553096101861,0.0189779057813354,1.62670557607365,0.0969735241471999,"Pocillopora_HTAC"
"32",20181006,"Pocillopora","HTHC",1.69089046918237,6,0.126014718301003,-0.433172898281119,0.0175483603553594,2.12406336746349,0.13451376937895,"Pocillopora_HTHC"
"33",20181020,"Montipora","ATAC",1.26598959012946,6,0.190869390225295,-0.357588125812335,0.0689361426452745,1.6235777159418,0.251673793145485,"Montipora_ATAC"
"34",20181020,"Montipora","ATHC",1.79734326064296,6,0.228214253644789,-0.394431755654077,0.0531011502789712,2.19177501629704,0.256278766425584,"Montipora_ATHC"
"35",20181020,"Montipora","HTAC",1.24286675463234,6,0.0895359661478185,-0.351844247004785,0.0190097129019783,1.59471100163713,0.100780500073618,"Montipora_HTAC"
"36",20181020,"Montipora","HTHC",1.54951618434359,6,0.288011887884268,-0.383838014942996,0.0954625537334595,1.93335419928659,0.373156532615966,"Montipora_HTHC"
"37",20181020,"Pocillopora","ATAC",1.35408656472678,6,0.181887055621038,-0.448694229504666,0.0328049921737511,1.80278079423145,0.202640957669566,"Pocillopora_ATAC"
"38",20181020,"Pocillopora","ATHC",1.42803118338741,6,0.191673815407249,-0.352246267821972,0.0251666618773291,1.78027745120938,0.201693969268147,"Pocillopora_ATHC"
"39",20181020,"Pocillopora","HTAC",0.886198088581153,6,0.127354316770391,-0.326212432251393,0.0108587036941485,1.21241052083255,0.125933695887731,"Pocillopora_HTAC"
"40",20181020,"Pocillopora","HTHC",0.942134177852171,6,0.159191149636688,-0.349511609678232,0.0199430436767818,1.2916457875304,0.163728819107484,"Pocillopora_HTHC"
