PLUG.ID,Species,Tank,Temperature,CO2,Treatment,Analysis,Date,Date.Format,TimePoint,Mass.g,Temp.C
1049,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,3.399,25
1052,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,4.75,25
1053,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.307,24.99
1055,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.254,24.99
1057,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,3.818,24.99
1063,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.093,24.99
1064,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.76,24.99
1076,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,3.981,24.99
1081,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.535,25
1102,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,1.77,25
1106,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.139,24.99
1115,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.25,24.99
1119,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,3.22,25.01
1120,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,3.251,24.99
1123,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,3.113,24.98
1210,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.478,24.98
1424,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,4.324,26.17
1433,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,1.981,26.17
1448,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,4.744,26.16
1452,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,4.138,26.17
1460,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.277,26.17
1475,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.886,26.16
1489,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,1.585,26.15
1532,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,3.515,26.17
1540,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.492,26.15
1543,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,3.857,26.14
1546,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.644,26.15
1555,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.96,26.14
1591,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.177,26.15
1616,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.551,26.17
1644,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,4.881,26.14
1649,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,1.69,26.14
1654,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.256,26.14
1680,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,3.053,26.14
1769,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,1.291,26.15
2301,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,5.729,26.7
2302,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.436,26.15
2308,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.048,26.17
2309,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,3.485,26.15
2398,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,2.761,26.15
2403,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181129,11/29/18,Time6_Init,4.196,26.14
1142,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181129,11/29/18,Time6_Init,2.603,24.96
1154,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181129,11/29/18,Time6_Init,2.455,24.97
1155,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181129,11/29/18,Time6_Init,3.025,24.96
