PLUG.ID,Species,Tank,Temperature,CO2,Treatment,Analysis,Date,Date.Format,TimePoint,Mass.g,Temp.C
1044,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,4.022,25.97
1049,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.308,25.9
1052,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,4.546,25.9
1053,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.241,25.96
1055,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.239,25.97
1057,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.758,25.96
1063,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.017,25.94
1064,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.707,25.96
1076,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.815,25.91
1081,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.437,25.89
1095,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.096,25.97
1102,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,1.751,25.95
1105,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.173,25.95
1106,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.138,25.97
1115,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.236,25.96
1119,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.034,25.9
1120,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.146,25.9
1123,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.033,25.96
1166,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,1.939,25.93
1210,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.438,25.94
1424,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,4.128,26.31
1433,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,1.848,26.32
1438,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.521,26.32
1448,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,4.535,26.33
1452,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.89,26.31
1460,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.171,26.31
1475,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.742,26.32
1489,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,1.497,26.34
1532,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.271,26.32
1533,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.508,26.35
1540,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.361,26.32
1543,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.708,26.35
1546,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.58,26.35
1555,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.871,26.34
1556,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.165,26.36
1561,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.028,26.35
1591,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.106,26.36
1599,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.599,26.32
1616,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.416,26.33
1631,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.84,26.32
1644,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,4.656,26.35
1649,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,1.639,26.35
1654,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.245,26.35
1680,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.936,26.35
1769,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,1.277,26.35
1774,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.106,26.36
2301,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,5.51,26.32
2302,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.304,26.31
2308,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,1.92,26.33
2309,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.303,26.31
2368,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,3.177,26.33
2398,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,2.642,26.35
2403,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181115,11/15/18,Time4_Fin,4.051,26.36
1142,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181115,11/15/18,Time4_Fin,2.479,26.49
1154,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181115,11/15/18,Time4_Fin,2.384,26.49
1155,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181115,11/15/18,Time4_Fin,2.937,26.49
1183,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181115,11/15/18,Time4_Fin,3.986,26.5
1186,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181115,11/15/18,Time4_Fin,3.016,26.5
1204,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181115,11/15/18,Time4_Fin,NA,NA
1208,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181115,11/15/18,Time4_Fin,2.306,26.5
1230,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181115,11/15/18,Time4_Fin,2.046,26.49
1237,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181115,11/15/18,Time4_Fin,2.409,26.49
1255,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181115,11/15/18,Time4_Fin,5.304,26.49
1259,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181115,11/15/18,Time4_Fin,3.509,26.5
1300,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181115,11/15/18,Time4_Fin,4.509,26.5
