PLUG.ID,Species,Tank,Temperature,CO2,Treatment,Analysis,Date,Date.Format,TimePoint,Mass.g,Temp.C
1042,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys no weigh,20181101,11/1/18,Time3_Fin,NA,NA
1044,Mcapitata,Tank1,Ambient,Ambient,ATAC,Molecular,20181101,11/1/18,Time3_Fin,NA,NA
1049,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,3.401,27.03
1052,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,4.55,27.03
1053,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,2.232,27.07
1055,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,2.283,27.03
1057,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,3.757,27.06
1063,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,2.039,27.04
1064,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,2.685,27.03
1065,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,2.874,27.07
1076,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,3.826,27.08
1081,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,2.539,27.06
1095,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,3.017,27.07
1102,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,1.746,27.07
1105,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,2.222,27.04
1106,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,2.171,27.02
1115,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,2.275,27.06
1119,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,3.036,27.07
1120,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,3.208,27.02
1121,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys no weigh,20181101,11/1/18,Time3_Fin,NA,NA
1123,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,2.999,27.02
1166,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,1.962,27.03
1210,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181101,11/1/18,Time3_Fin,4.432,27.07
1420,Mcapitata,Tank6,Ambient,Ambient,ATAC,Molecular,20181102,11/2/18,Time3_Fin,2.507,26.88
1424,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,4.015,26.86
1433,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,1.78,26.85
1438,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,2.428,26.89
1443,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,2.447,26.9
1444,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,4.299,26.85
1448,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,4.406,26.85
1452,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys no weigh,20181102,11/2/18,Time3_Fin,3.717,26.9
1460,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,2.131,26.88
1475,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,2.661,26.87
1489,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys no weigh,20181102,11/2/18,Time3_Fin,1.469,26.85
1532,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys no weigh,20181102,11/2/18,Time3_Fin,3.117,26.85
1533,Mcapitata,Tank8,Ambient,Ambient,ATAC,Molecular,20181102,11/2/18,Time3_Fin,2.476,27.01
1540,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,2.27,26.89
1543,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,3.579,27.03
1546,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,2.527,27.01
1555,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,2.814,27.01
1556,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,3.119,26.96
1561,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181102,11/2/18,Time3_Fin,2.003,27.02
