Well,562
A1,1.779
B1,0.209
C1,1.013
D1,0.633
E1,0.883
F1,0.765
G1,0.383
H1,0.348
A2,1.794
B2,0.21
C2,1.081
D2,0.666
E2,0.926
F2,0.811
G2,0.394
H2,0.339
A3,1.38
B3,0.096
C3,0.371
D3,0.363
E3,0.569
F3,0.289
G3,0.469
H3,0.425
A4,1.457
B4,0.104
C4,0.395
D4,0.404
E4,0.57
F4,0.301
G4,0.45
H4,0.432
A5,1.017
B5,0.074
C5,0.677
D5,1.008
E5,0.338
F5,1.215
G5,0.798
H5,0.345
A6,1.02
B6,0.077
C6,0.728
D6,1.063
E6,0.346
F6,1.293
G6,0.862
H6,0.372
A7,0.802
B7,0.551
C7,0.307
D7,0.799
E7,0.431
F7,0.572
G7,0.245
H7,1.195
A8,0.799
B8,0.581
C8,0.304
D8,0.901
E8,0.443
F8,0.626
G8,0.254
H8,1.255
A9,0.573
B9,0.424
C9,1.146
D9,0.463
E9,0.408
F9,0.507
G9,0.369
H9,1.145
A10,0.593
B10,0.447
C10,1.178
D10,0.507
E10,0.439
F10,0.495
G10,0.407
H10,1.19
A11,0.345
B11,0.467
C11,0.581
D11,0.354
E11,0.765
F11,0.364
G11,0.614
H11,0.238
A12,0.366
B12,0.483
C12,0.584
D12,0.368
E12,0.837
F12,0.416
G12,0.677
H12,0.254
