Well,Plug_ID
A1,StandardA
A2,StandardA
A3,StandardB
A4,StandardB
A5,StandardC
A6,StandardC
A7,StandardD
A8,StandardD
A9,StandardE
A10,StandardE
A11,StandardF
A12,StandardF
B1,StandardG
B2,StandardG
B3,StandardH
B4,StandardH
B5,StandardI
B6,StandardI
B7,1338
B8,1338
B9,2728
B10,2728
B11,1258
B12,1258
C1,1228
C2,1228
C3,1240
C4,1240
C5,2062
C6,2062
C7,1297
C8,1297
C9,2203
C10,2203
C11,2014
C12,2014
D1,1484
D2,1484
D3,1756
D4,1756
D5,1622
D6,1622
D7,1811
D8,1811
D9,1495
D10,1495
D11,1748
D12,1748
E1,1772
E2,1772
E3,1414
E4,1414
E5,1587
E6,1587
E7,2376
E8,2376
E9,1294
E10,1294
E11,1344
E12,1344
F1,1690
F2,1690
F3,1695
F4,1695
F5,1181
F6,1181
F7,1281
F8,1281
F9,1412
F10,1412
F11,1243
F12,1243
G1,1625
G2,1625
G3,1217
G4,1217
G5,2996
G6,2996
G7,1483
G8,1483
G9,2023
G10,2023
G11,1411
G12,1411
H1,1127
H2,1127
H3,1723
H4,1723
H5,1639
H6,1639
H7,1439
H8,1439
H9,1731
H10,1731
H11,2189
H12,2189
