Well,Plug_ID
A1,StandardA
A2,StandardA
A3,StandardB
A4,StandardB
A5,StandardC
A6,StandardC
A7,StandardD
A8,StandardD
A9,StandardE
A10,StandardE
A11,StandardF
A12,StandardF
B1,StandardG
B2,StandardG
B3,StandardH
B4,StandardH
B5,StandardI
B6,StandardI
B7,2416
B8,2416
B9,1708
B10,1708
B11,1824
B12,1824
C1,1691
C2,1691
C3,1448
C4,1448
C5,1326
C6,1326
C7,1443
C8,1443
C9,1318
C10,1318
C11,1324
C12,1324
D1,2751
D2,2751
D3,2532
D4,2532
D5,2193
D6,2193
D7,1241
D8,1241
D9,1649
D10,1649
D11,1553
D12,1553
E1,1456
E2,1456
E3,1080
E4,1080
E5,2010
E6,2010
E7,1629
E8,1629
E9,1111
E10,1111
E11,2882
E12,2882
F1,1170
F2,1170
F3,1574
F4,1574
F5,2867
F6,2867
F7,1586
F8,1586
F9,1825
F10,1825
F11,1222
F12,1222
G1,1054
G2,1054
G3,1446
G4,1446
G5,1085
G6,1085
G7,1437
G8,1437
G9,1118
G10,1118
G11,NA
G12,NA
H1,1185
H2,1185
H3,2208
H4,2208
H5,2393
H6,2393
H7,1188
H8,1188
H9,1606
H10,1606
H11,NA
H12,NA
