Well,562
A1,1.99
B1,0.225
C1,0.428
D1,0.92
E1,0.794
F1,0.929
G1,0.6
H1,0.949
A2,1.904
B2,0.219
C2,0.418
D2,0.912
E2,0.823
F2,0.913
G2,0.58
H2,0.951
A3,1.506
B3,0.096
C3,0.566
D3,0.392
E3,0.381
F3,1.132
G3,1.07
H3,0.798
A4,1.51
B4,0.094
C4,0.596
D4,0.424
E4,0.398
F4,1.225
G4,1.115
H4,0.813
A5,1.115
B5,0.076
C5,0.827
D5,0.598
E5,0.83
F5,0.523
G5,0.518
H5,0.42
A6,1.088
B6,0.078
C6,0.876
D6,0.61
E6,0.932
F6,0.543
G6,0.555
H6,0.427
A7,0.85
B7,0.497
C7,0.391
D7,1.696
E7,1.201
F7,0.375
G7,1.213
H7,0.822
A8,0.854
B8,0.517
C8,0.414
D8,1.84
E8,1.236
F8,0.397
G8,1.275
H8,0.804
A9,0.627
B9,0.369
C9,0.591
D9,0.76
E9,1.043
F9,0.672
G9,0.324
H9,0.484
A10,0.609
B10,0.391
C10,0.608
D10,0.808
E10,1.089
F10,0.69
G10,0.34
H10,0.493
A11,0.367
B11,0.766
C11,0.693
D11,1.062
E11,0.403
F11,0.878
G11,0.28
H11,0.751
A12,0.374
B12,0.761
C12,0.756
D12,1.067
E12,0.422
F12,0.93
G12,0.302
H12,0.785
