sample,mass,salinity,Sample.ID,Type
20180929_Tank9,59.91,33.99,Tank9,Tank
20180929_Tank8,59.93,34.01,Tank8,Tank
20180929_Tank1,59.46,33.99,Tank1,Tank
20180929_Tank3,59.8,34,Tank3,Tank
20180929_Tank7,59.05,33.95,Tank7,Tank
20180929_Tank5,59.21,33.97,Tank5,Tank
20180929_Tank2,59.31,33.99,Tank2,Tank
20180929_Tank6,59.11,33.94,Tank6,Tank
20180929_Tank4,59.74,33.94,Tank4,Tank
