sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
57	HP11	1.5160863130014801	1.0216561501908545	0.011334423930824958	1.0216561501908545	0.011334423930824958	0.0	0.0	0.0	0.0	1.0	0.00046739892498247256	0	0	0	0.0502453844356158	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
50	HP04	1.4786499679502982	1.0309895961737587	0.011809082392386963	1.0309895961737587	0.011809082392386963	0.0	0.0	0.0	0.0	1.0	0.00036980425028351657	0	0	0	0.05460776095853261	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
58	HP12	1.4408564132783344	1.0270280887841288	0.012728344136711844	1.0270280887841288	0.012728344136711844	0.0	0.0	0.0	0.0	1.0	0.0014535454724022786	0	0	0.005578471813003339	0.05071695148300923	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
51	HP05	1.473428672316384	1.0276600753295668	0.012005649717514125	1.0276600753295668	0.012005649717514125	0.0	0.0	0.0	0.0	1.0	0.0011475988700564972	0	0	0.005532015065913374	0.05567325800376648	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
47	HP01	1.434759602664935	1.023570724198475	0.012482863121437333	1.0207085648315175	0.012434759602664935	0.002862159366957693	4.81035187723982e-05	0.0	0.0	1.0	0.0001924140750895928	0	0	0.008057339394376698	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
54	HP08	1.3795260850288191	1.017611705010099	0.012217350608404355	1.0159121138972362	0.012168087097886596	0.0016995911128627026	4.9263510517759495e-05	0.0	0.0	1.0	0.00022168579732991772	0	0	0.007980688703877038	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
56	HP10	1.3891018205658379	1.028039739775077	0.014120732260830098	1.0265520197690252	0.014095516667507186	0.0014877200060517423	2.5215593322910888e-05	0.0	0.0	1.0	0.000226940339906198	0	0	0.007136012910383781	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
49	HP03	1.3805221615057681	1.0285124468731026	0.013333333333333334	1.0271281117182756	0.013309046751669702	0.001384335154826958	2.4286581663630843e-05	0.0	0.0	1.0	0.0002185792349726776	0	0	0.006557377049180328	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
60	HP14	1.5502069162346002	1.075441183465728	0.022927270132711793	1.0743471436046235	0.022832136231746184	0.0010940398611045045	9.51339009656091e-05	0.0	0.0	1.0	0.0017124102173809636	0	0	0.02625695666650811	0.01959758359891547	0	0	0	0	0	coral_field	NoData	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	NoData	NoData
53	HP07	1.6165490320677212	1.0992215691169462	0.020198352359122165	1.0974513764382816	0.02003948891360098	0.0015886344552118558	0.00013616866758958763	0.00018155822345278352	2.269477793159794e-05	1.0	0.0009758754510587114	0	0	0.04691010598461294	0.02185507114812882	0	0	0	0	0	coral_field	NoData	NoData	NoData	NoData	NoData	NoData	999.00000000	999.00000000	NoData	NoData
59	HP13	1.474459651484556	1.0634956248597711	0.016640490614015405	1.0587091466606835	0.016416124448433177	0.004786478199087577	0.0002243661655822302	0.0	0.0	1.0	0.0008226759404681774	0	0	0.13117941814374395	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
52	HP06	1.5540751840510783	1.0706886442113492	0.0162877060394814	1.0642712880317935	0.016027102742849696	0.0064173561795556715	0.00026060329663170237	0.0	0.0	1.0	0.0007492344778161444	0	0	0.13929246204964493	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
48	HP02	1.3384684303526542	1.0281476319653569	0.012244593215698962	1.0281476319653569	0.012244593215698962	0.0	0.0	0.0	0.0	1.0	9.954953833901595e-05	0	0	0.005002364301535551	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
55	HP09	1.462934255000127	1.0202546443365779	0.01283387125466975	1.0202546443365779	0.01283387125466975	0.0	0.0	0.0	0.0	1.0	0.00010165442577956238	0	0	0	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
