"Plot Title: Tank8"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444038, SEN S/N: 20444038, LBL: Tank 8)","Coupler Detached (LGR S/N: 20444038)","Coupler Attached (LGR S/N: 20444038)","Host Connected (LGR S/N: 20444038)","End Of File (LGR S/N: 20444038)"
170,12/20/18 03:10:00 PM,23.857,,,,
171,12/20/18 03:20:00 PM,23.833,,,,
172,12/20/18 03:30:00 PM,23.809,,,,
173,12/20/18 03:40:00 PM,23.785,,,,
174,12/20/18 03:50:00 PM,23.761,,,,
175,12/20/18 04:00:00 PM,23.737,,,,
176,12/20/18 04:10:00 PM,23.713,,,,
177,12/20/18 04:20:00 PM,23.689,,,,
178,12/20/18 04:30:00 PM,23.689,,,,
179,12/20/18 04:40:00 PM,23.641,,,,
180,12/20/18 04:50:00 PM,23.641,,,,
181,12/20/18 05:00:00 PM,23.617,,,,
182,12/20/18 05:10:00 PM,23.569,,,,
183,12/20/18 05:20:00 PM,23.521,,,,
184,12/20/18 05:30:00 PM,23.497,,,,
185,12/20/18 05:40:00 PM,23.472,,,,
186,12/20/18 05:50:00 PM,23.448,,,,
187,12/20/18 06:00:00 PM,23.424,,,,
188,12/20/18 06:10:00 PM,23.400,,,,
189,12/20/18 06:20:00 PM,23.376,,,,
190,12/20/18 06:30:00 PM,23.352,,,,
191,12/20/18 06:40:00 PM,23.304,,,,
192,12/20/18 06:50:00 PM,23.280,,,,
193,12/20/18 07:00:00 PM,23.256,,,,
194,12/20/18 07:10:00 PM,23.232,,,,
195,12/20/18 07:20:00 PM,23.208,,,,
196,12/20/18 07:30:00 PM,23.184,,,,
197,12/20/18 07:40:00 PM,23.160,,,,
198,12/20/18 07:50:00 PM,23.136,,,,
199,12/20/18 08:00:00 PM,23.112,,,,
200,12/20/18 08:10:00 PM,23.112,,,,
201,12/20/18 08:20:00 PM,23.088,,,,
202,12/20/18 08:30:00 PM,23.064,,,,
203,12/20/18 08:40:00 PM,23.064,,,,
204,12/20/18 08:50:00 PM,23.040,,,,
205,12/20/18 09:00:00 PM,23.016,,,,
206,12/20/18 09:10:00 PM,22.992,,,,
207,12/20/18 09:20:00 PM,22.992,,,,
208,12/20/18 09:30:00 PM,22.968,,,,
209,12/20/18 09:40:00 PM,22.944,,,,
210,12/20/18 09:50:00 PM,22.944,,,,
211,12/20/18 10:00:00 PM,22.920,,,,
212,12/20/18 10:10:00 PM,22.896,,,,
213,12/20/18 10:20:00 PM,22.872,,,,
214,12/20/18 10:30:00 PM,22.848,,,,
215,12/20/18 10:40:00 PM,22.824,,,,
216,12/20/18 10:50:00 PM,22.800,,,,
217,12/20/18 11:00:00 PM,22.800,,,,
218,12/20/18 11:10:00 PM,22.776,,,,
219,12/20/18 11:20:00 PM,22.753,,,,
220,12/20/18 11:30:00 PM,22.729,,,,
221,12/20/18 11:40:00 PM,22.705,,,,
222,12/20/18 11:50:00 PM,22.681,,,,
223,12/21/18 12:00:00 AM,22.681,,,,
224,12/21/18 12:10:00 AM,22.657,,,,
225,12/21/18 12:20:00 AM,22.657,,,,
226,12/21/18 12:30:00 AM,22.657,,,,
227,12/21/18 12:40:00 AM,22.633,,,,
228,12/21/18 12:50:00 AM,22.633,,,,
229,12/21/18 01:00:00 AM,22.633,,,,
230,12/21/18 01:10:00 AM,22.633,,,,
231,12/21/18 01:20:00 AM,22.633,,,,
232,12/21/18 01:30:00 AM,22.633,,,,
233,12/21/18 01:40:00 AM,22.633,,,,
234,12/21/18 01:50:00 AM,22.657,,,,
235,12/21/18 02:00:00 AM,22.657,,,,
236,12/21/18 02:10:00 AM,22.657,,,,
237,12/21/18 02:20:00 AM,22.681,,,,
238,12/21/18 02:30:00 AM,22.681,,,,
239,12/21/18 02:40:00 AM,22.681,,,,
240,12/21/18 02:50:00 AM,22.681,,,,
241,12/21/18 03:00:00 AM,22.681,,,,
242,12/21/18 03:10:00 AM,22.681,,,,
243,12/21/18 03:20:00 AM,22.681,,,,
244,12/21/18 03:30:00 AM,22.681,,,,
245,12/21/18 03:40:00 AM,22.681,,,,
246,12/21/18 03:50:00 AM,22.681,,,,
247,12/21/18 04:00:00 AM,22.681,,,,
248,12/21/18 04:10:00 AM,22.681,,,,
249,12/21/18 04:20:00 AM,22.681,,,,
250,12/21/18 04:30:00 AM,22.681,,,,
251,12/21/18 04:40:00 AM,22.681,,,,
252,12/21/18 04:50:00 AM,22.681,,,,
253,12/21/18 05:00:00 AM,22.681,,,,
254,12/21/18 05:10:00 AM,22.681,,,,
255,12/21/18 05:20:00 AM,22.681,,,,
256,12/21/18 05:30:00 AM,22.681,,,,
257,12/21/18 05:40:00 AM,22.681,,,,
258,12/21/18 05:50:00 AM,22.681,,,,
259,12/21/18 06:00:00 AM,22.681,,,,
260,12/21/18 06:10:00 AM,22.681,,,,
261,12/21/18 06:20:00 AM,22.681,,,,
262,12/21/18 06:30:00 AM,22.681,,,,
263,12/21/18 06:40:00 AM,22.681,,,,
264,12/21/18 06:50:00 AM,22.681,,,,
265,12/21/18 07:00:00 AM,22.681,,,,
266,12/21/18 07:10:00 AM,22.681,,,,
267,12/21/18 07:20:00 AM,22.657,,,,
268,12/21/18 07:30:00 AM,22.681,,,,
269,12/21/18 07:40:00 AM,22.681,,,,
270,12/21/18 07:50:00 AM,22.681,,,,
271,12/21/18 08:00:00 AM,22.681,,,,
272,12/21/18 08:10:00 AM,22.705,,,,
273,12/21/18 08:20:00 AM,22.729,,,,
274,12/21/18 08:30:00 AM,22.776,,,,
275,12/21/18 08:40:00 AM,22.800,,,,
276,12/21/18 08:50:00 AM,22.824,,,,
277,12/21/18 09:00:00 AM,22.872,,,,
278,12/21/18 09:10:00 AM,22.920,,,,
279,12/21/18 09:20:00 AM,22.968,,,,
280,12/21/18 09:30:00 AM,23.016,,,,
281,12/21/18 09:40:00 AM,23.040,,,,
282,12/21/18 09:50:00 AM,23.064,,,,
283,12/21/18 10:00:00 AM,23.088,,,,
284,12/21/18 10:10:00 AM,23.112,,,,
285,12/21/18 10:20:00 AM,23.160,,,,
286,12/21/18 10:30:00 AM,23.160,,,,
287,12/21/18 10:40:00 AM,23.232,,,,
288,12/21/18 10:50:00 AM,23.304,,,,
289,12/21/18 11:00:00 AM,23.328,,,,
290,12/21/18 11:10:00 AM,23.352,,,,
291,12/21/18 11:20:00 AM,23.376,,,,
292,12/21/18 11:30:00 AM,23.400,,,,
293,12/21/18 11:40:00 AM,23.424,,,,
294,12/21/18 11:50:00 AM,23.472,,,,
295,12/21/18 12:00:00 PM,23.497,,,,
296,12/21/18 12:10:00 PM,23.521,,,,
297,12/21/18 12:20:00 PM,23.545,,,,
298,12/21/18 12:30:00 PM,23.545,,,,
299,12/21/18 12:40:00 PM,23.521,,,,
300,12/21/18 12:50:00 PM,23.497,,,,
301,12/21/18 01:00:00 PM,23.497,,,,
302,12/21/18 01:10:00 PM,23.521,,,,
303,12/21/18 01:20:00 PM,23.521,,,,
304,12/21/18 01:30:00 PM,23.521,,,,
305,12/21/18 01:40:00 PM,23.545,,,,
306,12/21/18 01:50:00 PM,23.545,,,,
307,12/21/18 02:00:00 PM,23.545,,,,
308,12/21/18 02:10:00 PM,23.545,,,,
309,12/21/18 02:20:00 PM,23.545,,,,
310,12/21/18 02:30:00 PM,23.545,,,,
311,12/21/18 02:40:00 PM,23.545,,,,
312,12/21/18 02:50:00 PM,23.545,,,,
313,12/21/18 03:00:00 PM,23.545,,,,
314,12/21/18 03:10:00 PM,23.545,,,,
315,12/21/18 03:20:00 PM,23.569,,,,
316,12/21/18 03:30:00 PM,23.569,,,,
317,12/21/18 03:40:00 PM,23.569,,,,
318,12/21/18 03:50:00 PM,23.569,,,,
319,12/21/18 04:00:00 PM,23.569,,,,
320,12/21/18 04:10:00 PM,23.545,,,,
321,12/21/18 04:20:00 PM,23.545,,,,
322,12/21/18 04:30:00 PM,23.521,,,,
323,12/21/18 04:40:00 PM,23.521,,,,
324,12/21/18 04:50:00 PM,23.497,,,,
325,12/21/18 05:00:00 PM,23.497,,,,
326,12/21/18 05:10:00 PM,23.472,,,,
327,12/21/18 05:20:00 PM,23.448,,,,
328,12/21/18 05:30:00 PM,23.448,,,,
329,12/21/18 05:40:00 PM,23.424,,,,
330,12/21/18 05:50:00 PM,23.424,,,,
331,12/21/18 06:00:00 PM,23.400,,,,
332,12/21/18 06:10:00 PM,23.400,,,,
333,12/21/18 06:20:00 PM,23.376,,,,
334,12/21/18 06:30:00 PM,23.376,,,,
335,12/21/18 06:40:00 PM,23.376,,,,
336,12/21/18 06:50:00 PM,23.352,,,,
337,12/21/18 07:00:00 PM,23.352,,,,
338,12/21/18 07:10:00 PM,23.328,,,,
339,12/21/18 07:20:00 PM,23.328,,,,
340,12/21/18 07:30:00 PM,23.304,,,,
341,12/21/18 07:40:00 PM,23.304,,,,
342,12/21/18 07:50:00 PM,23.304,,,,
343,12/21/18 08:00:00 PM,23.304,,,,
344,12/21/18 08:10:00 PM,23.280,,,,
345,12/21/18 08:20:00 PM,23.280,,,,
346,12/21/18 08:30:00 PM,23.280,,,,
347,12/21/18 08:40:00 PM,23.280,,,,
348,12/21/18 08:50:00 PM,23.256,,,,
349,12/21/18 09:00:00 PM,23.256,,,,
350,12/21/18 09:10:00 PM,23.256,,,,
351,12/21/18 09:20:00 PM,23.256,,,,
352,12/21/18 09:30:00 PM,23.256,,,,
353,12/21/18 09:40:00 PM,23.256,,,,
354,12/21/18 09:50:00 PM,23.232,,,,
355,12/21/18 10:00:00 PM,23.232,,,,
356,12/21/18 10:10:00 PM,23.232,,,,
357,12/21/18 10:20:00 PM,23.232,,,,
358,12/21/18 10:30:00 PM,23.208,,,,
359,12/21/18 10:40:00 PM,23.208,,,,
360,12/21/18 10:50:00 PM,23.208,,,,
361,12/21/18 11:00:00 PM,23.184,,,,
362,12/21/18 11:10:00 PM,23.184,,,,
363,12/21/18 11:20:00 PM,23.184,,,,
364,12/21/18 11:30:00 PM,23.160,,,,
365,12/21/18 11:40:00 PM,23.160,,,,
366,12/21/18 11:50:00 PM,23.160,,,,
367,12/22/18 12:00:00 AM,23.160,,,,
368,12/22/18 12:10:00 AM,23.160,,,,
369,12/22/18 12:20:00 AM,23.160,,,,
370,12/22/18 12:30:00 AM,23.160,,,,
371,12/22/18 12:40:00 AM,23.160,,,,
372,12/22/18 12:50:00 AM,23.160,,,,
373,12/22/18 01:00:00 AM,23.160,,,,
374,12/22/18 01:10:00 AM,23.136,,,,
375,12/22/18 01:20:00 AM,23.136,,,,
376,12/22/18 01:30:00 AM,23.136,,,,
377,12/22/18 01:40:00 AM,23.112,,,,
378,12/22/18 01:50:00 AM,23.112,,,,
379,12/22/18 02:00:00 AM,23.112,,,,
380,12/22/18 02:10:00 AM,23.088,,,,
381,12/22/18 02:20:00 AM,23.088,,,,
382,12/22/18 02:30:00 AM,23.088,,,,
383,12/22/18 02:40:00 AM,23.064,,,,
384,12/22/18 02:50:00 AM,23.064,,,,
385,12/22/18 03:00:00 AM,23.064,,,,
386,12/22/18 03:10:00 AM,23.064,,,,
387,12/22/18 03:20:00 AM,23.064,,,,
388,12/22/18 03:30:00 AM,23.064,,,,
389,12/22/18 03:40:00 AM,23.040,,,,
390,12/22/18 03:50:00 AM,23.040,,,,
391,12/22/18 04:00:00 AM,23.040,,,,
392,12/22/18 04:10:00 AM,23.040,,,,
393,12/22/18 04:20:00 AM,23.016,,,,
394,12/22/18 04:30:00 AM,23.016,,,,
395,12/22/18 04:40:00 AM,23.016,,,,
396,12/22/18 04:50:00 AM,22.992,,,,
397,12/22/18 05:00:00 AM,22.992,,,,
398,12/22/18 05:10:00 AM,22.992,,,,
399,12/22/18 05:20:00 AM,22.968,,,,
400,12/22/18 05:30:00 AM,22.968,,,,
401,12/22/18 05:40:00 AM,22.968,,,,
402,12/22/18 05:50:00 AM,22.968,,,,
403,12/22/18 06:00:00 AM,22.968,,,,
404,12/22/18 06:10:00 AM,22.968,,,,
405,12/22/18 06:20:00 AM,22.968,,,,
406,12/22/18 06:30:00 AM,22.968,,,,
407,12/22/18 06:40:00 AM,22.968,,,,
408,12/22/18 06:50:00 AM,22.968,,,,
409,12/22/18 07:00:00 AM,22.968,,,,
410,12/22/18 07:10:00 AM,22.968,,,,
411,12/22/18 07:20:00 AM,22.968,,,,
412,12/22/18 07:30:00 AM,22.968,,,,
413,12/22/18 07:40:00 AM,22.968,,,,
414,12/22/18 07:50:00 AM,22.992,,,,
415,12/22/18 08:00:00 AM,22.992,,,,
416,12/22/18 08:10:00 AM,22.992,,,,
417,12/22/18 08:20:00 AM,22.992,,,,
418,12/22/18 08:30:00 AM,22.992,,,,
419,12/22/18 08:40:00 AM,22.992,,,,
420,12/22/18 08:50:00 AM,23.016,,,,
421,12/22/18 09:00:00 AM,23.016,,,,
422,12/22/18 09:10:00 AM,23.016,,,,
423,12/22/18 09:20:00 AM,23.040,,,,
424,12/22/18 09:30:00 AM,23.064,,,,
425,12/22/18 09:40:00 AM,23.064,,,,
426,12/22/18 09:50:00 AM,23.088,,,,
427,12/22/18 10:00:00 AM,23.112,,,,
428,12/22/18 10:10:00 AM,23.160,,,,
429,12/22/18 10:20:00 AM,23.208,,,,
430,12/22/18 10:30:00 AM,23.280,,,,
431,12/22/18 10:40:00 AM,23.328,,,,
432,12/22/18 10:50:00 AM,23.400,,,,
433,12/22/18 11:00:00 AM,23.497,,,,
434,12/22/18 11:10:00 AM,23.569,,,,
435,12/22/18 11:20:00 AM,23.665,,,,
436,12/22/18 11:30:00 AM,23.761,,,,
437,12/22/18 11:40:00 AM,23.833,,,,
438,12/22/18 11:50:00 AM,23.905,,,,
439,12/22/18 12:00:00 PM,23.954,,,,
440,12/22/18 12:10:00 PM,23.978,,,,
441,12/22/18 12:20:00 PM,24.050,,,,
442,12/22/18 12:30:00 PM,24.074,,,,
443,12/22/18 12:40:00 PM,24.098,,,,
444,12/22/18 12:50:00 PM,24.146,,,,
445,12/22/18 01:00:00 PM,24.219,,,,
446,12/22/18 01:10:00 PM,24.267,,,,
447,12/22/18 01:20:00 PM,24.267,,,,
448,12/22/18 01:30:00 PM,24.267,,,,
449,12/22/18 01:40:00 PM,24.267,,,,
450,12/22/18 01:50:00 PM,24.291,,,,
451,12/22/18 02:00:00 PM,24.339,,,,
452,12/22/18 02:10:00 PM,24.388,,,,
453,12/22/18 02:20:00 PM,24.412,,,,
454,12/22/18 02:30:00 PM,24.412,,,,
455,12/22/18 02:40:00 PM,24.412,,,,
456,12/22/18 02:50:00 PM,24.363,,,,
457,12/22/18 03:00:00 PM,24.339,,,,
458,12/22/18 03:10:00 PM,24.339,,,,
459,12/22/18 03:20:00 PM,24.315,,,,
460,12/22/18 03:30:00 PM,24.315,,,,
461,12/22/18 03:40:00 PM,24.291,,,,
462,12/22/18 03:50:00 PM,24.291,,,,
463,12/22/18 04:00:00 PM,24.291,,,,
464,12/22/18 04:10:00 PM,24.267,,,,
465,12/22/18 04:20:00 PM,24.243,,,,
466,12/22/18 04:30:00 PM,24.243,,,,
467,12/22/18 04:40:00 PM,24.219,,,,
468,12/22/18 04:50:00 PM,24.195,,,,
469,12/22/18 05:00:00 PM,24.171,,,,
470,12/22/18 05:10:00 PM,24.146,,,,
471,12/22/18 05:20:00 PM,24.122,,,,
472,12/22/18 05:30:00 PM,24.122,,,,
473,12/22/18 05:40:00 PM,24.098,,,,
474,12/22/18 05:50:00 PM,24.074,,,,
475,12/22/18 06:00:00 PM,24.050,,,,
476,12/22/18 06:10:00 PM,24.026,,,,
477,12/22/18 06:20:00 PM,24.002,,,,
478,12/22/18 06:30:00 PM,23.978,,,,
479,12/22/18 06:40:00 PM,23.954,,,,
480,12/22/18 06:50:00 PM,23.905,,,,
481,12/22/18 07:00:00 PM,23.881,,,,
482,12/22/18 07:10:00 PM,23.857,,,,
483,12/22/18 07:20:00 PM,23.833,,,,
484,12/22/18 07:30:00 PM,23.833,,,,
485,12/22/18 07:40:00 PM,23.785,,,,
486,12/22/18 07:50:00 PM,23.761,,,,
487,12/22/18 08:00:00 PM,23.737,,,,
488,12/22/18 08:10:00 PM,23.713,,,,
489,12/22/18 08:20:00 PM,23.689,,,,
490,12/22/18 08:30:00 PM,23.689,,,,
491,12/22/18 08:40:00 PM,23.665,,,,
492,12/22/18 08:50:00 PM,23.641,,,,
493,12/22/18 09:00:00 PM,23.641,,,,
494,12/22/18 09:10:00 PM,23.617,,,,
495,12/22/18 09:20:00 PM,23.617,,,,
496,12/22/18 09:30:00 PM,23.617,,,,
497,12/22/18 09:40:00 PM,23.593,,,,
498,12/22/18 09:50:00 PM,23.593,,,,
499,12/22/18 10:00:00 PM,23.569,,,,
500,12/22/18 10:10:00 PM,23.569,,,,
501,12/22/18 10:20:00 PM,23.569,,,,
502,12/22/18 10:30:00 PM,23.545,,,,
503,12/22/18 10:40:00 PM,23.521,,,,
504,12/22/18 10:50:00 PM,23.497,,,,
505,12/22/18 11:00:00 PM,23.472,,,,
506,12/22/18 11:10:00 PM,23.497,,,,
507,12/22/18 11:20:00 PM,23.497,,,,
508,12/22/18 11:30:00 PM,23.497,,,,
509,12/22/18 11:40:00 PM,23.497,,,,
510,12/22/18 11:50:00 PM,23.497,,,,
511,12/23/18 12:00:00 AM,23.472,,,,
512,12/23/18 12:10:00 AM,23.472,,,,
513,12/23/18 12:20:00 AM,23.472,,,,
514,12/23/18 12:30:00 AM,23.472,,,,
515,12/23/18 12:40:00 AM,23.472,,,,
516,12/23/18 12:50:00 AM,23.472,,,,
517,12/23/18 01:00:00 AM,23.472,,,,
518,12/23/18 01:10:00 AM,23.472,,,,
519,12/23/18 01:20:00 AM,23.472,,,,
520,12/23/18 01:30:00 AM,23.472,,,,
521,12/23/18 01:40:00 AM,23.472,,,,
522,12/23/18 01:50:00 AM,23.472,,,,
523,12/23/18 02:00:00 AM,23.472,,,,
524,12/23/18 02:10:00 AM,23.472,,,,
525,12/23/18 02:20:00 AM,23.472,,,,
526,12/23/18 02:30:00 AM,23.448,,,,
527,12/23/18 02:40:00 AM,23.448,,,,
528,12/23/18 02:50:00 AM,23.448,,,,
529,12/23/18 03:00:00 AM,23.448,,,,
530,12/23/18 03:10:00 AM,23.448,,,,
531,12/23/18 03:20:00 AM,23.448,,,,
532,12/23/18 03:30:00 AM,23.424,,,,
533,12/23/18 03:40:00 AM,23.448,,,,
534,12/23/18 03:50:00 AM,23.448,,,,
535,12/23/18 04:00:00 AM,23.448,,,,
536,12/23/18 04:10:00 AM,23.448,,,,
537,12/23/18 04:20:00 AM,23.448,,,,
538,12/23/18 04:30:00 AM,23.448,,,,
539,12/23/18 04:40:00 AM,23.448,,,,
540,12/23/18 04:50:00 AM,23.448,,,,
541,12/23/18 05:00:00 AM,23.448,,,,
542,12/23/18 05:10:00 AM,23.448,,,,
543,12/23/18 05:20:00 AM,23.448,,,,
544,12/23/18 05:30:00 AM,23.448,,,,
545,12/23/18 05:40:00 AM,23.424,,,,
546,12/23/18 05:50:00 AM,23.424,,,,
547,12/23/18 06:00:00 AM,23.424,,,,
