Plug_ID,uae.mmol.L,vol_mL,Species,Tank,Timepoint,Temperature,Treatment,CO2,prot_ug,surface.area.cm2,cre.umol.L,cre.umol,cre.umol.mgprot,cre.umol.cm2
3002,0.030751889221139715,26.5,Mcapitata,12,16 week,Ambient,ATHC,High,7561.777924943907,16.0738263336138,67.31588550507483,1.783870965884483,0.23590628865204546,0.11097985811592528
2044,0.03322618642744497,25,Mcapitata,12,8 week,Ambient,ATHC,High,11192.0297248827,15.2057298300132,72.73212208967705,1.8183030522419263,0.16246410141311374,0.11958012358294991
2153,0.028984534073778823,30,Mcapitata,4,Day 1,High,HTAC,Ambient,9633.539254678031,16.3199361671088,63.447145087501845,1.9034143526250553,0.19758204148083588,0.11663123759400461
1066,0.04418378834108254,24,Mcapitata,1,Day 1,Ambient,ATAC,Ambient,11814.082830251486,29.4129793090433,96.71831267862967,2.3212395042871123,0.1964807203097712,0.07891888407147606
2011,0.030398418191667543,41.5,Mcapitata,10,12 week,High,HTHC,High,14217.015802010521,24.4460353966895,66.54213742156026,2.761498702994751,0.19423898386637717,0.11296304935272715
2869,0.03746783878111114,32.5,Mcapitata,12,8 week,Ambient,ATHC,High,12564.522147019072,16.1275230245582,82.01709909185227,2.665555720485199,0.2121493909036247,0.16527992032168992
2863,0.03499354157480587,42.5,Mcapitata,12,4 week,Ambient,ATHC,High,14582.981176853014,13.75144445027,76.60086250725006,3.2555366565581276,0.2232421901308843,0.236741432387796
1597,0.028631063044306647,25,Mcapitata,9,8 week,High,HTAC,Ambient,8055.4631210373545,13.6216774471544,62.67339700398725,1.5668349250996814,0.19450587775739328,0.11502510841107876
2529,0.035347012604278055,32.5,Mcapitata,11,Day 2,Ambient,ATHC,High,11670.325527501758,17.7697468226067,77.37461059076466,2.5146748441998517,0.21547598122039385,0.14151438786965037
1725,0.033579657456917156,31,Mcapitata,9,8 week,High,HTAC,Ambient,9477.018666301024,18.892902608193,73.50587017319165,2.2786819753689413,0.2404429130726123,0.1206104759350625
1210,0.025449823779057017,60,Mcapitata,1,12 week,Ambient,ATAC,Ambient,12300.598999762718,21.0720933156852,55.70966425235581,3.342579855141348,0.2717412261960436,0.1586259041788349
2070,0.04170949113477729,22.5,Mcapitata,11,4 week,Ambient,ATHC,High,11546.18764393757,20.1592495696309,91.30207609402748,2.0542967121156184,0.17791991395482348,0.10190343172348705
1550,0.0311053602506119,42,Mcapitata,3,1 week,Ambient,ATHC,High,15243.432254702635,17.4967886436395,68.08963358858945,2.8597646107207573,0.1876063450105545,0.1634451137843715
1038,0.02898453407377882,55,Mcapitata,1,4 week,Ambient,ATAC,Ambient,20385.34910533682,27.1040215984355,63.44714508750184,3.4895929798126013,0.17118141866400693,0.12874816259790864
2198,0.0328727153979728,42.5,Mcapitata,10,6 week,High,HTHC,High,17202.28942848527,32.6124071444784,71.95837400616246,3.0582308952619046,0.1777804581172655,0.09377507406041609
1281,0.05337403510735921,42.5,Pacuta,3,2 week,Ambient,ATHC,High,26603.7351173796,32.1828336169235,116.83576285000932,4.965519921125396,0.18664747259047612,0.15429094840530924
1036,0.03746783878111114,34.5,Mcapitata,1,4 week,Ambient,ATAC,Ambient,11420.290820246046,21.5464140856937,82.01709909185227,2.8295899186689035,0.2477686394511573,0.1313253290044065
1243,0.050546266871581785,33,Mcapitata,4,2 week,High,HTAC,Ambient,13066.526674541958,19.1166388204612,110.64577818189252,3.6513106800024535,0.27944003566888587,0.19100170873628314
1189,0.03676089672216677,38.5,Mcapitata,1,1 week,Ambient,ATAC,Ambient,16028.147633838897,21.9894117859847,80.46960292482306,3.098079712605688,0.19328994113237202,0.140889612817215
1454,0.03958866495794421,23.5,Mcapitata,2,8 week,High,HTHC,High,5981.565900719855,16.592894346076,86.65958759293989,2.0365003084340874,0.340462738726828,0.12273327762830555
1737,0.028984534073778823,20.5,Mcapitata,10,8 week,High,HTHC,High,6278.341365217988,18.0158566561017,63.447145087501845,1.300666474293788,0.20716721163004617,0.0721956495947847
1264,0.03393312848638933,55,Mcapitata,5,4 week,High,HTHC,High,18357.58630969295,21.2779306309719,74.27961825670624,4.085379004118844,0.22254445302331122,0.19200076713156566
1568,0.03746783878111114,16.5,Mcapitata,9,16 week,High,HTAC,Ambient,6360.752174059485,16.2572900276737,82.01709909185227,1.3532821350155626,0.2127550481426612,0.08324155703145854
1045,0.05478791922524795,20,Pacuta,1,12 week,Ambient,ATAC,Ambient,11969.129918339928,20.3158649182187,119.93075518406776,2.3986151036813554,0.20040012265269438,0.11806610810501818
1216,0.031812302309556256,28,Mcapitata,3,2 week,Ambient,ATHC,High,11564.388469204907,12.6059150434569,69.63712975561864,1.949839633157322,0.16860724095784205,0.15467656464727536
1533,0.030044947162195364,42.5,Mcapitata,8,8 week,Ambient,ATAC,Ambient,15378.128324669948,20.3113901939733,65.76838933804565,2.79515654686694,0.18176181703353883,0.13761522575132773
1265,0.03640742569269459,53,Mcapitata,5,Day 2,High,HTHC,High,19031.60778331056,14.2660377384868,79.69585484130846,4.223880306589348,0.2219402771789679,0.29607942892189315
1309,0.024742881720112665,42,Mcapitata,4,8 week,High,HTAC,Ambient,8517.973126246881,17.8144940650603,54.16216808532663,2.2748110595837185,0.267060135770354,0.12769439599440113
1133,0.0328727153979728,27.5,Mcapitata,2,6 week,High,HTHC,High,11584.869904901518,13.3666181651687,71.95837400616246,1.9788552851694676,0.1708137684249886,0.1480445734827716
1182,0.05231362201894268,20,Mcapitata,2,Day 2,High,HTHC,High,14170.229289459467,41.1591304531232,114.51451859946552,2.2902903719893106,0.1616269098547999,0.05564477059586474
1541,0.03676089672216677,34.5,Mcapitata,3,6 week,Ambient,ATHC,High,12882.095940090807,16.2572900276737,80.46960292482306,2.776201300906396,0.21550850993637505,0.1707665481873457
2301,0.042769904223193836,66,Mcapitata,6,16 week,Ambient,ATAC,Ambient,26423.598466071697,46.076852398778,93.62332034457131,6.179139142741707,0.2338492673765012,0.1341050618923263
2172,0.033579657456917156,50,Mcapitata,5,8 week,High,HTHC,High,17183.962185495482,44.4301538764842,73.50587017319165,3.675293508659583,0.2138792828444303,0.08272070177557558
1149,0.058322629519969735,27,Pacuta,3,16 week,Ambient,ATHC,High,15474.884035026285,22.4861061772201,127.66823601921375,3.447042372518771,0.22275077245920802,0.15329654433504591
1538,0.03570048363375023,15,Mcapitata,3,8 week,Ambient,ATHC,High,7193.9569481481185,14.8924991328377,78.14835867427925,1.1722253801141886,0.16294584309625942,0.07871246925436794
1215,0.050546266871581785,18,Pacuta,3,12 week,Ambient,ATHC,High,11039.650500096957,15.6800506000218,110.64577818189252,1.9916240072740652,0.18040643653135335,0.12701642731122922
1166,0.025803294808529203,42.5,Mcapitata,1,8 week,Ambient,ATAC,Ambient,10700.792161040927,15.9753824002158,56.483412335870426,2.4005450242744932,0.22433339402799676,0.15026526214746921
1687,0.031812302309556256,48,Mcapitata,9,Day 2,High,HTAC,Ambient,18371.94036226951,24.4684090179163,69.63712975561864,3.342582228269695,0.1819395318272621,0.13660807393820268
1333,0.03570048363375024,31,Mcapitata,4,1 week,High,HTAC,Ambient,11950.504084596609,17.6489292679819,78.14835867427927,2.422599118902657,0.20271940846622724,0.1372660676530477
1318,0.022622055543279583,47,Mcapitata,4,12 week,High,HTAC,Ambient,11420.010531615962,18.4006829412029,49.51967958423901,2.3274249404592333,0.20380234624266114,0.12648579120113265
1456,0.07069411555149602,32.5,Pacuta,6,12 week,Ambient,ATAC,Ambient,33113.160463526925,51.2630577991547,154.7494189422248,5.029356115622306,0.15188390492541415,0.09810878109001991
2303,0.02686370789694574,54,Mcapitata,6,4 week,Ambient,ATAC,Ambient,18112.956537683414,32.0306929925811,58.804656586414225,3.175451455666368,0.1753138119146891,0.09913776940142573
1077,0.09791138482085388,12.5,Pacuta,1,Day 2,Ambient,ATAC,Ambient,15734.828840660732,29.8515022850889,214.32802137284912,2.679100267160614,0.17026561231079232,0.08974758595311465
1085,0.028277592014834454,43.5,Mcapitata,2,4 week,High,HTHC,High,16027.210106122693,25.8824218794512,61.89964892047262,2.692634728040559,0.16800395765772871,0.10403333739715907
2164,0.034286599515861514,48,Mcapitata,4,4 week,High,HTAC,Ambient,15387.249615031413,16.8076811098534,75.05336634022085,3.602561584330601,0.2341264146915086,0.2143401912961462
2867,0.031458831280084074,42,Mcapitata,12,6 week,Ambient,ATHC,High,14711.866756577267,23.9001190387551,68.86338167210404,2.8922620302283697,0.19659381627659994,0.12101454497102876
2732,0.034640070545333704,35,Mcapitata,11,6 week,Ambient,ATHC,High,18365.188344457212,27.1442941166438,75.82711442373548,2.653949004830742,0.14450976244040148,0.09777189244362948
2015,0.06221081084416373,15,Pacuta,8,4 week,Ambient,ATAC,Ambient,11684.199665231981,18.6870652929062,136.1794649378744,2.042691974068116,0.1748251512807026,0.10931047449400963
1208,0.023328997602223945,67,Mcapitata,3,12 week,Ambient,ATHC,High,13514.458396270855,21.3718998401245,51.067175751268216,3.421500775334971,0.2531733551585827,0.16009343113761473
1606,0.044890730400026904,16,Pacuta,4,4 week,High,HTAC,Ambient,7981.707989981395,17.6444545437365,98.2658088456589,1.5722529415305424,0.19698201732060697,0.08910748346645077
1434,0.04983932481263742,45,Pacuta,6,16 week,Ambient,ATAC,Ambient,31660.15458995795,32.1559852714513,109.09828201486332,4.909422690668849,0.15506628929177851,0.1526752375716358
1724,0.06468510805046897,30,Mcapitata,9,1 week,High,HTAC,Ambient,12968.204801924134,26.0032394340761,141.59570152247656,4.247871045674296,0.3275604534749502,0.163359302076327
1275,0.056908745402081025,13,Pacuta,4,4 week,High,HTAC,Ambient,10762.97436963071,16.7942569371174,124.57324368515536,1.6194521679070197,0.15046511422312203,0.09642892650569307
1472,0.04524420142949909,20,Pacuta,6,16 week,Ambient,ATAC,Ambient,10087.189956032722,16.2393911306922,99.0395569291735,1.98079113858347,0.19636699092781956,0.1219744707570843
2531,0.09013502217246591,20,Pacuta,11,Day 2,Ambient,ATHC,High,26155.215365205364,36.7112545532316,197.30556353552788,3.9461112707105577,0.15087282653233752,0.10749050444431602
1461,0.03746783878111114,40,Mcapitata,6,1 week,Ambient,ATAC,Ambient,15464.02725786963,23.9090684872458,82.01709909185227,3.280683963674091,0.21214939090362467,0.13721504731245213
1075,0.09119543526088245,10,Pacuta,1,16 week,Ambient,ATAC,Ambient,13358.247852420423,23.6271608597878,199.62680778607168,1.996268077860717,0.14944086229834452,0.0844903917871174
1319,0.08200518849460578,16,Pacuta,4,1 week,High,HTAC,Ambient,17349.586913466155,28.0168653444898,179.50935761469205,2.872149721835073,0.16554571219247927,0.10251502752073408
1080,0.05089973790105397,37.5,Pacuta,1,2 week,Ambient,ATAC,Ambient,25227.884988460533,29.6859374880105,111.41952626540714,4.178232234952768,0.1656196005675438,0.14074786206904413
1052,0.027217178926417923,67.5,Mcapitata,1,12 week,Ambient,ATAC,Ambient,19855.429280531098,39.7093197976254,59.57840466992884,4.021542315220197,0.20254119205387575,0.10127452033214338
2876,0.03817478084005549,36.5,Mcapitata,12,12 week,Ambient,ATHC,High,14954.496206787599,13.3889917863955,83.56459525888147,3.0501077269491734,0.20395924307799682,0.2278071251076855
1634,0.060089984667330634,14.5,Mcapitata,7,12 week,High,HTAC,Ambient,14215.034933690431,18.8168322960218,131.53697643678674,1.907286158333408,0.1341738636050083,0.10136063968304808
1615,0.041356020105305105,17,Pacuta,4,12 week,High,HTAC,Ambient,9472.160006044585,51.1153918990577,90.52832801051288,1.5389815761787191,0.16247419545242373,0.03010798741830814
1165,0.0710475865809682,12,Pacuta,2,2 week,High,HTHC,High,9327.549837845509,16.4183801005068,155.52316702573938,1.8662780043088727,0.20008234067393077,0.11367004496693708
1224,0.0625642818736359,27.5,Pacuta,3,6 week,Ambient,ATHC,High,24735.062960233823,24.8935078212258,136.953213021389,3.7662133580881973,0.15226212943719125,0.15129299515100408
2384,0.060089984667330634,30,Pacuta,7,Day 2,High,HTAC,Ambient,22394.412858743563,24.7637408181103,131.53697643678674,3.946109293103602,0.17620954467501937,0.15935029049479152
2566,0.041002549075832936,12,Pacuta,12,12 week,Ambient,ATHC,High,6349.462388720771,25.7168570823728,89.7545799269983,1.0770549591239797,0.16962931555233204,0.041881282602850775
1092,0.024035939661168303,37.5,Mcapitata,2,4 week,High,HTHC,High,9813.310955089004,15.375769351337,52.61467191829742,1.9730501969361531,0.20105856279963952,0.12832204697221128
1422,0.08023783334724488,17.5,Pacuta,5,6 week,High,HTHC,High,22115.428664662853,33.5118267177965,175.64061719711904,3.0737108009495837,0.13898490721370976,0.09172018066437677
2389,0.03640742569269459,26,Mcapitata,8,2 week,Ambient,ATAC,Ambient,8020.002998071923,9.85843435680348,79.69585484130846,2.07209222587402,0.25836551761541343,0.21018471603901612
2382,0.05973651363785846,24.5,Pacuta,7,8 week,High,HTAC,Ambient,13907.207065672412,18.5304499443185,130.76322835327215,3.203699094655168,0.23036250769307645,0.1728883596610903
2393,0.0692802314336073,30,Pacuta,8,8 week,Ambient,ATAC,Ambient,21337.885160606187,40.1209944281988,151.65442660816637,4.549632798244991,0.2132185436373274,0.11339780738453753
1824,0.034286599515861514,25,Mcapitata,10,16 week,High,HTHC,High,7133.752759381045,7.54052719770502,75.05336634022085,1.8763341585055213,0.2630220336747864,0.2488332856987226
2992,0.037114367751638955,18,Pacuta,12,6 week,Ambient,ATHC,High,6156.51154526826,9.93002994472929,81.24335100833767,1.4623803181500779,0.23753391955774478,0.14726847011436126
2193,0.030751889221139715,20,Mcapitata,11,12 week,Ambient,ATHC,High,5806.051679205216,18.4185818381844,67.31588550507483,1.3463177101014967,0.2318817992825363,0.07309562277538567
1188,0.04276990422319382,17,Pacuta,2,Day 2,High,HTHC,High,7554.452178956687,11.6259504337222,93.62332034457128,1.5915964458577119,0.21068323793102894,0.13690032956283138
1708,0.025449823779057024,46,Mcapitata,9,Day 2,High,HTAC,Ambient,14670.176286101481,17.035892046367,55.70966425235582,2.562644555608368,0.17468396463894004,0.15042620302086654
2022,0.08660031187774411,20,Pacuta,8,1 week,Ambient,ATAC,Ambient,18187.235641752628,19.8549683209462,189.56808270038186,3.7913616540076376,0.20846277733949675,0.1909527929091633
2872,0.03464007054533369,15.5,Mcapitata,12,16 week,Ambient,ATHC,High,6069.073902992274,12.0734228582586,75.82711442373545,1.1753202735678996,0.19365726836650052,0.09734772709993701
1344,0.0710475865809682,22.5,Pacuta,4,2 week,High,HTAC,Ambient,19086.328677128946,32.2768028260761,155.52316702573938,3.499271258079136,0.18333914904610732,0.10841443240010472
2189,0.027924120985362278,14.5,Pacuta,9,4 week,High,HTAC,Ambient,3443.4048862741815,15.5681824938877,61.125900836958024,0.8863255621358914,0.2573980090662268,0.05693185845450334
2858,0.044183788341082546,17,Pacuta,12,4 week,Ambient,ATHC,High,9434.741316735553,34.0980155939392,96.71831267862969,1.6442113155367049,0.17427200813870394,0.04822014674158802
1065,0.033579657456917156,38,Mcapitata,1,6 week,Ambient,ATAC,Ambient,13080.721705002205,26.1195822644555,73.50587017319165,2.793223066581283,0.21353738192542734,0.10693980624576853
1163,0.03251924436850062,32.5,Mcapitata,2,Day 1,High,HTHC,High,10239.610936274059,18.5841466352629,71.18462592264785,2.3135003424860554,0.2259363521606497,0.12448784374614506
1811,0.06998717349255168,12.5,Pacuta,10,4 week,High,HTHC,High,11277.602614143663,26.5133579980475,153.20192277519564,1.9150240346899456,0.1698077242310562,0.0722286492277203
1686,0.031812302309556256,17.5,Pacuta,8,8 week,Ambient,ATAC,Ambient,4781.771117096477,8.46679511649533,69.63712975561864,1.2186497707233264,0.25485322088425233,0.14393282865072604
2853,0.06291775290310808,10,Pacuta,12,6 week,Ambient,ATHC,High,8125.134097583716,25.6989581853913,137.72696110490358,1.377269611049036,0.16950730837274594,0.053592429744173505
1285,0.029338005103251,44,Mcapitata,4,6 week,High,HTAC,Ambient,14613.43276850741,26.1732789553999,64.22089317101644,2.825719299524723,0.19336451224617615,0.10796199071349977
1327,0.02332899760222394,15,Pacuta,4,8 week,High,HTAC,Ambient,2406.565815963119,13.4337390288492,51.06717575126821,0.7660076362690231,0.3182990596758158,0.05702117888578956
1760,0.037114367751638955,25.5,Mcapitata,7,6 week,High,HTAC,Ambient,14250.336034539541,27.4127775713657,81.24335100833767,2.0717054507126105,0.14537941040065808,0.07557444499446242
2996,0.07422882584621782,23,Pacuta,12,2 week,Ambient,ATHC,High,20244.535954666848,40.6087393709435,162.4868997773708,3.7371986948795284,0.18460283324093754,0.0920294191046369
1411,0.04913238275369306,15,Pacuta,5,4 week,High,HTHC,High,10157.1869765178,18.5528235655453,107.5507858478341,1.6132617877175115,0.15882958455398918,0.08695505468577418
1258,0.039942135987416395,19,Pacuta,3,1 week,Ambient,ATHC,High,9300.539463885005,16.9061250432515,87.43333567645449,1.6612333778526354,0.17861688392414043,0.09826221997072937
1325,0.036407425692694596,28,Mcapitata,4,8 week,High,HTAC,Ambient,11132.972992465477,19.2777288932943,79.69585484130847,2.2314839355566374,0.20043917622604948,0.11575450344323768
2013,0.06574552113888552,14.5,Pacuta,8,12 week,Ambient,ATAC,Ambient,12946.376283661408,20.9423263125696,143.9169457730204,2.0867957137087956,0.1611876302670404,0.09964488579553357
1228,0.07528923893463436,14.5,Pacuta,2,4 week,High,HTHC,High,16225.73920920813,37.7762389236282,164.80814402791464,2.3897180884047624,0.14727945874099801,0.06325982036581325
2156,0.02262205554327959,15,Pacuta,4,8 week,High,HTAC,Ambient,2513.869410305196,11.352992254755,49.51967958423902,0.7427951937635853,0.29547883064992075,0.06542726156203257
2401,0.06362469496205245,15,Pacuta,8,6 week,Ambient,ATAC,Ambient,15183.947665312047,25.4036263851973,139.27445727193282,2.089116859078992,0.13758720097880806,0.0822369541813259
1217,0.04383031731161036,30,Pacuta,3,4 week,Ambient,ATHC,High,14173.306707612082,30.6166801310461,95.94456459511508,2.8783369378534522,0.20308153892609823,0.09401205243460556
1146,0.027570649955890106,82.5,Mcapitata,3,Day 1,Ambient,ATHC,High,38386.4236770518,34.5857605366838,60.35215275344344,4.979052602159084,0.12970868669736654,0.14396250147160974
1091,0.029338005103251005,19.5,Mcapitata,2,8 week,High,HTHC,High,6776.857768382692,18.1098258652543,64.22089317101646,1.252307416834821,0.1847917515219869,0.06915071553711132
1482,0.04630461451791562,14,Pacuta,6,12 week,Ambient,ATAC,Ambient,6275.240493733229,4.18895873792754,101.3608011797173,1.4190512165160423,0.22613495338277123,0.3387598936384149
1702,0.03711436775163895,15,Pacuta,9,8 week,High,HTAC,Ambient,6368.544683978291,18.2574917653513,81.24335100833765,1.2186502651250648,0.1913545912916168,0.06674795644371012
1104,0.029691476132723185,46,Mcapitata,1,Day 2,Ambient,ATAC,Ambient,19226.451984318926,22.5398028681645,64.99464125453105,2.989753497708428,0.15550209160519413,0.13264328508973755
1127,0.02969147613272318,27,Mcapitata,2,1 week,High,HTHC,High,9309.054421677674,13.9035850746123,64.99464125453105,1.7548553138723382,0.18851058704586227,0.12621603021487407
1175,0.02863106304430664,21,Mcapitata,3,Day 1,Ambient,ATHC,High,7390.600693383766,13.124983055919,62.67339700398723,1.316141337083732,0.17808313446861926,0.10027756466246936
1191,0.020501229366446508,15,Pacuta,2,8 week,High,HTHC,High,2423.0740612465156,17.5997073012828,44.87719108315141,0.6731578662472711,0.2778115110113369,0.03824824212833394
1625,0.034286599515861514,45,Mcapitata,6,2 week,Ambient,ATAC,Ambient,17743.703816054658,28.2987729719477,75.05336634022085,3.377401485309938,0.19034365768966655,0.11934798334393945
1084,0.08200518849460577,15,Pacuta,1,8 week,Ambient,ATAC,Ambient,17354.781920078694,47.4550674663501,179.50935761469202,2.69264036422038,0.1551526476460714,0.05674083945049079
2169,0.05266709304841487,17,Pacuta,5,6 week,High,HTHC,High,10809.878148842485,17.0895887373114,115.28826668298015,1.9599005336106627,0.18130644088902406,0.11468389109514651
1688,0.0275706499558901,21,Mcapitata,9,12 week,High,HTAC,Ambient,8326.61820095235,13.3397698196965,60.35215275344343,1.267395207822312,0.15221007823768773,0.09500877638465484
1572,0.046658085547387804,17,Pacuta,7,8 week,High,HTAC,Ambient,11015.680940042163,18.9063267809291,102.1345492632319,1.7362873374749426,0.1576196103468749,0.09183631265838184
2203,0.08377254364196668,17,Pacuta,10,2 week,High,HTHC,High,21174.855087444397,30.3347725035882,183.37809803226506,3.1174276665485063,0.14722309331868727,0.10276746483527298
1764,0.06044345569680282,23,Pacuta,10,6 week,High,HTHC,High,15764.198184753019,23.2557587474227,132.31072452030136,3.0431466639669313,0.1930416395621208,0.13085561718360128
1483,0.02509635274958484,55,Mcapitata,7,2 week,High,HTAC,Ambient,13273.046762406806,22.226572170989,54.93591616884122,3.021475389286267,0.22763992648952153,0.13593978261884285
1414,0.05089973790105397,40,Pacuta,5,4 week,High,HTHC,High,23740.160893279095,34.9750615460305,111.41952626540714,4.456781050616286,0.18773171212491707,0.12742739693969482
2062,0.05514139025472012,13,Pacuta,9,4 week,High,HTAC,Ambient,9618.40269664855,16.2214922337108,120.70450326758234,1.5691585424785703,0.16314128155866567,0.0967333041788605
2075,0.05408097716630357,13,Pacuta,11,8 week,Ambient,ATHC,High,8996.0418494645,15.1386089663328,118.38325901703851,1.5389823672215006,0.17107327788977664,0.10165943057543061
2729,0.05761568746102538,15.5,Pacuta,11,6 week,Ambient,ATHC,High,14888.328808225493,19.9131397361359,126.12073985218457,1.9548714677088608,0.13130227662817567,0.09816992667215618
1756,0.031105360250611898,17,Pacuta,6,4 week,Ambient,ATAC,Ambient,6609.630273903624,14.1586443565981,68.08963358858945,1.1575237710060207,0.1751268562745782,0.08175385593795219
1412,0.034993541574805866,15,Pacuta,5,1 week,High,HTHC,High,7771.745533066998,13.6887983108349,76.60086250725004,1.1490129376087506,0.1478448995428329,0.08393818884008895
1181,0.08483295673038321,22.5,Pacuta,1,4 week,Ambient,ATAC,Ambient,30303.6813471969,33.9816727635597,185.69934228280886,4.178235201363199,0.13787879939378014,0.12295554814016502
1338,0.04559767245897127,21,Pacuta,4,2 week,High,HTAC,Ambient,12382.694067082883,17.9621599651573,99.8133050126881,2.09607940526645,0.16927490850625893,0.11669417315803834
1253,0.022268584513807407,14.5,Pacuta,3,Day 1,Ambient,ATHC,High,3475.320827155415,11.9973525460874,48.74593150072442,0.706816006760504,0.2033815126470036,0.05891433164486045
1048,0.03393312848638934,18.5,Pacuta,1,6 week,Ambient,ATAC,Ambient,9167.769355867422,17.2462040858991,74.27961825670626,1.3741729377490657,0.14989174404454095,0.079679733053409793
1620,0.03817478084005549,16.5,Pacuta,8,Day 1,Ambient,ATAC,Ambient,9765.577763760024,18.0516544500646,83.56459525888147,1.3788158217715443,0.14119142309104515,0.07638168709608831
1695,0.021915113484335228,72.5,Mcapitata,11,4 week,Ambient,ATHC,High,21126.72718932199,33.0643542932601,47.97218341720981,3.477983297747711,0.16462480281875255,0.10518830239054962
2376,0.030751889221139722,32.5,Mcapitata,7,4 week,High,HTAC,Ambient,14549.638642347509,23.5287169263899,67.31588550507485,2.1877662789149324,0.15036567798648418,0.09298281269477662
1470,0.028631063044306643,35.5,Mcapitata,7,Day 2,High,HTAC,Ambient,15365.243772528911,24.9069319939619,62.67339700398724,2.2249055936415467,0.14480119069893269,0.08932876976501652
1294,0.03464007054533369,18,Pacuta,3,1 week,Ambient,ATHC,High,7790.827828324518,10.0239991538819,75.82711442373545,1.3648880596272381,0.17519165994979619,0.13616202861496357
1639,0.02651023686747356,29,Mcapitata,7,1 week,High,HTAC,Ambient,10477.353121687112,13.8409389351773,58.03090850289963,1.6828963465840894,0.1606222799822081,0.12158830802344926
1100,0.05514139025472012,19.5,Pacuta,1,Day 1,Ambient,ATAC,Ambient,16294.686586524973,16.3423097883356,120.70450326758234,2.3537378137178555,0.14444817954733163,0.1440272424279857
1599,0.0328727153979728,24.5,Mcapitata,6,8 week,Ambient,ATAC,Ambient,12626.442369102228,25.0814462395311,71.95837400616246,1.7629801631509803,0.13962604125649153,0.07029021158964632
2535,0.029338005103251005,31,Mcapitata,11,Day 2,Ambient,ATHC,High,12121.089285858372,13.8946356261216,64.22089317101646,1.99084768830151,0.16424659874622197,0.14328174857343948
1690,0.054787919225247936,18,Pacuta,8,2 week,Ambient,ATAC,Ambient,15011.534315282172,28.1734806930775,119.93075518406773,2.158753593313219,0.14380632572085228,0.07662360277136952
1547,0.013785279806475094,15,Pacuta,7,12 week,High,HTAC,Ambient,1242.734523483662,16.8703272492885,30.17597749637398,0.4526396624456097,0.3642287663955451,0.02683052057954001
1300,0.02969147613272318,29.5,Mcapitata,3,8 week,Ambient,ATHC,High,15398.064636732475,36.6888809320048,64.99464125453105,1.9173419170086659,0.12451837047331248,0.05225948211835787
1630,0.043123375252666005,22.5,Pacuta,6,8 week,Ambient,ATAC,Ambient,15669.12190346586,18.6244191534711,94.39706842808589,2.1239340396319326,0.13554901498099511,0.11404028346495239
2541,0.06362469496205245,30,Pacuta,11,6 week,Ambient,ATHC,High,29129.776934369358,35.154050515845,139.27445727193282,4.178233718157984,0.14343514293198073,0.11885497280817547
1174,0.05690874540208101,5,Pacuta,2,8 week,High,HTHC,High,2898.7357563124015,14.9954177904811,124.57324368515533,0.6228662184257767,0.21487512860370203,0.04153710334240665
1738,0.06397816599152462,16,Pacuta,9,8 week,High,HTAC,Ambient,19277.749962566875,32.7421741475939,140.04820535544738,2.240771285687158,0.11623614218662655,0.0684368507597051
2728,0.03251924436850062,18,Pacuta,12,2 week,Ambient,ATHC,High,8028.546560405429,14.7716815782129,71.18462592264785,1.2813232666076613,0.15959591900815437,0.08674186888089404
2014,0.04736502760633217,15,Pacuta,8,4 week,Ambient,ATAC,Ambient,9117.167523663817,16.6644899340018,103.68204543026111,1.5552306814539167,0.17058265929821734,0.0933260296362665
1214,0.0572622164315532,39,Pacuta,3,8 week,Ambient,ATHC,High,33619.487678733894,48.5513749064643,125.34699176866995,4.8885326789781285,0.14540770893633764,0.1006878319799601
1723,0.0328727153979728,25,Mcapitata,12,2 week,Ambient,ATHC,High,10958.162916701247,20.2755924000104,71.95837400616246,1.7989593501540615,0.16416614389007508,0.08872536568416807
1297,0.0240359396611683,34,Mcapitata,3,1 week,Ambient,ATHC,High,10300.602781702735,14.5658442629262,52.61467191829741,1.7888988452221122,0.17366933597320983,0.12281463490415845
1042,0.033579657456917156,27.5,Mcapitata,1,6 week,Ambient,ATAC,Ambient,9072.865247611346,18.3425115260132,73.50587017319165,2.0214114297627703,0.2227974707653634,0.11020363415860587
1180,0.050546266871581785,18,Pacuta,3,Day 2,Ambient,ATHC,High,18131.592673844116,26.8534370406952,110.64577818189252,1.9916240072740652,0.10984275033638383,0.07416644671055875
1537,0.031812302309556256,18.5,Pacuta,7,6 week,High,HTAC,Ambient,9157.589271275994,16.3691581338078,69.63712975561864,1.2882869004789448,0.14067969880674047,0.07870208656718883
1484,0.04807196966527652,41.5,Pacuta,6,4 week,Ambient,ATAC,Ambient,28284.241882835504,37.7896630963643,105.22954159729031,4.367025976287548,0.15439784436781065,0.11556138950356755
1495,0.03393312848638934,17,Pacuta,6,1 week,Ambient,ATAC,Ambient,8508.628756337008,12.4940469373228,74.27961825670626,1.2627535103640064,0.14840857986941083,0.10106841415745367
1233,0.06645246319782985,13,Pacuta,2,4 week,High,HTHC,High,15019.35027853312,29.2653134089462,145.46444194004954,1.891037745220644,0.12590676095513062,0.06461703378316007
1778,0.03251924436850062,14,Pacuta,10,6 week,High,HTHC,High,6429.317449711598,11.2769219425838,71.18462592264785,0.99658476291707,0.15500630832309797,0.0883738282477399
1311,0.04559767245897126,17.5,Pacuta,4,Day 1,High,HTAC,Ambient,13400.450842136426,21.7075041585268,99.81330501268809,1.7467328377220417,0.13034881126757383,0.08046677429915026
