colony_id,chla.ug.cm2,chlc2.ug.cm2
1036,6.189603828872758,1.3146931074646657
1038,7.397303024967969,2.2284579066437558
1065,8.195672200236007,2.3871575581830204
1066,5.669624494446686,1.5428050546628196
1086,2.2439806983544313,0.48755243529586917
1122,7.82832096412565,1.818975785487163
1133,6.261784839818906,2.226339189796763
1162,8.862103541280426,3.6268936989902656
1175,6.545118038641872,1.1993440140796827
1191,0.24091698916161167,0.08044187328924192
1234,3.5173348730314133,0.8233307172591915
1243,6.723679492217309,1.4012733743564618
1300,7.752987794553065,2.7202848795773162
1311,1.8878603455327434,0.5801811673403572
1353,9.271206221655026,2.5494441792870135
1409,4.751412663923866,1.1943166959046847
1410,2.914989884003415,3.264707145319445
1411,2.061842308810753,0.6976100937184201
1413,5.666894641879151,1.7384556103558677
1426,5.824499218145408,1.8159756315434512
1461,4.299938924906992,0.9451047979773788
1482,3.605405252353595,1.080562038851682
1483,6.75536408284976,1.9558630775309842
1533,5.87721573703317,1.5533008839457498
1534,6.854322911842732,1.5198471652265255
1541,10.498504364361263,4.921512883916733
1620,2.2537604750169358,0.7213894522776972
1625,5.875492236191019,1.6847141221640087
1636,2.261410136009455,0.6496215959056217
1650,8.726578004355513,2.445777691175714
1756,0.6872126846992737,0.18007840522544355
1760,4.185406807371851,1.4330852022615306
1761,8.025276245334746,2.438048145878605
2044,11.928857629927547,3.3645983137371753
2070,9.496420487042142,2.739159110688003
2279,5.453646131364183,1.5902334916028715
2297,4.618804314188474,1.3019369612221516
2376,5.480661472805582,1.4072846016630496
2389,7.853547399584587,2.6054753325532154
2394,2.8941780928205127,0.9203365871763003
2407,6.147802244019943,1.6217650935011902
2525,6.739169589105712,1.398865929229532
2540,0.3776665329919635,0.10423518910546442
2552,10.195535732710994,2.641044786876212
2566,0.6349181497089051,0.20563540155540583
2741,5.122603724410642,1.3215781834040237
2989,7.475501689676652,2.0744693992717784
