Plug_ID,Species,Treatment,Temperature,CO2,Timepoint,partner,AFDW.mg.cm2,AFDW.mg.cells
1634,Montipora capitata,HTAC,High,Ambient,12 week,Sym,1.8301433237134603,8.708691715708497e-6
1634,Montipora capitata,HTAC,High,Ambient,12 week,Sym,1.8301433237134603,8.708691715708497e-6
1634,Montipora capitata,HTAC,High,Ambient,12 week,Sym,1.8301433237134603,8.708691715708497e-6
1634,Montipora capitata,HTAC,High,Ambient,12 week,Sym,1.8301433237134603,8.708691715708497e-6
1634,Montipora capitata,HTAC,High,Ambient,12 week,Sym,1.8301433237134603,8.708691715708497e-6
1634,Montipora capitata,HTAC,High,Ambient,12 week,Sym,1.8301433237134603,8.708691715708497e-6
1411,Pocillopora acuta,HTHC,High,High,4 week,Host,1.4876441800080717,4.49796287913084e-6
1411,Pocillopora acuta,HTHC,High,High,4 week,Host,1.4876441800080717,4.49796287913084e-6
1411,Pocillopora acuta,HTHC,High,High,4 week,Host,1.4876441800080717,4.49796287913084e-6
1411,Pocillopora acuta,HTHC,High,High,4 week,Host,1.4876441800080717,4.49796287913084e-6
1411,Pocillopora acuta,HTHC,High,High,4 week,Host,1.4876441800080717,4.49796287913084e-6
1411,Pocillopora acuta,HTHC,High,High,4 week,Host,1.4876441800080717,4.49796287913084e-6
1492,Pocillopora acuta,ATHC,Ambient,High,16 week,Sym,0.566174376745579,2.200090538705278e-6
1492,Pocillopora acuta,ATHC,Ambient,High,16 week,Sym,0.566174376745579,2.200090538705278e-6
1492,Pocillopora acuta,ATHC,Ambient,High,16 week,Sym,0.566174376745579,2.200090538705278e-6
1492,Pocillopora acuta,ATHC,Ambient,High,16 week,Sym,0.566174376745579,2.200090538705278e-6
1492,Pocillopora acuta,ATHC,Ambient,High,16 week,Sym,0.566174376745579,2.200090538705278e-6
1492,Pocillopora acuta,ATHC,Ambient,High,16 week,Sym,0.566174376745579,2.200090538705278e-6
1764,Pocillopora acuta,HTHC,High,High,6 week,Host,1.8395443668222888,4.546853779990903e-6
1764,Pocillopora acuta,HTHC,High,High,6 week,Host,1.8395443668222888,4.546853779990903e-6
1764,Pocillopora acuta,HTHC,High,High,6 week,Host,1.8395443668222888,4.546853779990903e-6
1764,Pocillopora acuta,HTHC,High,High,6 week,Host,1.8395443668222888,4.546853779990903e-6
1764,Pocillopora acuta,HTHC,High,High,6 week,Host,1.8395443668222888,4.546853779990903e-6
1764,Pocillopora acuta,HTHC,High,High,6 week,Host,1.8395443668222888,4.546853779990903e-6
1247,Pocillopora acuta,ATHC,Ambient,High,12 week,Host,1.6963570537003243,3.263467632412817e-6
1247,Pocillopora acuta,ATHC,Ambient,High,12 week,Host,1.6963570537003243,3.263467632412817e-6
1247,Pocillopora acuta,ATHC,Ambient,High,12 week,Host,1.6963570537003243,3.263467632412817e-6
1247,Pocillopora acuta,ATHC,Ambient,High,12 week,Host,1.6963570537003243,3.263467632412817e-6
1247,Pocillopora acuta,ATHC,Ambient,High,12 week,Host,1.6963570537003243,3.263467632412817e-6
1247,Pocillopora acuta,ATHC,Ambient,High,12 week,Host,1.6963570537003243,3.263467632412817e-6
2003,Montipora capitata,HTAC,High,Ambient,6 week,Sym,1.0550417245952908,5.041874151199685e-6
2003,Montipora capitata,HTAC,High,Ambient,6 week,Sym,1.0550417245952908,5.041874151199685e-6
2003,Montipora capitata,HTAC,High,Ambient,6 week,Sym,1.0550417245952908,5.041874151199685e-6
2003,Montipora capitata,HTAC,High,Ambient,6 week,Sym,1.0550417245952908,5.041874151199685e-6
2003,Montipora capitata,HTAC,High,Ambient,6 week,Sym,1.0550417245952908,5.041874151199685e-6
2003,Montipora capitata,HTAC,High,Ambient,6 week,Sym,1.0550417245952908,5.041874151199685e-6
1130,Pocillopora acuta,HTHC,High,High,6 week,Sym,0.4570079305676065,1.65006790402889e-6
1130,Pocillopora acuta,HTHC,High,High,6 week,Sym,0.4570079305676065,1.65006790402889e-6
1130,Pocillopora acuta,HTHC,High,High,6 week,Sym,0.4570079305676065,1.65006790402889e-6
1130,Pocillopora acuta,HTHC,High,High,6 week,Sym,0.4570079305676065,1.65006790402889e-6
1130,Pocillopora acuta,HTHC,High,High,6 week,Sym,0.4570079305676065,1.65006790402889e-6
1130,Pocillopora acuta,HTHC,High,High,6 week,Sym,0.4570079305676065,1.65006790402889e-6
2744,Pocillopora acuta,ATHC,Ambient,High,16 week,Host,1.6336225322868418,5.964689904934354e-6
2744,Pocillopora acuta,ATHC,Ambient,High,16 week,Host,1.6336225322868418,5.964689904934354e-6
2744,Pocillopora acuta,ATHC,Ambient,High,16 week,Host,1.6336225322868418,5.964689904934354e-6
2744,Pocillopora acuta,ATHC,Ambient,High,16 week,Host,1.6336225322868418,5.964689904934354e-6
2744,Pocillopora acuta,ATHC,Ambient,High,16 week,Host,1.6336225322868418,5.964689904934354e-6
2744,Pocillopora acuta,ATHC,Ambient,High,16 week,Host,1.6336225322868418,5.964689904934354e-6
2540,Pocillopora acuta,ATHC,Ambient,High,12 week,Host,0.5071401105006335,3.3734721593481846e-6
2540,Pocillopora acuta,ATHC,Ambient,High,12 week,Host,0.5071401105006335,3.3734721593481846e-6
2540,Pocillopora acuta,ATHC,Ambient,High,12 week,Host,0.5071401105006335,3.3734721593481846e-6
2540,Pocillopora acuta,ATHC,Ambient,High,12 week,Host,0.5071401105006335,3.3734721593481846e-6
2540,Pocillopora acuta,ATHC,Ambient,High,12 week,Host,0.5071401105006335,3.3734721593481846e-6
2540,Pocillopora acuta,ATHC,Ambient,High,12 week,Host,0.5071401105006335,3.3734721593481846e-6
1052,Montipora capitata,ATAC,Ambient,Ambient,12 week,Host,1.8358410663170879,3.960162969669472e-6
1052,Montipora capitata,ATAC,Ambient,Ambient,12 week,Host,1.8358410663170879,3.960162969669472e-6
1052,Montipora capitata,ATAC,Ambient,Ambient,12 week,Host,1.8358410663170879,3.960162969669472e-6
1052,Montipora capitata,ATAC,Ambient,Ambient,12 week,Host,1.8358410663170879,3.960162969669472e-6
1052,Montipora capitata,ATAC,Ambient,Ambient,12 week,Host,1.8358410663170879,3.960162969669472e-6
1052,Montipora capitata,ATAC,Ambient,Ambient,12 week,Host,1.8358410663170879,3.960162969669472e-6
1690,Pocillopora acuta,ATAC,Ambient,Ambient,2 week,Host,1.5844687593382354,4.546853779990971e-6
