"","PLUG.ID","Species","Tank","Temperature","CO2","Treatment","Analysis","Date","Date.Format","Mass.g","Temp.C","Days","QC","Notes","X","X.1","Time3","Time0","Time1","Time2","Time4","Time5","Time7","Time6","Time8","Time9","Time2b","Time1b","Time3b"
"1",1036,"Mcapitata","Tank1","Ambient","Ambient","ATAC","Phys",20181019,"10/19/18",2.639,27.06,29,NA,"phys no weigh",NA,"",
