"Plot Title: 20444027"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444027, SEN S/N: 20444027)","Coupler Detached (LGR S/N: 20444027)","Coupler Attached (LGR S/N: 20444027)","Host Connected (LGR S/N: 20444027)","Stopped (LGR S/N: 20444027)","End Of File (LGR S/N: 20444027)"
1,08/20/18 04:01:15 PM,30.394,,,,,
2,08/20/18 04:01:20 PM,,Logged,,,,
3,08/20/18 04:02:15 PM,30.621,,,,,
4,08/20/18 04:03:15 PM,30.722,,,,,
5,08/20/18 04:04:15 PM,31.179,,,,,
6,08/20/18 04:05:15 PM,31.357,,,,,
7,08/20/18 04:06:15 PM,31.306,,,,,
8,08/20/18 04:07:15 PM,31.204,,,,,
9,08/20/18 04:08:15 PM,31.103,,,,,
10,08/20/18 04:09:15 PM,31.026,,,,,
11,08/20/18 04:10:15 PM,30.950,,,,,
12,08/20/18 04:11:15 PM,31.052,,,,,
13,08/20/18 04:12:15 PM,31.153,,,,,
14,08/20/18 04:13:15 PM,31.052,,,,,
15,08/20/18 04:14:15 PM,30.950,,,,,
16,08/20/18 04:15:15 PM,30.824,,,,,
17,08/20/18 04:16:15 PM,30.748,,,,,
18,08/20/18 04:17:15 PM,30.672,,,,,
19,08/20/18 04:18:15 PM,30.621,,,,,
20,08/20/18 04:19:15 PM,30.571,,,,,
21,08/20/18 04:20:15 PM,30.520,,,,,
22,08/20/18 04:21:15 PM,30.469,,,,,
23,08/20/18 04:22:15 PM,30.419,,,,,
24,08/20/18 04:23:15 PM,30.369,,,,,
25,08/20/18 04:24:15 PM,30.243,,,,,
26,08/20/18 04:25:15 PM,30.167,,,,,
27,08/20/18 04:26:15 PM,30.066,,,,,
28,08/20/18 04:27:15 PM,30.016,,,,,
29,08/20/18 04:28:15 PM,29.991,,,,,
30,08/20/18 04:29:15 PM,29.966,,,,,
31,08/20/18 04:30:15 PM,29.916,,,,,
32,08/20/18 04:31:15 PM,30.016,,,,,
33,08/20/18 04:32:15 PM,30.091,,,,,
34,08/20/18 04:33:15 PM,30.142,,,,,
35,08/20/18 04:34:15 PM,30.167,,,,,
36,08/20/18 04:35:15 PM,30.167,,,,,
37,08/20/18 04:36:15 PM,30.117,,,,,
38,08/20/18 04:37:15 PM,30.117,,,,,
39,08/20/18 04:38:15 PM,30.091,,,,,
40,08/20/18 04:39:15 PM,30.066,,,,,
41,08/20/18 04:40:15 PM,30.041,,,,,
42,08/20/18 04:41:15 PM,30.016,,,,,
43,08/20/18 04:42:15 PM,29.991,,,,,
44,08/20/18 04:43:15 PM,29.966,,,,,
45,08/20/18 04:44:15 PM,29.941,,,,,
46,08/20/18 04:45:15 PM,29.916,,,,,
47,08/20/18 04:46:15 PM,29.890,,,,,
48,08/20/18 04:47:15 PM,29.865,,,,,
49,08/20/18 04:48:15 PM,29.815,,,,,
50,08/20/18 04:49:15 PM,29.790,,,,,
51,08/20/18 04:50:15 PM,29.765,,,,,
52,08/20/18 04:51:15 PM,29.740,,,,,
53,08/20/18 04:52:15 PM,29.740,,,,,
54,08/20/18 04:53:15 PM,29.715,,,,,
55,08/20/18 04:54:15 PM,29.690,,,,,
56,08/20/18 04:55:15 PM,29.665,,,,,
57,08/20/18 04:56:15 PM,29.640,,,,,
58,08/20/18 04:57:15 PM,29.615,,,,,
59,08/20/18 04:58:15 PM,29.590,,,,,
60,08/20/18 04:59:15 PM,29.565,,,,,
61,08/20/18 05:00:15 PM,29.540,,,,,
62,08/20/18 05:01:15 PM,29.515,,,,,
63,08/20/18 05:02:15 PM,29.490,,,,,
64,08/20/18 05:03:15 PM,29.464,,,,,
65,08/20/18 05:04:15 PM,29.464,,,,,
66,08/20/18 05:05:15 PM,29.439,,,,,
67,08/20/18 05:06:15 PM,29.414,,,,,
68,08/20/18 05:07:15 PM,29.389,,,,,
