"Plot Title: 20444039"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444039, SEN S/N: 20444039)","Coupler Detached (LGR S/N: 20444039)","Coupler Attached (LGR S/N: 20444039)","Host Connected (LGR S/N: 20444039)","Stopped (LGR S/N: 20444039)","End Of File (LGR S/N: 20444039)"
1,08/20/18 03:48:36 PM,30.419,,,,,
2,08/20/18 03:48:40 PM,,Logged,,,,
3,08/20/18 03:49:36 PM,31.026,,,,,
4,08/20/18 03:50:36 PM,31.077,,,,,
5,08/20/18 03:51:36 PM,31.026,,,,,
6,08/20/18 03:52:36 PM,30.925,,,,,
7,08/20/18 03:53:36 PM,30.849,,,,,
8,08/20/18 03:54:36 PM,30.748,,,,,
9,08/20/18 03:55:36 PM,30.697,,,,,
10,08/20/18 03:56:36 PM,30.646,,,,,
11,08/20/18 03:57:36 PM,30.571,,,,,
12,08/20/18 03:58:36 PM,30.520,,,,,
13,08/20/18 03:59:36 PM,30.469,,,,,
14,08/20/18 04:00:36 PM,30.444,,,,,
15,08/20/18 04:01:36 PM,30.419,,,,,
16,08/20/18 04:02:36 PM,30.394,,,,,
17,08/20/18 04:03:36 PM,30.369,,,,,
18,08/20/18 04:04:36 PM,30.343,,,,,
19,08/20/18 04:05:36 PM,30.318,,,,,
20,08/20/18 04:06:36 PM,30.293,,,,,
21,08/20/18 04:07:36 PM,30.293,,,,,
22,08/20/18 04:08:36 PM,30.268,,,,,
23,08/20/18 04:09:36 PM,30.268,,,,,
24,08/20/18 04:10:36 PM,30.243,,,,,
25,08/20/18 04:11:36 PM,30.217,,,,,
26,08/20/18 04:12:36 PM,30.217,,,,,
27,08/20/18 04:13:36 PM,30.192,,,,,
28,08/20/18 04:14:36 PM,30.167,,,,,
29,08/20/18 04:15:36 PM,30.167,,,,,
30,08/20/18 04:16:36 PM,30.142,,,,,
31,08/20/18 04:17:36 PM,30.142,,,,,
32,08/20/18 04:18:36 PM,30.117,,,,,
33,08/20/18 04:19:36 PM,30.117,,,,,
34,08/20/18 04:20:36 PM,30.091,,,,,
35,08/20/18 04:21:36 PM,30.066,,,,,
36,08/20/18 04:22:36 PM,30.041,,,,,
37,08/20/18 04:23:36 PM,29.991,,,,,
38,08/20/18 04:24:36 PM,29.966,,,,,
39,08/20/18 04:25:36 PM,29.916,,,,,
40,08/20/18 04:26:36 PM,29.890,,,,,
41,08/20/18 04:27:36 PM,29.890,,,,,
42,08/20/18 04:28:36 PM,29.890,,,,,
43,08/20/18 04:29:36 PM,29.890,,,,,
44,08/20/18 04:30:36 PM,29.890,,,,,
45,08/20/18 04:31:36 PM,29.890,,,,,
46,08/20/18 04:32:36 PM,29.865,,,,,
47,08/20/18 04:33:36 PM,29.865,,,,,
48,08/20/18 04:34:36 PM,29.840,,,,,
49,08/20/18 04:35:36 PM,29.840,,,,,
50,08/20/18 04:36:36 PM,29.840,,,,,
51,08/20/18 04:37:36 PM,29.840,,,,,
52,08/20/18 04:38:36 PM,29.840,,,,,
53,08/20/18 04:39:36 PM,29.815,,,,,
54,08/20/18 04:40:36 PM,29.815,,,,,
55,08/20/18 04:41:36 PM,29.790,,,,,
56,08/20/18 04:42:36 PM,29.765,,,,,
57,08/20/18 04:43:36 PM,29.740,,,,,
58,08/20/18 04:44:36 PM,29.715,,,,,
59,08/20/18 04:45:36 PM,29.690,,,,,
60,08/20/18 04:46:36 PM,29.665,,,,,
61,08/20/18 04:47:36 PM,29.640,,,,,
62,08/20/18 04:48:36 PM,29.615,,,,,
