"Plot Title: 20444038"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444038, SEN S/N: 20444038)","Coupler Detached (LGR S/N: 20444038)","Coupler Attached (LGR S/N: 20444038)","Host Connected (LGR S/N: 20444038)","Stopped (LGR S/N: 20444038)","End Of File (LGR S/N: 20444038)"
1,08/20/18 03:46:49 PM,30.722,,,,,
2,08/20/18 03:46:55 PM,,Logged,,,,
3,08/20/18 03:47:49 PM,31.408,,,,,
4,08/20/18 03:48:49 PM,31.459,,,,,
5,08/20/18 03:49:49 PM,31.382,,,,,
6,08/20/18 03:50:49 PM,31.281,,,,,
7,08/20/18 03:51:49 PM,31.204,,,,,
8,08/20/18 03:52:49 PM,31.153,,,,,
9,08/20/18 03:53:49 PM,31.077,,,,,
10,08/20/18 03:54:49 PM,31.001,,,,,
11,08/20/18 03:55:49 PM,30.950,,,,,
12,08/20/18 03:56:49 PM,30.925,,,,,
13,08/20/18 03:57:49 PM,30.874,,,,,
14,08/20/18 03:58:49 PM,30.824,,,,,
15,08/20/18 03:59:49 PM,30.798,,,,,
16,08/20/18 04:00:49 PM,30.773,,,,,
17,08/20/18 04:01:49 PM,30.748,,,,,
18,08/20/18 04:02:49 PM,30.722,,,,,
19,08/20/18 04:03:49 PM,30.722,,,,,
20,08/20/18 04:04:49 PM,30.697,,,,,
21,08/20/18 04:05:49 PM,30.672,,,,,
22,08/20/18 04:06:49 PM,30.646,,,,,
23,08/20/18 04:07:49 PM,30.621,,,,,
24,08/20/18 04:08:49 PM,30.621,,,,,
25,08/20/18 04:09:49 PM,30.596,,,,,
26,08/20/18 04:10:49 PM,30.571,,,,,
27,08/20/18 04:11:49 PM,30.571,,,,,
28,08/20/18 04:12:49 PM,30.545,,,,,
29,08/20/18 04:13:49 PM,30.520,,,,,
30,08/20/18 04:14:49 PM,30.520,,,,,
31,08/20/18 04:15:49 PM,30.495,,,,,
32,08/20/18 04:16:49 PM,30.469,,,,,
33,08/20/18 04:17:49 PM,30.469,,,,,
34,08/20/18 04:18:49 PM,30.444,,,,,
35,08/20/18 04:19:49 PM,30.419,,,,,
36,08/20/18 04:20:49 PM,30.394,,,,,
37,08/20/18 04:21:49 PM,30.369,,,,,
38,08/20/18 04:22:49 PM,30.343,,,,,
39,08/20/18 04:23:49 PM,30.318,,,,,
40,08/20/18 04:24:49 PM,30.293,,,,,
41,08/20/18 04:25:49 PM,30.243,,,,,
42,08/20/18 04:26:49 PM,30.217,,,,,
43,08/20/18 04:27:49 PM,30.217,,,,,
44,08/20/18 04:28:49 PM,30.192,,,,,
45,08/20/18 04:29:49 PM,30.192,,,,,
46,08/20/18 04:30:49 PM,30.167,,,,,
47,08/20/18 04:31:49 PM,30.167,,,,,
48,08/20/18 04:32:49 PM,30.142,,,,,
49,08/20/18 04:33:49 PM,30.117,,,,,
50,08/20/18 04:34:49 PM,30.091,,,,,
51,08/20/18 04:35:49 PM,30.066,,,,,
52,08/20/18 04:36:49 PM,30.066,,,,,
53,08/20/18 04:37:49 PM,30.066,,,,,
54,08/20/18 04:38:49 PM,30.066,,,,,
55,08/20/18 04:39:49 PM,30.041,,,,,
56,08/20/18 04:40:49 PM,30.016,,,,,
57,08/20/18 04:41:49 PM,30.016,,,,,
58,08/20/18 04:42:49 PM,29.991,,,,,
59,08/20/18 04:43:49 PM,29.966,,,,,
60,08/20/18 04:44:49 PM,29.941,,,,,
61,08/20/18 04:45:49 PM,29.941,,,,,
62,08/20/18 04:46:49 PM,29.916,,,,,
63,08/20/18 04:47:49 PM,29.890,,,,,
64,08/20/18 04:48:49 PM,29.865,,,,,
65,08/20/18 04:49:49 PM,29.840,,,,,
66,08/20/18 04:50:49 PM,29.840,,,,,
67,08/20/18 04:51:49 PM,29.815,,,,,
68,08/20/18 04:52:49 PM,29.790,,,,,
69,08/20/18 04:53:49 PM,29.765,,,,,
70,08/20/18 04:54:49 PM,29.765,,,,,
