sample,mass,salinity,Sample.ID,Type
20181027_Tank11,59.37,33.76,Tank11,Tank
20181027_Tank12,59.62,33.72,Tank12,Tank
20181027_Tank10,59.94,33.77,Tank10,Tank
20181027_Tank3,59.69,33.82,Tank3,Tank
20181027_Tank4,60.01,33.97,Tank4,Tank
20181027_Tank9,59.58,33.78,Tank9,Tank
20181027_Tank2,59.14,34.11,Tank2,Tank
20181027_Tank6,59.65,33.78,Tank6,Tank
20181027_Tank5,59.52,33.82,Tank5,Tank
