"Sample.ID","TA","Mass","Tank","Type"
"20181020_JUNK",18.9179678990808,59.38,"Junk","Junk"
"20181020_CRM1",2228.36834171869,59.17,"CRM1","CRM"
"20181020_CRM2",2203.57651231219,59.04,"CRM2","CRM"
