PLUG.ID,Species,Tank,Temperature,CO2,Treatment,Analysis,Date,Date.Format,TimePoint,Mass.g,Temp.C
1036,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,2.639,27.06
1038,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,3.253,27.07
1042,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,2.616,27.02
1045,Pacuta,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,3.035,27.01
1046,Pacuta,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,3.296,27.05
1048,Pacuta,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,2.579,27.06
1049,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,3.237,27.06
1052,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,4.373,27.01
1053,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,2.041,27.05
1055,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,2.129,27
1056,Pacuta,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,2.004,27.02
1057,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,NA,NA
1063,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,1.881,27.02
1064,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,2.496,27.06
1065,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,2.686,27.01
1071,Mcapitata,Tank2,High,High,HTHC,Phys,20181019,10/19/18,Time3_Init,2.818,29.31
1073,Pacuta,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,5.926,27.01
1074,Mcapitata,Tank2,High,High,HTHC,Phys,20181019,10/19/18,Time3_Init,2.951,29.12
1075,Pacuta,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,3.314,27.06
1076,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,3.601,27.07
1078,Mcapitata,Tank2,High,High,HTHC,Phys,20181019,10/19/18,Time3_Init,2.664,29.17
1081,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,2.391,27.03
1084,Pacuta,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,6.344,27.06
1085,Mcapitata,Tank2,High,High,HTHC,Phys,20181019,10/19/18,Time3_Init,3.049,29.25
1086,Pacuta,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,4.551,27.03
1087,Pacuta,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,3.353,27.06
1088,Pacuta,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,2.656,27.06
1091,Mcapitata,Tank2,High,High,HTHC,Phys,20181019,10/19/18,Time3_Init,2.23,29.29
1092,Mcapitata,Tank2,High,High,HTHC,Phys,20181019,10/19/18,Time3_Init,2.127,29.26
1096,Mcapitata,Tank2,High,High,HTHC,Phys,20181019,10/19/18,Time3_Init,2.543,29.33
1097,Pacuta,Tank2,High,High,HTHC,Phys,20181019,10/19/18,Time3_Init,1.631,29.33
1102,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,1.627,27.05
1103,Pacuta,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time3_Init,2.588,27.02
