PLUG.ID,Species,Tank,Temperature,CO2,Treatment,Analysis,Date,Date.Format,TimePoint,Mass.g,Temp.C
1049,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,3.449,23.64
1055,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,2.179,23.63
1063,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,2.016,23.63
1064,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,2.913,23.63
1081,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,2.559,23.63
1102,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,1.801,23.63
1106,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,2.118,23.63
1120,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,3.243,23.62
1433,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,2.195,23.78
1452,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,4.956,23.76
1460,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,2.392,23.75
1532,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,4.078,23.76
1540,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,2.708,23.76
1543,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,4.351,23.82
1546,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20190110,1/10/19,Time8_Fin,2.994,23.82
