PLUG.ID,Species,Tank,Temperature,CO2,Treatment,Analysis,Date,Date.Format,TimePoint,Mass.g,Temp.C
1036,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.639,27.06
1038,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,3.253,27.07
1042,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.616,27.02
1049,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,3.237,27.06
1052,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,4.373,27.01
1053,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.041,27.05
1055,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.129,27
1057,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,NA,NA
1063,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,1.881,27.02
1064,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.496,27.06
1065,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.686,27.01
1076,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,3.601,27.07
1081,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.391,27.03
1102,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,1.627,27.05
1105,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.079,27.01
1106,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.023,27.08
1115,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.114,27.07
1119,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.797,27.07
1120,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.992,27.07
1121,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,3.654,27.01
1123,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.695,27.06
1166,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,1.804,27.02
1210,Mcapitata,Tank1,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.249,27.02
1420,Mcapitata,Tank6,Ambient,Ambient,ATAC,Molecular,20181019,10/19/18,Time2_Fin,2.485,27.03
1424,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,3.893,27.13
1433,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,1.721,27.04
1438,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.345,27.05
1443,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.344,27.03
1444,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,4.082,27.13
1448,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,4.311,27.12
1452,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys no weigh,20181019,10/19/18,Time2_Fin,3.524,27.12
1460,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.089,27.06
1475,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.581,27.11
1534,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,1.513,27.11
1540,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.194,27.05
1543,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,3.623,26.66
1546,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,2.642,26.66
1551,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,4.561,26.67
1555,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,2.896,26.64
1556,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,3.219,26.64
1561,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,2.122,26.66
1580,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,2.253,26.66
1591,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,2.171,26.64
1592,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,3.101,26.64
1599,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.527,27.04
1616,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.29,27.12
1623,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,1.937,27.06
1627,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.108,27
1631,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.716,27.05
1644,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,4.463,26.64
1649,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,1.173,26.64
1654,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,2.405,26.66
1679,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,3.499,26.65
1680,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,2.922,26.64
1769,Mcapitata,Tank8,Ambient,Ambient,ATAC,Molecular,20181018,10/18/18,Time2_Fin,NA,NA
1774,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,3.098,26.66
2301,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,5.142,27.12
2302,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys no weigh,20181019,10/19/18,Time2_Fin,2.126,27.05
2303,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys no weigh,20181019,10/19/18,Time2_Fin,3.576,27.13
2308,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys no weigh,20181019,10/19/18,Time2_Fin,1.818,27.03
2309,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,3.09,27
2368,Mcapitata,Tank6,Ambient,Ambient,ATAC,Phys,20181019,10/19/18,Time2_Fin,2.95,27
2391,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,2.678,26.65
2398,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,2.583,26.65
2403,Mcapitata,Tank8,Ambient,Ambient,ATAC,Phys,20181018,10/18/18,Time2_Fin,4.01,26.65
1136,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,2.212,27.35
1142,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,2.365,27.35
1148,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,2.858,27.36
1151,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,2.348,27.34
1154,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,2.343,27.38
1155,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,2.872,27.38
1183,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,3.765,27.37
1186,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,2.87,27.39
1204,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,2.209,27.33
1208,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,2.238,27.36
1226,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,NA,NA
1237,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,2.206,27.36
1255,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,4.947,27.33
1259,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,3.284,27.36
1300,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,4.184,27.4
1498,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,2.116,27.36
1541,Mcapitata,Tank3,Ambient,High,ATHC,Phys,20181019,10/19/18,Time2_Fin,2.64,27.33
1704,Mcapitata,Tank11,Ambient,High,ATHC,Phys,20181018,10/18/18,Time2_Fin,2.207,26.62
1719,Mcapitata,Tank11,Ambient,High,ATHC,Phys,20181018,10/18/18,Time2_Fin,2.578,26.71
1720,Mcapitata,Tank12,Ambient,High,ATHC,Phys,20181018,10/18/18,Time2_Fin,3.194,26.46
1747,Mcapitata,Tank12,Ambient,High,ATHC,Phys no weigh,20181018,10/18/18,Time2_Fin,1.682,26.5
2044,Mcapitata,Tank12,Ambient,High,ATHC,Phys no weigh,20181018,10/18/18,Time2_Fin,2.151,26.48
2066,Mcapitata,Tank11,Ambient,High,ATHC,Phys,20181018,10/18/18,Time2_Fin,3.688,26.71
2070,Mcapitata,Tank11,Ambient,High,ATHC,Phys,20181018,10/18/18,Time2_Fin,2.749,26.67
2152,Mcapitata,Tank11,Ambient,High,ATHC,Phys,20181018,10/18/18,Time2_Fin,5.175,26.66
2155,Mcapitata,Tank11,Ambient,High,ATHC,Phys,20181018,10/18/18,Time2_Fin,3.928,26.64
2188,Mcapitata,Tank11,Ambient,High,ATHC,Phys,20181018,10/18/18,Time2_Fin,2.236,26.63
2193,Mcapitata,Tank11,Ambient,High,ATHC,Phys,20181018,10/18/18,Time2_Fin,2.279,26.6
2397,Mcapitata,Tank11,Ambient,High,ATHC,Phys,20181018,10/18/18,Time2_Fin,NA,NA
