PLUG.ID,Species,Tank,Treatment,Analysis,Date,Date.Format,TimePoint,Mass.g,Temp.C,Days,QC,Notes
1036,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.639,27.06,29,,phys no weigh
1038,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,3.002,27.79,NA,,
1038,Mcapitata,Tank1,ATAC,Phys,20180928,9/28/18,Time1,3.058,28.43,8,,
1038,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,3.103,28,14,,
1038,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,3.253,27.07,29,,
1042,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.616,27.02,29,,phys no weigh
1042,Mcapitata,Tank1,ATAC,Phys no weigh,20181101,11/1/18,Time4,NA,NA,42,,Phys no weigh
1044,Mcapitata,Tank1,ATAC,Molecular,20181101,11/1/18,Time4,NA,NA,42,,Molecular
1044,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,4.022,25.97,,,
1045,Pacuta,Tank1,ATAC,Phys,20181213,12/13/18,Time7,3.186,23.25,,,
1045,Pacuta,Tank1,ATAC,Phys,20180920,9/20/18,Time0,2.71,27.95,NA,,
1045,Pacuta,Tank1,ATAC,Phys,20180927,9/27/18,Time1,2.759,27.55,7,,
1045,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2,2.852,28.01,14,,
1045,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,3.035,27.01,29,,
1045,Pacuta,Tank1,ATAC,Phys,20181101,11/1/18,Time4,3.231,27.07,42,,
1045,Pacuta,Tank1,ATAC,Phys,20181115,11/15/18,Time5,3.132,25.89,,,
1045,Pacuta,Tank1,ATAC,Phys,20181129,11/29/18,Time6,3.213,24.99,,,
1046,Pacuta,Tank1,ATAC,Phys,20180920,9/20/18,Time0,2.86,27.95,NA,,
1046,Pacuta,Tank1,ATAC,Phys,20180927,9/27/18,Time1,2.941,27.58,7,,
1046,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2,3.06,27.99,14,,
1046,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,3.296,27.05,29,,
1048,Pacuta,Tank1,ATAC,Phys,20180920,9/20/18,Time0,2.336,27.97,NA,,
1048,Pacuta,Tank1,ATAC,Phys,20180928,9/28/18,Time1,2.389,28.4,8,,
1048,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2,2.438,27.99,14,,
1048,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.579,27.06,29,,
1048,Pacuta,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.79,27.02,42,,
1049,Mcapitata,Tank1,ATAC,Phys,20181213,12/13/18,Time7,3.375,23.23,,,
1049,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,3.113,27.93,NA,,
1049,Mcapitata,Tank1,ATAC,Phys,20180927,9/27/18,Time1,3.125,27.54,7,,
1049,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,3.155,28.01,14,,
1049,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,3.237,27.06,29,,
1049,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,3.401,27.03,42,,
1049,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,3.308,25.9,,,
1049,Mcapitata,Tank1,ATAC,Phys,20181129,11/29/18,Time6,3.399,25,,,
1049,Mcapitata,Tank1,ATAC,Phys,20181227,12/27/18,Time8,3.416,24.4,,,
1049,Mcapitata,Tank1,ATAC,Phys,20190110,1/10/19,Time9,3.449,23.64,,,
1052,Mcapitata,Tank1,ATAC,Phys,20181213,12/13/18,Time7,4.831,23.23,,,
1052,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,4.088,27.92,NA,,
1052,Mcapitata,Tank1,ATAC,Phys,20180928,9/28/18,Time1,4.174,28.4,8,,
1052,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,4.239,28.03,14,,
1052,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,4.373,27.01,29,,
1052,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,4.55,27.03,42,,
1052,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,4.546,25.9,,,
1052,Mcapitata,Tank1,ATAC,Phys,20181129,11/29/18,Time6,4.75,25,,,
1053,Mcapitata,Tank1,ATAC,Phys,20181213,12/13/18,Time7,2.324,23.25,,,
1053,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,1.912,27.91,NA,,
1053,Mcapitata,Tank1,ATAC,Phys,20180927,9/27/18,Time1,1.939,27.54,7,,
1053,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,1.967,27.98,14,,
1053,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.041,27.05,29,,
1053,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.232,27.07,42,,
1053,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,2.241,25.96,,,
1053,Mcapitata,Tank1,ATAC,Phys,20181129,11/29/18,Time6,2.307,24.99,,,
1055,Mcapitata,Tank1,ATAC,Phys,20181213,12/13/18,Time7,2.22,23.24,,,
1055,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,1.962,27.92,NA,,
1055,Mcapitata,Tank1,ATAC,Phys,20180928,9/28/18,Time1,2.01,28.4,8,,
1055,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,2.053,28.02,14,,
1055,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.129,27,29,,
1055,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.283,27.03,42,,
1055,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,2.239,25.97,,,
1055,Mcapitata,Tank1,ATAC,Phys,20181129,11/29/18,Time6,2.254,24.99,,,
1055,Mcapitata,Tank1,ATAC,Phys,20181227,12/27/18,Time8,2.259,24.41,,,
1055,Mcapitata,Tank1,ATAC,Phys,20190110,1/10/19,Time9,2.179,23.63,,,
1056,Pacuta,Tank1,ATAC,Phys,20181213,12/13/18,Time7,2.061,23.25,,,
1056,Pacuta,Tank1,ATAC,Phys,20180920,9/20/18,Time0,1.916,27.96,NA,,
1056,Pacuta,Tank1,ATAC,Phys,20180928,9/28/18,Time1,1.943,28.42,8,,
1056,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2,1.954,28.01,14,,
1056,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.004,27.02,29,,
1056,Pacuta,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.148,27.07,42,,
1056,Pacuta,Tank1,ATAC,Phys,20181115,11/15/18,Time5,2.089,25.99,,,
1056,Pacuta,Tank1,ATAC,Phys,20181129,11/29/18,Time6,2.111,25,,,
1057,Mcapitata,Tank1,ATAC,Phys,20181213,12/13/18,Time7,3.84,23.26,,,
1057,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,3.352,27.91,NA,,
1057,Mcapitata,Tank1,ATAC,Phys,20180927,9/27/18,Time1,3.402,27.55,7,,
1057,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,3.452,27.99,14,,
1057,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,NA,NA,29,,wasn't found
1057,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,3.757,27.06,42,,
1057,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,3.758,25.96,,,
1057,Mcapitata,Tank1,ATAC,Phys,20181129,11/29/18,Time6,3.818,24.99,,,
1063,Mcapitata,Tank1,ATAC,Phys,20181213,12/13/18,Time7,2.094,23.26,,,
1063,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,1.749,27.9,NA,,
1063,Mcapitata,Tank1,ATAC,Phys,20180928,9/28/18,Time1,1.797,28.08,8,,
1063,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,1.825,28.03,14,,
1063,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,1.881,27.02,29,,
1063,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.039,27.04,42,,
1063,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,2.017,25.94,,,
1063,Mcapitata,Tank1,ATAC,Phys,20181129,11/29/18,Time6,2.093,24.99,,,
1063,Mcapitata,Tank1,ATAC,Phys,20181227,12/27/18,Time8,2.17,24.42,,,
1063,Mcapitata,Tank1,ATAC,Phys,20190110,1/10/19,Time9,2.016,23.63,,,
1064,Mcapitata,Tank1,ATAC,Phys,20181213,12/13/18,Time7,2.756,23.26,,,
1064,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,2.364,27.94,NA,,
1064,Mcapitata,Tank1,ATAC,Phys,20180928,9/28/18,Time1,1.799,28.39,8,,
1064,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,2.419,28.03,14,,
1064,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.496,27.06,29,,
1064,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.685,27.03,42,,
1064,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,2.707,25.96,,,
1064,Mcapitata,Tank1,ATAC,Phys,20181129,11/29/18,Time6,2.76,24.99,,,In Tank1
1064,Mcapitata,Tank1,ATAC,Phys,20181227,12/27/18,Time8,3.113,24.39,,,
1064,Mcapitata,Tank1,ATAC,Phys,20190110,1/10/19,Time9,2.913,23.63,,,
1065,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,2.515,27.91,NA,,
1065,Mcapitata,Tank1,ATAC,Phys,20180928,9/28/18,Time1,2.563,28.4,8,,
1065,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,2.59,28.02,14,,
1065,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.686,27.01,29,,
1065,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.874,27.07,42,,
1071,Mcapitata,Tank2,HTHC,Phys,20181213,12/13/18,Time7,3.028,23.27,,,
1071,Mcapitata,Tank2,HTHC,Phys,20180920,9/20/18,Time0,2.639,28.01,NA,,
1071,Mcapitata,Tank2,HTHC,Phys,20180928,9/28/18,Time1,2.688,28.63,8,,
1071,Mcapitata,Tank2,HTHC,Phys,20181004,10/4/18,Time2,2.726,29.04,14,,
1073,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,5.926,27.01,29,,
1071,Mcapitata,Tank2,HTHC,Phys,20181101,11/1/18,Time4,2.925,29.24,42,,
1071,Mcapitata,Tank2,HTHC,Phys,20181115,11/15/18,Time5,2.963,29.53,,,
1071,Mcapitata,Tank2,HTHC,Phys,20181129,11/29/18,Time6,2.992,26.12,,,
1075,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,3.314,27.06,29,,
1073,Pacuta,Tank1,ATAC,Phys no weigh,20181101,11/1/18,Time4,NA,NA,42,,
1073,Pacuta,Tank1,ATAC,Phys no weigh,20181115,11/15/18,Time5,6.058,25.95,,,
1073,Pacuta,Tank1,ATAC,Phys,20181129,11/29/18,Time6,6.047,24.98,,,
1073,Pacuta,Tank1,ATAC,Phys,20181227,12/27/18,Time8,6.072,24.41,,,
1073,Pacuta,Tank1,ATAC,Phys,20190110,1/10/19,Time9,6.059,23.61,,,
1074,Mcapitata,Tank2,HTHC,Phys,20180920,9/20/18,Time0,2.82,28.01,NA,,
1074,Mcapitata,Tank2,HTHC,Phys,20180928,9/28/18,Time1,2.843,28.61,8,,
1074,Mcapitata,Tank2,HTHC,Phys,20181004,10/4/18,Time2,2.855,29.01,14,,
1076,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,3.601,27.07,29,,
1074,Mcapitata,Tank2,HTHC,Phys,20181101,11/1/18,Time4,2.887,29.38,42,,
1074,Mcapitata,Tank2,HTHC,Phys,20181115,11/15/18,Time5,2.87,29.53,,,
1075,Pacuta,Tank1,ATAC,Phys,20181213,12/13/18,Time7,3.419,23.26,,,
1075,Pacuta,Tank1,ATAC,Phys,20180920,9/20/18,Time0,3.141,27.95,NA,,
1075,Pacuta,Tank1,ATAC,Phys,20180928,9/28/18,Time1,3.183,28.4,8,,
1075,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2,3.215,27.99,14,,
1081,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.391,27.03,29,,
1075,Pacuta,Tank1,ATAC,Phys,20181101,11/1/18,Time4,3.487,27.03,42,,
1075,Pacuta,Tank1,ATAC,Phys,20181115,11/15/18,Time5,3.437,25.96,,,
1075,Pacuta,Tank1,ATAC,Phys,20181129,11/29/18,Time6,3.449,24.99,,,
1075,Pacuta,Tank1,ATAC,Phys,20181227,12/27/18,Time8,3.461,24.42,,,
1075,Pacuta,Tank1,ATAC,Phys,20190110,1/10/19,Time9,3.48,23.63,,,
1076,Mcapitata,Tank1,ATAC,Phys,20181213,12/13/18,Time7,4.033,23.26,,,
1076,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,3.347,27.95,NA,,
1076,Mcapitata,Tank1,ATAC,Phys,20180928,9/28/18,Time1,3.393,28.4,8,,
1076,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,3.443,27.99,14,,
1084,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,6.344,27.06,29,,
1076,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,3.826,27.08,42,,
1076,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,3.815,25.91,,,
1076,Mcapitata,Tank1,ATAC,Phys,20181129,11/29/18,Time6,3.981,24.99,,,
1078,Mcapitata,Tank2,HTHC,Phys,20180920,9/20/18,Time0,2.549,28.01,NA,,
1078,Mcapitata,Tank2,HTHC,Phys,20180928,9/28/18,Time1,2.565,28.6,8,,
1078,Mcapitata,Tank2,HTHC,Phys,20181004,10/4/18,Time2,2.576,28.99,14,,
1086,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,4.551,27.03,29,,
1078,Mcapitata,Tank2,HTHC,Phys,20181101,11/1/18,Time4,2.597,29.44,42,,
1081,Mcapitata,Tank1,ATAC,Phys,20181213,12/13/18,Time7,2.499,23.23,,,
1081,Mcapitata,Tank1,ATAC,Phys,20180920,9/20/18,Time0,2.309,27.81,NA,,
1081,Mcapitata,Tank1,ATAC,Phys,20180928,9/28/18,Time1,2.351,28.4,8,,
1081,Mcapitata,Tank1,ATAC,Phys,20181004,10/4/18,Time2,2.36,27.99,14,,
1087,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,3.353,27.06,29,,
1081,Mcapitata,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.539,27.06,42,,
1081,Mcapitata,Tank1,ATAC,Phys,20181115,11/15/18,Time5,2.437,25.89,,,
1081,Mcapitata,Tank1,ATAC,Phys,20181129,11/29/18,Time6,2.535,25,,,
1081,Mcapitata,Tank1,ATAC,Phys,20181227,12/27/18,Time8,2.816,24.39,,,
1081,Mcapitata,Tank1,ATAC,Phys,20190110,1/10/19,Time9,2.559,23.63,,,
1084,Pacuta,Tank1,ATAC,Phys,20180920,9/20/18,Time0,6.09,27.96,NA,,
1084,Pacuta,Tank1,ATAC,Phys,20180928,9/28/18,Time1,6.148,28.4,8,,
1084,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2,6.2,28.03,14,,
1088,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.656,27.06,29,,
1084,Pacuta,Tank1,ATAC,Phys,20181101,11/1/18,Time4,6.508,27.07,42,,
1084,Pacuta,Tank1,ATAC,Phys,20181115,11/15/18,Time5,6.473,25.96,,,
1085,Mcapitata,Tank2,HTHC,Phys,20180920,9/20/18,Time0,2.896,28.01,NA,,
1085,Mcapitata,Tank2,HTHC,Phys,20180928,9/28/18,Time1,2.953,28.63,8,,
1085,Mcapitata,Tank2,HTHC,Phys,20181004,10/4/18,Time2,2.997,29.98,14,,
1102,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,1.627,27.05,29,,
1086,Pacuta,Tank1,ATAC,Phys,20180920,9/20/18,Time0,4.549,27.95,NA,,
1086,Pacuta,Tank1,ATAC,Phys,20180928,9/28/18,Time1,4.604,27.48,8,,
1086,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2,4.65,28.02,14,,
1103,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.588,27.02,29,,
1086,Pacuta,Tank1,ATAC,Phys,20181101,11/1/18,Time4,4.664,27.07,42,,
1086,Pacuta,Tank1,ATAC,Phys,20181115,11/15/18,Time5,4.87,25.96,,,
1087,Pacuta,Tank1,ATAC,Phys,20181213,12/13/18,Time7,3.375,23.25,,,
1087,Pacuta,Tank1,ATAC,Phys,20180920,9/20/18,Time0,3.196,27.96,NA,,
1087,Pacuta,Tank1,ATAC,Phys,20180927,9/27/18,Time1,3.254,27.58,7,,almost dead
1087,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2,3.287,27.99,14,,
1105,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.079,27.01,29,,
1087,Pacuta,Tank1,ATAC,Phys,20181102,11/2/18,Time4,3.49,27.06,43,,Found at all 5 BW timepoints in Tank 1 & all imageJ photos; never on initial master sheet
1087,Pacuta,Tank1,ATAC,Phys no weigh,20181115,11/15/18,Time5,3.414,25.94,,,Phys no weigh
1087,Pacuta,Tank1,ATAC,Phys,20181129,11/29/18,Time6,3.423,24.99,,,In Tank1
1088,Pacuta,Tank1,ATAC,Phys,20180920,9/20/18,Time0,2.428,27.97,NA,,
1088,Pacuta,Tank1,ATAC,Phys,20180928,9/28/18,Time1,2.479,28.39,8,,
1088,Pacuta,Tank1,ATAC,Phys,20181004,10/4/18,Time2,2.528,28.01,14,,
1106,Mcapitata,Tank1,ATAC,Phys,20181019,10/19/18,Time3,2.023,27.08,29,,
1088,Pacuta,Tank1,ATAC,Phys,20181101,11/1/18,Time4,2.835,27.03,42,,
1091,Mcapitata,Tank2,HTHC,Phys,20180920,9/20/18,Time0,2.105,28.01,NA,,
1091,Mcapitata,Tank2,HTHC,Phys,20180928,9/28/18,Time1,2.133,28.56,8,,
1091,Mcapitata,Tank2,HTHC,Phys,20181004,10/4/18,Time2,2.16,29.07,14,,
1111,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,NA,NA,29,,wasn't found
1091,Mcapitata,Tank2,HTHC,Phys,20181101,11/1/18,Time4,2.266,29.35,42,,
1091,Mcapitata,Tank2,HTHC,Phys,20181115,11/15/18,Time5,2.312,29.38,,,
1092,Mcapitata,Tank2,HTHC,Phys,20180920,9/20/18,Time0,2.087,28.01,NA,,
1092,Mcapitata,Tank2,HTHC,Phys,20180928,9/28/18,Time1,2.097,28.58,8,,
1092,Mcapitata,Tank2,HTHC,Phys,20181004,10/4/18,Time2,2.104,29.07,14,,
1112,Pacuta,Tank1,ATAC,Phys,20181019,10/19/18,Time3,5.523,27.01,29,,
1093,Pacuta,Tank2,HTHC,Phys no weigh,20181101,11/1/18,Time4,NA,NA,42,,Phys no weigh
