PLUG.ID,Species,Tank,Treatment,Analysis,Date,Date.Format,TimePoint,Mass.g,Temp.C,Days,QC,Notes
1282,Pacuta,Tank5,HTHC,Phys,20181129,11/29/18,Time6,4.111,26.06,,,
1283,Pacuta,Tank5,HTHC,Phys,20181101,11/1/18,Time4,2.056,28.74,42,,
1283,Pacuta,Tank5,HTHC,Phys,20181116,11/16/18,Time5,2.047,29.09,,,
1283,Pacuta,Tank5,HTHC,Phys,20181129,11/29/18,Time6,2.036,26.04,,,
1284,Mcapitata,Tank4,HTAC,Phys,20180920,9/20/18,Time0,3.577,27.97,NA,,
1284,Mcapitata,Tank4,HTAC,Phys,20180928,9/28/18,Time1,3.6,28.94,8,,
1284,Mcapitata,Tank4,HTAC,Phys,20181004,10/4/18,Time2,3.623,29.36,14,,
2565,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,4.568,26.49,27,,
1284,Mcapitata,Tank4,HTAC,Phys,20181101,11/1/18,Time4,3.776,29.36,42,,
1284,Mcapitata,Tank4,HTAC,Phys,20181116,11/16/18,Time5,3.921,28.76,,,
1284,Mcapitata,Tank4,HTAC,Phys,20181129,11/29/18,Time6,3.813,26.26,,,
1284,Mcapitata,Tank4,HTAC,Phys,20181227,12/27/18,Time8,3.901,24.71,,,
1284,Mcapitata,Tank4,HTAC,Phys,20190110,1/10/19,Time9,3.993,23.88,,,
1285,Mcapitata,Tank4,HTAC,Phys,20180920,9/20/18,Time0,3.054,27.99,NA,,
1285,Mcapitata,Tank4,HTAC,Phys,20180928,9/28/18,Time1,3.074,28.89,8,,
1285,Mcapitata,Tank4,HTAC,Phys,20181004,10/4/18,Time2,3.078,29.36,14,,
2566,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,6.372,26.5,27,,
1285,Mcapitata,Tank4,HTAC,Phys,20181101,11/1/18,Time4,3.134,29.35,42,,
1286,Mcapitata,Tank4,HTAC,Phys,20180920,9/20/18,Time0,1.976,27.99,NA,,
1286,Mcapitata,Tank4,HTAC,Phys,20180928,9/28/18,Time1,1.986,29.08,8,,
1286,Mcapitata,Tank4,HTAC,Phys,20181004,10/4/18,Time2,1.994,29.24,14,,
2659,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,2.525,26.38,27,,
1286,Mcapitata,Tank4,HTAC,Phys,20181101,11/1/18,Time4,2.094,29.37,42,,
1287,Pacuta,Tank4,HTAC,Phys,20180920,9/20/18,Time0,2.528,28,NA,,
1287,Pacuta,Tank4,HTAC,Phys,20180928,9/28/18,Time1,2.546,29.06,8,,
1287,Pacuta,Tank4,HTAC,Phys,20181004,10/4/18,Time2,2.544,29.2,14,,
2742,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,NA,NA,27,,
1287,Pacuta,Tank4,HTAC,Phys,20181101,11/1/18,Time4,2.671,29.5,42,,
1287,Pacuta,Tank4,HTAC,Phys,20181116,11/16/18,Time5,2.771,29,,,
1287,Pacuta,Tank4,HTAC,Phys,20181129,11/29/18,Time6,2.642,26.25,,,
1288,Pacuta,Tank4,HTAC,Phys,20180920,9/20/18,Time0,3.216,27.99,NA,,
1288,Pacuta,Tank4,HTAC,Phys,20180928,9/28/18,Time1,3.24,28.91,8,,
1288,Pacuta,Tank4,HTAC,Phys,20181004,10/4/18,Time2,3.239,29.19,14,,
2749,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,4.268,26.37,27,,
1288,Pacuta,Tank4,HTAC,Phys,20181101,11/1/18,Time4,3.297,29.36,42,,
1292,Mcapitata,Tank4,HTAC,Phys,20180920,9/20/18,Time0,4.104,27.97,NA,,
1292,Mcapitata,Tank4,HTAC,Phys,20180928,9/28/18,Time1,4.129,29.02,8,,
1292,Mcapitata,Tank4,HTAC,Phys,20181004,10/4/18,Time2,4.12,29.18,14,,
2751,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,1.941,26.41,27,,
1298,Pacuta,Tank4,HTAC,Phys,20180920,9/20/18,Time0,6.773,27.99,NA,,
1298,Pacuta,Tank4,HTAC,Phys,20180928,9/28/18,Time1,6.856,29,8,,
1298,Pacuta,Tank4,HTAC,Phys,20181004,10/4/18,Time2,6.903,29.26,14,,
2751,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3b,1.728,26.4,27,,
1298,Pacuta,Tank4,HTAC,Phys,20181101,11/1/18,Time4,7.03,29.47,42,,
1300,Mcapitata,Tank3,ATHC,Phys,20180920,9/20/18,Time0,3.945,28.02,NA,,
1300,Mcapitata,Tank3,ATHC,Phys,20180928,9/28/18,Time1,4.008,28.29,8,,
1300,Mcapitata,Tank3,ATHC,Phys,20181004,10/4/18,Time2,4.047,28.3,14,,
2755,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,3.437,26.52,27,,
1300,Mcapitata,Tank3,ATHC,Phys,20181101,11/1/18,Time4,4.326,27.4,42,,
1300,Mcapitata,Tank3,ATHC,Phys,20181115,11/15/18,Time5,4.509,26.5,,,
1302,Pacuta,Tank4,HTAC,Phys,20180920,9/20/18,Time0,2.783,27.97,NA,,
1302,Pacuta,Tank4,HTAC,Phys,20180928,9/28/18,Time1,2.809,28.91,8,,
1302,Pacuta,Tank4,HTAC,Phys,20181004,10/4/18,Time2,2.824,29.33,14,,
2756,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,3.445,26.51,27,,
1302,Pacuta,Tank4,HTAC,Phys,20181101,11/1/18,Time4,2.895,29.4,42,,
1306,Mcapitata,Tank4,HTAC,Phys,20180920,9/20/18,Time0,4.202,27.98,NA,,
1306,Mcapitata,Tank4,HTAC,Phys,20180928,9/28/18,Time1,4.288,28.9,8,,
1306,Mcapitata,Tank4,HTAC,Phys,20181004,10/4/18,Time2,4.344,29.32,14,,
2757,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,2.817,26.46,27,,
1306,Mcapitata,Tank4,HTAC,Phys,20181101,11/1/18,Time4,4.578,29.4,42,,
1309,Mcapitata,Tank4,HTAC,Phys,20180920,9/20/18,Time0,2.29,27.97,NA,,
1309,Mcapitata,Tank4,HTAC,Phys,20180928,9/28/18,Time1,2.308,29.01,8,,
1309,Mcapitata,Tank4,HTAC,Phys,20181004,10/4/18,Time2,2.314,29.18,14,,
2758,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,4.692,26.47,27,,
1309,Mcapitata,Tank4,HTAC,Phys,20181101,11/1/18,Time4,2.404,29.56,42,,
1309,Mcapitata,Tank4,HTAC,Phys,20181116,11/16/18,Time5,2.6,29.02,,,
1310,Mcapitata,Tank4,HTAC,Phys,20180920,9/20/18,Time0,1.589,27.99,NA,,
1310,Mcapitata,Tank4,HTAC,Phys,20180928,9/28/18,Time1,1.589,29.05,8,,
1310,Mcapitata,Tank4,HTAC,Phys,20181004,10/4/18,Time2,1.583,29.21,14,,
2853,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,3.156,26.49,27,,
1310,Mcapitata,Tank4,HTAC,Phys,20181101,11/1/18,Time4,1.62,29.51,42,,
1310,Mcapitata,Tank4,HTAC,Phys,20181116,11/16/18,Time5,1.747,28.94,,,
1310,Mcapitata,Tank4,HTAC,Phys,20181129,11/29/18,Time6,1.61,26.24,,,
1312,Mcapitata,Tank5,HTHC,Phys,20181213,12/13/18,Time7,2.958,24.04,,,
1312,Mcapitata,Tank5,HTHC,Phys,20180921,9/21/18,Time0,2.855,27.55,NA,,
1312,Mcapitata,Tank5,HTHC,Phys,20180927,9/27/18,Time1,2.894,28.53,6,,
1312,Mcapitata,Tank5,HTHC,Phys,20181004,10/4/18,Time2,2.936,29.49,14,,
2856,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,2.953,26.37,27,,
1312,Mcapitata,Tank5,HTHC,Phys,20181101,11/1/18,Time4,3.014,28.73,41,,
1312,Mcapitata,Tank5,HTHC,Phys,20181116,11/16/18,Time5,2.988,29.41,,,
1312,Mcapitata,Tank5,HTHC,Phys,20181129,11/29/18,Time6,2.959,26.07,,,
1313,Pacuta,Tank4,HTAC,Phys,20180920,9/20/18,Time0,2.167,27.99,NA,,
1313,Pacuta,Tank4,HTAC,Phys,20180928,9/28/18,Time1,2.199,28.65,8,,weighed then reglued then reweighed as Time 1b
1313,Pacuta,Tank4,HTAC,Phys,20180928,9/28/18,Time1b,2.134,28.66,7,,"reweighed, new initial weight"
1313,Pacuta,Tank4,HTAC,Phys,20181004,10/4/18,Time2,2.082,29.35,14,,
2857,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,2.175,26.37,27,,
1313,Pacuta,Tank4,HTAC,Phys,20181101,11/1/18,Time4,NA,NA,42,,Not found
1313,Pacuta,Tank4,HTAC,Phys,20181116,11/16/18,Time5,NA,NA,,,
1315,Mcapitata,Tank4,HTAC,Phys,20181101,11/1/18,Time4,2.17,29.47,42,,
1315,Mcapitata,Tank4,HTAC,Phys,20181116,11/16/18,Time5,2.357,28.94,,,
1316,Mcapitata,Tank4,HTAC,Phys,20180920,9/20/18,Time0,2.852,27.98,NA,,
1316,Mcapitata,Tank4,HTAC,Phys,20180928,9/28/18,Time1,2.886,28.93,8,,
1316,Mcapitata,Tank4,HTAC,Phys,20181004,10/4/18,Time2,2.916,29.18,14,,
2858,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,2.89,26.42,27,,
1318,Mcapitata,Tank4,HTAC,Phys,20180920,9/20/18,Time0,2.436,27.98,NA,,
1318,Mcapitata,Tank4,HTAC,Phys,20180928,9/28/18,Time1,2.455,29.08,8,,
1318,Mcapitata,Tank4,HTAC,Phys,20181004,10/4/18,Time2,2.47,29.27,14,,
2863,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,1.957,26.47,27,,
1318,Mcapitata,Tank4,HTAC,Phys,20181101,11/1/18,Time4,2.638,29.52,42,,
1318,Mcapitata,Tank4,HTAC,Phys,20181116,11/16/18,Time5,2.838,29,,,
1318,Mcapitata,Tank4,HTAC,Phys,20181129,11/29/18,Time6,2.772,26.24,,,
1322,Pacuta,Tank4,HTAC,Phys,20180920,9/20/18,Time0,2.237,27.99,NA,,
1322,Pacuta,Tank4,HTAC,Phys,20180928,9/28/18,Time1,2.241,28.93,8,,
1322,Pacuta,Tank4,HTAC,Phys,20181004,10/4/18,Time2,2.234,29.33,14,,
2867,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,2.274,26.37,27,,
1322,Pacuta,Tank4,HTAC,Phys,20181101,11/1/18,Time4,2.287,29.39,42,,
1322,Pacuta,Tank4,HTAC,Phys,20181116,11/16/18,Time5,2.406,28.76,,,
1322,Pacuta,Tank4,HTAC,Phys,20181129,11/29/18,Time6,2.276,26.25,,,
1325,Mcapitata,Tank4,HTAC,Phys,20180920,9/20/18,Time0,2.757,27.98,NA,,
1325,Mcapitata,Tank4,HTAC,Phys,20180928,9/28/18,Time1,2.781,29.01,8,,
1325,Mcapitata,Tank4,HTAC,Phys,20181004,10/4/18,Time2,2.803,29.17,14,,
2869,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,2.006,26.37,27,,
1325,Mcapitata,Tank4,HTAC,Phys,20181101,11/1/18,Time4,2.884,29.5,42,,
1325,Mcapitata,Tank4,HTAC,Phys,20181116,11/16/18,Time5,3.019,28.85,,,
1327,Pacuta,Tank4,HTAC,Phys,20180920,9/20/18,Time0,2.411,27.99,NA,,
1327,Pacuta,Tank4,HTAC,Phys,20180928,9/28/18,Time1,2.434,29.07,8,,weighed then reglued then reweighed as Time 1b
1327,Pacuta,Tank4,HTAC,Phys,20180928,9/28/18,Time1b,2.329,29.02,7,,"reweighed, new initial weight"
1327,Pacuta,Tank4,HTAC,Phys,20181004,10/4/18,Time2,2.351,29.28,14,,
2872,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,1.627,26.37,27,,
1327,Pacuta,Tank4,HTAC,Phys,20181101,11/1/18,Time4,2.414,29.53,42,,
1327,Pacuta,Tank4,HTAC,Phys,20181116,11/16/18,Time5,2.527,28.75,,,
1331,Mcapitata,Tank5,HTHC,Molecular,20181101,11/1/18,Time4,2.304,28.75,42,,Molecular
1332,Mcapitata,Tank5,HTHC,Phys,20180920,9/20/18,Time0,1.871,27.94,NA,,
1332,Mcapitata,Tank5,HTHC,Phys,20180927,9/27/18,Time1,1.883,28.33,7,,
1332,Mcapitata,Tank5,HTHC,Phys,20181004,10/4/18,Time2,1.901,29.42,14,,
2876,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,1.612,26.49,27,,
1332,Mcapitata,Tank5,HTHC,Phys,20181101,11/1/18,Time4,1.986,28.73,42,,
1332,Mcapitata,Tank5,HTHC,Phys,20181116,11/16/18,Time5,2,29.38,,,
1334,Mcapitata,Tank5,HTHC,Phys,20181101,11/1/18,Time4,3.053,28.62,42,,
1334,Mcapitata,Tank5,HTHC,Phys,20181116,11/16/18,Time5,NA,NA,,,Not found
1337,Mcapitata,Tank5,HTHC,Phys,20181213,12/13/18,Time7,3.432,24.04,,,
1337,Mcapitata,Tank5,HTHC,Phys,20180921,9/21/18,Time0,3.278,27.55,NA,,
1337,Mcapitata,Tank5,HTHC,Phys,20180927,9/27/18,Time1,3.334,28.36,6,,
1337,Mcapitata,Tank5,HTHC,Phys,20181004,10/4/18,Time2,3.398,29.36,14,,
2879,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,3.577,26.38,27,,
1337,Mcapitata,Tank5,HTHC,Phys,20181101,11/1/18,Time4,3.449,28.75,41,,
1337,Mcapitata,Tank5,HTHC,Phys,20181116,11/16/18,Time5,3.448,29.1,,,
1337,Mcapitata,Tank5,HTHC,Phys,20181129,11/29/18,Time6,3.431,26.07,,,
1340,Pacuta,Tank5,HTHC,Phys,20180920,9/20/18,Time0,2.953,27.94,NA,,
1340,Pacuta,Tank5,HTHC,Phys,20180928,9/28/18,Time1,2.976,28.98,8,,weighed then reglued then reweighed as Time 1b
1340,Pacuta,Tank5,HTHC,Phys,20180928,9/28/18,Time1b,2.881,29.01,7,,"reweighed, new initial weight"
1340,Pacuta,Tank5,HTHC,Phys,20181004,10/4/18,Time2,2.911,29.49,14,,
2881,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,2.797,26.48,27,,
1340,Pacuta,Tank5,HTHC,Phys,20181101,11/1/18,Time4,2.949,28.68,42,,
1340,Pacuta,Tank5,HTHC,Phys,20181116,11/16/18,Time5,2.933,29.38,,,
1341,Mcapitata,Tank5,HTHC,Phys,20181213,12/13/18,Time7,2.651,24.04,,,
1341,Mcapitata,Tank5,HTHC,Phys no weigh,20181101,11/1/18,Time4,2.619,28.71,42,,Phys no weigh
1341,Mcapitata,Tank5,HTHC,Phys,20181116,11/16/18,Time5,2.633,29.45,,,
1341,Mcapitata,Tank5,HTHC,Phys,20181129,11/29/18,Time6,2.625,26.05,,,
1342,Pacuta,Tank5,HTHC,Phys,20180920,9/20/18,Time0,2.879,27.94,NA,,
1342,Pacuta,Tank5,HTHC,Phys,20180927,9/27/18,Time1,2.94,28.48,7,,
1342,Pacuta,Tank5,HTHC,Phys,20181004,10/4/18,Time2,3.026,29.51,14,,
2882,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,4.71,26.52,27,,
1342,Pacuta,Tank5,HTHC,Phys,20181101,11/1/18,Time4,3.141,28.76,42,,
1342,Pacuta,Tank5,HTHC,Phys,20181116,11/16/18,Time5,3.168,29.25,,,
1342,Pacuta,Tank5,HTHC,Phys,20181129,11/29/18,Time6,3.148,26.06,,,
1344,Pacuta,Tank4,HTAC,Phys,20180920,9/20/18,Time0,3.192,27.99,NA,,
1344,Pacuta,Tank4,HTAC,Phys,20180928,9/28/18,Time1,3.269,29.01,8,,
1344,Pacuta,Tank4,HTAC,Phys,20181004,10/4/18,Time2,3.341,29.23,14,,
1353,Mcapitata,Tank5,HTHC,Phys,20180920,9/20/18,Time0,1.968,27.93,NA,,
1353,Mcapitata,Tank5,HTHC,Phys,20180927,9/27/18,Time1,1.985,28.35,7,,
1353,Mcapitata,Tank5,HTHC,Phys,20181004,10/4/18,Time2,2.003,29.42,14,,
2979,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,6.948,26.48,27,,
1408,Mcapitata,Tank5,HTHC,Phys,20181213,12/13/18,Time7,2.144,24.06,,,
1408,Mcapitata,Tank5,HTHC,Phys,20180920,9/20/18,Time0,2.075,27.93,NA,,
1408,Mcapitata,Tank5,HTHC,Phys,20180927,9/27/18,Time1,2.119,28.55,7,,
1408,Mcapitata,Tank5,HTHC,Phys,20181004,10/4/18,Time2,2.131,29.44,14,,
2980,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,3.394,26.42,27,,
1408,Mcapitata,Tank5,HTHC,Phys,20181101,11/1/18,Time4,2.143,28.67,42,,
1408,Mcapitata,Tank5,HTHC,Phys,20181116,11/16/18,Time5,2.169,29.44,,,
1408,Mcapitata,Tank5,HTHC,Phys,20181129,11/29/18,Time6,2.108,26.05,,,
1410,Mcapitata,Tank5,HTHC,Phys,20180921,9/21/18,Time0,2.495,27.52,NA,,
1410,Mcapitata,Tank5,HTHC,Phys,20180927,9/27/18,Time1,2.531,28.46,6,,
1410,Mcapitata,Tank5,HTHC,Phys,20181004,10/4/18,Time2,2.535,29.34,14,,
2982,Pacuta,Tank12,ATHC,Phys no weigh,20181018,10/18/18,Time3,3.106,26.46,27,,
1410,Mcapitata,Tank5,HTHC,Phys,20181101,11/1/18,Time4,2.659,28.64,41,,
1411,Pacuta,Tank5,HTHC,Phys,20180920,9/20/18,Time0,2.92,27.94,NA,,
1411,Pacuta,Tank5,HTHC,Phys,20180927,9/27/18,Time1,2.945,28.52,7,,
1411,Pacuta,Tank5,HTHC,Phys,20181004,10/4/18,Time2,2.98,29.41,14,,
2982,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3b,3.016,26.45,27,,
1413,Mcapitata,Tank5,HTHC,Phys,20180920,9/20/18,Time0,1.729,27.95,NA,,
1413,Mcapitata,Tank5,HTHC,Phys,20180927,9/27/18,Time1,1.768,28.38,7,,
1413,Mcapitata,Tank5,HTHC,Phys,20181004,10/4/18,Time2,1.801,29.36,14,,
2983,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,2.771,26.38,27,,
1413,Mcapitata,Tank5,HTHC,Phys,20181101,11/1/18,Time4,NA,NA,42,,Not found
1414,Pacuta,Tank5,HTHC,Phys,20180920,9/20/18,Time0,4.067,27.96,NA,,
1414,Pacuta,Tank5,HTHC,Phys,20180927,9/27/18,Time1,4.094,28.37,7,,
1414,Pacuta,Tank5,HTHC,Phys,20181004,10/4/18,Time2,4.118,29.51,14,,
2985,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,NA,NA,27,,
1416,Pacuta,Tank5,HTHC,Phys,20181213,12/13/18,Time7,4.42,24.03,,,
1416,Pacuta,Tank5,HTHC,Phys no weigh,20181101,11/1/18,Time4,4.416,28.67,42,,Phys no weigh
1416,Pacuta,Tank5,HTHC,Phys,20181116,11/16/18,Time5,4.432,29.43,,,
1416,Pacuta,Tank5,HTHC,Phys,20181129,11/29/18,Time6,4.329,26.07,,,
1417,Mcapitata,Tank5,HTHC,Phys,20181213,12/13/18,Time7,2.463,24.04,,,
1417,Mcapitata,Tank5,HTHC,Phys,20180921,9/21/18,Time0,2.264,27.57,NA,,
1417,Mcapitata,Tank5,HTHC,Phys,20180927,9/27/18,Time1,2.275,28.36,6,,
1417,Mcapitata,Tank5,HTHC,Phys,20181004,10/4/18,Time2,2.291,29.39,14,,
2988,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,2.48,26.38,27,,Not found
1417,Mcapitata,Tank5,HTHC,Phys,20181101,11/1/18,Time4,2.377,28.74,41,,
1417,Mcapitata,Tank5,HTHC,Phys,20181116,11/16/18,Time5,2.427,29.3,,,
1417,Mcapitata,Tank5,HTHC,Phys,20181129,11/29/18,Time6,2.437,26.05,,,
1417,Mcapitata,Tank5,HTHC,Phys,20181227,12/27/18,Time8,2.502,24.67,,,
1417,Mcapitata,Tank5,HTHC,Phys,20190110,1/10/19,Time9,2.547,23.84,,,
1419,Mcapitata,Tank5,HTHC,Phys,20180920,9/20/18,Time0,2.362,27.94,NA,,
1419,Mcapitata,Tank5,HTHC,Phys,20180927,9/27/18,Time1,2.391,28.42,7,,
1419,Mcapitata,Tank5,HTHC,Phys,20181004,10/4/18,Time2,2.393,29.27,14,,
2989,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,4.454,26.36,27,,
1419,Mcapitata,Tank5,HTHC,Phys,20181101,11/1/18,Time4,2.452,28.67,42,,
2990,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,NA,NA,27,,
1420,Mcapitata,Tank6,ATAC,Molecular,20181102,11/2/18,Time4,2.507,26.88,42,,Molecular
1421,Pacuta,Tank5,HTHC,Phys,20180920,9/20/18,Time0,4.381,27.97,NA,,
1421,Pacuta,Tank5,HTHC,Phys,20180927,9/27/18,Time1,4.402,28.54,7,,
1421,Pacuta,Tank5,HTHC,Phys,20181004,10/4/18,Time2,4.434,29.35,14,,
2996,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,NA,NA,27,,Molecular
1421,Pacuta,Tank5,HTHC,Phys,20181101,11/1/18,Time4,4.534,28.72,42,,
1421,Pacuta,Tank5,HTHC,Phys,20181116,11/16/18,Time5,4.553,29.34,,,
1421,Pacuta,Tank5,HTHC,Phys,20181129,11/29/18,Time6,4.524,26.06,,,
1422,Pacuta,Tank5,HTHC,Phys,20180920,9/20/18,Time0,4.138,27.98,NA,,
1422,Pacuta,Tank5,HTHC,Phys,20180927,9/27/18,Time1,4.184,28.35,7,,
1422,Pacuta,Tank5,HTHC,Phys,20181004,10/4/18,Time2,4.231,29.41,14,,
2997,Pacuta,Tank12,ATHC,Phys,20181018,10/18/18,Time3,3.575,26.39,27,,Sampled on 20181006
1422,Pacuta,Tank5,HTHC,Phys,20181101,11/1/18,Time4,4.33,28.76,42,,
1423,Pacuta,Tank6,ATAC,Phys,20180921,9/21/18,Time0,6.159,28.09,NA,,
1423,Pacuta,Tank6,ATAC,Phys,20180927,9/27/18,Time1,6.241,27.45,6,,
1423,Pacuta,Tank6,ATAC,Phys,20181004,10/4/18,Time2,6.403,28.07,13,,
3002,Mcapitata,Tank12,ATHC,Phys,20181018,10/18/18,Time3,2.496,26.4,27,,Sampled on 20181006
1423,Pacuta,Tank6,ATAC,Phys,20181102,11/2/18,Time4,6.845,26.84,42,,
1424,Mcapitata,Tank6,ATAC,Phys,20181213,12/13/18,Time7,4.458,24.05,,,
1424,Mcapitata,Tank6,ATAC,Phys,20180921,9/21/18,Time0,3.623,28.08,NA,,
1424,Mcapitata,Tank6,ATAC,Phys,20180927,9/27/18,Time1,3.68,27.44,6,,
1424,Mcapitata,Tank6,ATAC,Phys,20181004,10/4/18,Time2,3.751,28.05,13,,
1071,Mcapitata,Tank2,HTHC,Phys,20181019,10/19/18,Time3,2.818,29.31,29,,
1424,Mcapitata,Tank6,ATAC,Phys,20181102,11/2/18,Time4,4.015,26.86,42,,
1424,Mcapitata,Tank6,ATAC,Phys,20181115,11/15/18,Time5,4.128,26.31,,,
1424,Mcapitata,Tank6,ATAC,Phys,20181129,11/29/18,Time6,4.324,26.17,,,
1431,Pacuta,Tank6,ATAC,Phys,20181213,12/13/18,Time7,5.971,24.07,,,
1431,Pacuta,Tank6,ATAC,Phys,20180921,9/21/18,Time0,5.504,28.17,NA,,
1431,Pacuta,Tank6,ATAC,Phys,20180927,9/27/18,Time1,5.543,27.44,6,,
1431,Pacuta,Tank6,ATAC,Phys,20181004,10/4/18,Time2,5.61,28.07,13,,
1074,Mcapitata,Tank2,HTHC,Phys,20181019,10/19/18,Time3,2.951,29.12,29,,
1431,Pacuta,Tank6,ATAC,Phys,20181102,11/2/18,Time4,5.741,26.84,42,,
1431,Pacuta,Tank6,ATAC,Phys,20181115,11/15/18,Time5,5.824,26.33,,,
1431,Pacuta,Tank6,ATAC,Phys,20181129,11/29/18,Time6,5.931,26.14,,,
1433,Mcapitata,Tank6,ATAC,Phys,20181213,12/13/18,Time7,2.021,24.04,,,
1433,Mcapitata,Tank6,ATAC,Phys,20180921,9/21/18,Time0,1.623,28.1,NA,,
1433,Mcapitata,Tank6,ATAC,Phys,20180927,9/27/18,Time1,1.649,27.44,6,,
1433,Mcapitata,Tank6,ATAC,Phys,20181004,10/4/18,Time2,1.669,28.07,13,,
1078,Mcapitata,Tank2,HTHC,Phys,20181019,10/19/18,Time3,2.664,29.17,29,,
1433,Mcapitata,Tank6,ATAC,Phys,20181102,11/2/18,Time4,1.78,26.85,42,,
1433,Mcapitata,Tank6,ATAC,Phys,20181115,11/15/18,Time5,1.848,26.32,,,
1433,Mcapitata,Tank6,ATAC,Phys,20181129,11/29/18,Time6,1.981,26.17,,,
1433,Mcapitata,Tank6,ATAC,Phys,20181227,12/27/18,Time8,2.109,24.58,,,
1433,Mcapitata,Tank6,ATAC,Phys,20190110,1/10/19,Time9,2.195,23.78,,,
1434,Pacuta,Tank6,ATAC,Phys,20181213,12/13/18,Time7,6.452,24.06,,,
1434,Pacuta,Tank6,ATAC,Phys,20180921,9/21/18,Time0,6.017,28.13,NA,,
1434,Pacuta,Tank6,ATAC,Phys,20180928,9/28/18,Time1,6.092,28.07,7,,weighed then reglued then reweighed as Time 1b
1434,Pacuta,Tank6,ATAC,Phys,20180928,9/28/18,Time1b,5.945,28.09,7,,"reweighed, new initial weight"
1434,Pacuta,Tank6,ATAC,Phys,20181004,10/4/18,Time2,6.001,28.04,13,,
1085,Mcapitata,Tank2,HTHC,Phys,20181019,10/19/18,Time3,3.049,29.25,29,,
1434,Pacuta,Tank6,ATAC,Phys,20181102,11/2/18,Time4,6.265,26.91,42,,
1434,Pacuta,Tank6,ATAC,Phys,20181115,11/15/18,Time5,6.31,26.32,,,
1434,Pacuta,Tank6,ATAC,Phys,20181129,11/29/18,Time6,6.409,26.17,,,
1434,Pacuta,Tank6,ATAC,Phys,20181227,12/27/18,Time8,6.495,24.59,,,
1434,Pacuta,Tank6,ATAC,Phys,20190110,1/10/19,Time9,6.558,23.75,,,
1438,Mcapitata,Tank6,ATAC,Phys,20180921,9/21/18,Time0,2.2,28.18,NA,,
1438,Mcapitata,Tank6,ATAC,Phys,20180927,9/27/18,Time1,2.228,27.46,6,,
1438,Mcapitata,Tank6,ATAC,Phys,20181004,10/4/18,Time2,2.257,28.07,13,,
1091,Mcapitata,Tank2,HTHC,Phys,20181019,10/19/18,Time3,2.23,29.29,29,,
1438,Mcapitata,Tank6,ATAC,Phys,20181102,11/2/18,Time4,2.428,26.89,42,,Found in Tank 6
1438,Mcapitata,Tank6,ATAC,Phys,20181115,11/15/18,Time5,2.521,26.32,,,Found in Tank 6 BW 7 
1440,Mcapitata,Tank2,HTHC,Phys no weigh,20181101,11/1/18,Time4,NA,NA,42,,Phys no weigh
1440,Mcapitata,Tank2,HTHC,Phys no weigh,20181115,11/15/18,Time5,2.088,29.39,,,
1440,Mcapitata,Tank2,HTHC,Phys,20181129,11/29/18,Time6,2.073,26.1,,,
1441,Pacuta,Tank5,HTHC,Phys,20180920,9/20/18,Time0,5.252,27.96,NA,,
1441,Pacuta,Tank5,HTHC,Phys,20180927,9/27/18,Time1,5.261,28.34,7,,
1441,Pacuta,Tank5,HTHC,Phys,20181004,10/4/18,Time2,5.284,29.4,14,,
1092,Mcapitata,Tank2,HTHC,Phys,20181019,10/19/18,Time3,2.127,29.26,29,,
