"PLUG.ID","Species","Temperature","CO2","Treatment","Date.Time0_Init","Date.Format.Time0_Init","Dry.Weigh.g.Time0_Init","Date.Time0_Fin","Date.Format.Time0_Fin","Dry.Weigh.g.Time0_Fin","Date.Time1_Init","Date.Format.Time1_Init","Dry.Weigh.g.Time1_Init","Date.Time1_Fin","Date.Format.Time1_Fin","Dry.Weigh.g.Time1_Fin","Date.Time2_Init","Date.Format.Time2_Init","Dry.Weigh.g.Time2_Init","Date.Time2_Fin","Date.Format.Time2_Fin","Dry.Weigh.g.Time2_Fin","Date.Time3_Init","Date.Format.Time3_Init","Dry.Weigh.g.Time3_Init","Date.Time3_Fin","Date.Format.Time3_Fin","Dry.Weigh.g.Time3_Fin","Date.Time4_Init","Date.Format.Time4_Init","Dry.Weigh.g.Time4_Init","Date.Time4_Fin","Date.Format.Time4_Fin","Dry.Weigh.g.Time4_Fin","Date.Time5_Init","Date.Format.Time5_Init","Dry.Weigh.g.Time5_Init","Date.Time5_Fin","Date.Format.Time5_Fin","Dry.Weigh.g.Time5_Fin","Date.Time6_Init","Date.Format.Time6_Init","Dry.Weigh.g.Time6_Init","Date.Time6_Fin","Date.Format.Time6_Fin","Dry.Weigh.g.Time6_Fin","Date.Time7_Init","Date.Format.Time7_Init","Dry.Weigh.g.Time7_Init","Date.Time7_Fin","Date.Format.Time7_Fin","Dry.Weigh.g.Time7_Fin","Date.Time8_Init","Date.Format.Time8_Init","Dry.Weigh.g.Time8_Init","Date.Time8_Fin","Date.Format.Time8_Fin","Dry.Weigh.g.Time8_Fin","Days.Time0","Days.Time1","Days.Time2","Days.Time3","Days.Time4","Days.Time5","Days.Time6","Days.Time7","Days.Time8","Sample","weight1.g","weight2.g","Notes","delta.mass.g","SA.cm2","T0.g.d.cm2","T1.g.d.cm2","T2.g.d.cm2","T3.g.d.cm2","T4.g.d.cm2","T5.g.d.cm2","T6.g.d.cm2","T7.g.d.cm2","T8.g.d.cm2"
"1",1038,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",4.62571229128515,20180928,"9/28/18",4.71199781641612,20180928,"9/28/18",4.71199781641612,20181004,"10/4/18",4.78133966151805,20181004,"10/4/18",4.78133966151805,20181019,"10/19/18",5.01247665968093,20181019,"10/19/18",5.01247665968093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,15,NA,NA,NA,NA,NA,NA,"Coral",4.0563,4.6568,NA,0.600499999999999,27.1040215984355,0.00039793691139896,0.000426393335825927,0.000568518334258837,NA,NA,NA,NA,NA,NA
"2",1049,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",4.79674882450432,20180927,"9/27/18",4.81524157123496,20180927,"9/27/18",4.81524157123496,20181004,"10/4/18",4.86146517986192,20181004,"10/4/18",4.86146517986192,20181019,"10/19/18",4.98782266823278,20181019,"10/19/18",4.98782266823278,20181101,"11/1/18",5.24052687612917,20181101,"11/1/18",5.24052687612917,20181115,"11/15/18",5.09723202641382,20181115,"11/15/18",5.09723202641382,20181129,"11/29/18",5.23745771568992,20181129,"11/29/18",5.23745771568992,20181213,"12/13/18",5.20048743918694,20181213,"12/13/18",5.20048743918694,20181227,"12/27/18",5.26365644666887,20181227,"12/27/18",5.26365644666887,20190110,"1/10/19",5.31451036496972,7,7,15,13,14,14,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1052,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",6.29910357443395,20180928,"9/28/18",6.43161529953618,20180928,"9/28/18",6.43161529953618,20181004,"10/4/18",6.53177508983416,20181004,"10/4/18",6.53177508983416,20181019,"10/19/18",6.73826068001039,20181019,"10/19/18",6.73826068001039,20181101,"11/1/18",7.01099596777057,20181101,"11/1/18",7.01099596777057,20181115,"11/15/18",7.00484183557352,20181115,"11/15/18",7.00484183557352,20181129,"11/29/18",7.31918921727777,20181129,"11/29/18",7.31918921727777,20181213,"12/13/18",7.44401624258137,20181213,"12/13/18",7.44401624258137,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,15,13,14,14,14,NA,NA,"Coral",7.1047,7.9869,NA,0.8822,39.7093197976254,0.000417130429888886,0.000420387417061595,0.000346661843665521,0.000528330317087647,-1.10699672887411e-05,0.000565443692359313,0.000224537114676228,NA,NA
"4",1053,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",2.9461561098834,20180927,"9/27/18",2.98776109011987,20180927,"9/27/18",2.98776109011987,20181004,"10/4/18",3.03090407263064,20181004,"10/4/18",3.03090407263064,20181019,"10/19/18",3.14493240239782,20181019,"10/19/18",3.14493240239782,20181101,"11/1/18",3.43924005668854,20181101,"11/1/18",3.43924005668854,20181115,"11/15/18",3.45311250280059,20181115,"11/15/18",3.45311250280059,20181129,"11/29/18",3.55481467876962,20181129,"11/29/18",3.55481467876962,20181213,"12/13/18",3.58101704381665,20181213,"12/13/18",3.58101704381665,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,15,13,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1055,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",3.02319990534232,20180928,"9/28/18",3.09716021851167,20180928,"9/28/18",3.09716021851167,20181004,"10/4/18",3.16341930137581,20181004,"10/4/18",3.16341930137581,20181019,"10/19/18",3.28052987830394,20181019,"10/19/18",3.28052987830394,20181101,"11/1/18",3.51782500976268,20181101,"11/1/18",3.51782500976268,20181115,"11/15/18",3.45003070155138,20181115,"11/15/18",3.45003070155138,20181129,"11/29/18",3.47314793495741,20181129,"11/29/18",3.47314793495741,20181213,"12/13/18",3.42076503066533,20181213,"12/13/18",3.42076503066533,20181227,"12/27/18",3.4808547342857,20181227,"12/27/18",3.4808547342857,20190110,"1/10/19",3.35758719113517,8,6,15,13,14,14,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1057,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",5.16501845205499,20180927,"9/27/18",5.24206452193555,20180927,"9/27/18",5.24206452193555,20181004,"10/4/18",5.31910560985664,20181004,"10/4/18",5.31910560985664,20181019,"10/19/18",NA,20181019,"10/19/18",NA,20181101,"11/1/18",5.78907932176415,20181101,"11/1/18",5.78907932176415,20181115,"11/15/18",5.79062774900697,20181115,"11/15/18",5.79062774900697,20181129,"11/29/18",5.88308731839724,20181129,"11/29/18",5.88308731839724,20181213,"12/13/18",5.91699883204467,20181213,"12/13/18",5.91699883204467,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,15,13,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",1063,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",2.69499325173507,20180928,"9/28/18",2.76895473934914,20180928,"9/28/18",2.76895473934914,20181004,"10/4/18",2.81209944301659,20181004,"10/4/18",2.81209944301659,20181019,"10/19/18",2.89839199378678,20181019,"10/19/18",2.89839199378678,20181101,"11/1/18",3.14185068325192,20181101,"11/1/18",3.14185068325192,20181115,"11/15/18",3.10795541417735,20181115,"11/15/18",3.10795541417735,20181129,"11/29/18",3.2250659396033,20181129,"11/29/18",3.2250659396033,20181213,"12/13/18",3.22661342559936,20181213,"12/13/18",3.22661342559936,20181227,"12/27/18",3.34371610624924,20181227,"12/27/18",3.34371610624924,20190110,"1/10/19",3.10642302768633,8,6,15,13,14,14,14,14,14,"Coral",2.8719,3.1551,NA,0.2832,12.9057215678962,0.000716363351178788,0.000557177985496253,0.000445758626338467,0.0014511076656035,-0.000187598239699059,0.000648165039546024,8.56478372188204e-06,0.000648121621505001,-0.00131333265811337
"8",1064,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",3.64263221541828,20180928,"9/28/18",2.77203547225277,20180928,"9/28/18",2.77203547225277,20181004,"10/4/18",3.72738002885323,20181004,"10/4/18",3.72738002885323,20181019,"10/19/18",3.84603193695058,20181019,"10/19/18",3.84603193695058,20181101,"11/1/18",4.13725806010198,20181101,"11/1/18",4.13725806010198,20181115,"11/15/18",4.17116267071896,20181115,"11/15/18",4.17116267071896,20181129,"11/29/18",4.25283420607029,20181129,"11/29/18",4.25283420607029,20181213,"12/13/18",4.24667937008206,20181213,"12/13/18",4.24667937008206,20181227,"12/27/18",4.7967689439041,20181227,"12/27/18",4.7967689439041,20190110,"1/10/19",4.48859636887415,8,6,15,13,14,14,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",1065,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",3.87530471566775,20180928,"9/28/18",3.94926449753503,20180928,"9/28/18",3.94926449753503,20181004,"10/4/18",3.99086994182335,20181004,"10/4/18",3.99086994182335,20181019,"10/19/18",4.13879903647562,20181019,"10/19/18",4.13879903647562,20181101,"11/1/18",4.42848383643498,20181101,"11/1/18",4.42848383643498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,15,13,NA,NA,NA,NA,NA,"Coral",3.3611,3.9396,NA,0.5785,26.1195822644555,0.000353947955208713,0.000265480536576422,0.000377568811921823,0.000853131796868118,NA,NA,NA,NA,NA
"10",1076,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",5.15731382417949,20180928,"9/28/18",5.22819135393537,20180928,"9/28/18",5.22819135393537,20181004,"10/4/18",5.3052377215343,20181004,"10/4/18",5.3052377215343,20181019,"10/19/18",5.54870225991731,20181019,"10/19/18",5.54870225991731,20181101,"11/1/18",5.89539977637853,20181101,"11/1/18",5.89539977637853,20181115,"11/15/18",5.87845826795838,20181115,"11/15/18",5.87845826795838,20181129,"11/29/18",6.13425107766878,20181129,"11/29/18",6.13425107766878,20181213,"12/13/18",6.21438965875942,20181213,"12/13/18",6.21438965875942,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,15,13,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
