"PLUG.ID","Species","Temperature","CO2","Treatment","Date.Time0_Init","Date.Format.Time0_Init","Dry.Weigh.g.Time0_Init","Date.Time0_Fin","Date.Format.Time0_Fin","Dry.Weigh.g.Time0_Fin","Date.Time1_Init","Date.Format.Time1_Init","Dry.Weigh.g.Time1_Init","Date.Time1_Fin","Date.Format.Time1_Fin","Dry.Weigh.g.Time1_Fin","Date.Time2_Init","Date.Format.Time2_Init","Dry.Weigh.g.Time2_Init","Date.Time2_Fin","Date.Format.Time2_Fin","Dry.Weigh.g.Time2_Fin","Date.Time3_Init","Date.Format.Time3_Init","Dry.Weigh.g.Time3_Init","Date.Time3_Fin","Date.Format.Time3_Fin","Dry.Weigh.g.Time3_Fin","Date.Time4_Init","Date.Format.Time4_Init","Dry.Weigh.g.Time4_Init","Date.Time4_Fin","Date.Format.Time4_Fin","Dry.Weigh.g.Time4_Fin","Date.Time5_Init","Date.Format.Time5_Init","Dry.Weigh.g.Time5_Init","Date.Time5_Fin","Date.Format.Time5_Fin","Dry.Weigh.g.Time5_Fin","Date.Time6_Init","Date.Format.Time6_Init","Dry.Weigh.g.Time6_Init","Date.Time6_Fin","Date.Format.Time6_Fin","Dry.Weigh.g.Time6_Fin","Date.Time7_Init","Date.Format.Time7_Init","Dry.Weigh.g.Time7_Init","Date.Time7_Fin","Date.Format.Time7_Fin","Dry.Weigh.g.Time7_Fin","Date.Time8_Init","Date.Format.Time8_Init","Dry.Weigh.g.Time8_Init","Date.Time8_Fin","Date.Format.Time8_Fin","Dry.Weigh.g.Time8_Fin","Days.Time0","Days.Time1","Days.Time2","Days.Time3","Days.Time4","Days.Time5","Days.Time6","Days.Time7","Days.Time8","Sample","weight1.g","weight2.g","Notes","delta.mass.g","SA.cm2","T0.g.d.cm2","T1.g.d.cm2","T2.g.d.cm2","T3.g.d.cm2","T4.g.d.cm2","T5.g.d.cm2","T6.g.d.cm2","T7.g.d.cm2","T8.g.d.cm2"
"11",1081,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",3.55788455268849,20180928,"9/28/18",3.62259884264723,20180928,"9/28/18",3.62259884264723,20181004,"10/4/18",3.636468493413,20181004,"10/4/18",3.636468493413,20181019,"10/19/18",3.68423985910757,20181019,"10/19/18",3.68423985910757,20181101,"11/1/18",3.9122896986849,20181101,"11/1/18",3.9122896986849,20181115,"11/15/18",3.75512533117399,20181115,"11/15/18",3.75512533117399,20181129,"11/29/18",3.90613571911561,20181129,"11/29/18",3.90613571911561,20181213,"12/13/18",3.85067203274909,20181213,"12/13/18",3.85067203274909,20181227,"12/27/18",4.3391266771712,20181227,"12/27/18",4.3391266771712,20190110,"1/10/19",3.94312327770303,8,6,15,13,14,14,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",1102,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",2.41147217795753,20180928,"9/28/18",2.44074718624146,20180928,"9/28/18",2.44074718624146,20181004,"10/4/18",2.45153436374762,20181004,"10/4/18",2.45153436374762,20181019,"10/19/18",2.50700882836906,20181019,"10/19/18",2.50700882836906,20181101,"11/1/18",2.69037327015152,20181101,"11/1/18",2.69037327015152,20181115,"11/15/18",2.69808124231767,20181115,"11/15/18",2.69808124231767,20181129,"11/29/18",2.72736103464877,20181129,"11/29/18",2.72736103464877,20181213,"12/13/18",2.68884448954142,20181213,"12/13/18",2.68884448954142,20181227,"12/27/18",2.74893533397461,20181227,"12/27/18",2.74893533397461,20190110,"1/10/19",2.77513287344399,8,6,15,13,14,14,14,14,14,"Coral",1.6698,1.9076,NA,0.2378,10.8741967605011,0.000336519203770907,0.000165332939737024,0.000340098466386309,0.00129710335124923,5.06308146307852e-05,0.000192328112503166,-0.000253000920801367,0.000394714503363597,0.000172081934919407
"13",1105,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",3.09716238670588,20180927,"9/27/18",3.13106253073391,20180927,"9/27/18",3.13106253073391,20181004,"10/4/18",3.13722451380884,20181004,"10/4/18",3.13722451380884,20181019,"10/19/18",3.2034859258499,20181019,"10/19/18",3.2034859258499,20181101,"11/1/18",3.42383139685422,20181101,"11/1/18",3.42383139685422,20181115,"11/15/18",3.3483326896381,20181115,"11/15/18",3.3483326896381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,15,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",1106,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",2.96310610429622,20180928,"9/28/18",3.01549384057736,20180928,"9/28/18",3.01549384057736,20181004,"10/4/18",2.45153436374762,20181004,"10/4/18",2.45153436374762,20181019,"10/19/18",3.11719648395551,20181019,"10/19/18",3.11719648395551,20181101,"11/1/18",3.3452466871404,20181101,"11/1/18",3.3452466871404,20181115,"11/15/18",3.29440180433981,20181115,"11/15/18",3.29440180433981,20181129,"11/29/18",3.29594650970448,20181129,"11/29/18",3.29594650970448,20181213,"12/13/18",3.22044992322582,20181213,"12/13/18",3.22044992322582,20181227,"12/27/18",3.66884254912806,20181227,"12/27/18",3.66884254912806,20190110,"1/10/19",3.26359324039665,8,6,15,13,14,14,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",1115,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",3.07096715306346,20180927,"9/27/18",3.10640849505884,20180927,"9/27/18",3.10640849505884,20181004,"10/4/18",3.14030630402707,20181004,"10/4/18",3.14030630402707,20181019,"10/19/18",3.25741643361988,20181019,"10/19/18",3.25741643361988,20181101,"11/1/18",3.50549785919974,20181101,"11/1/18",3.50549785919974,20181115,"11/15/18",3.44540810185726,20181115,"11/15/18",3.44540810185726,20181129,"11/29/18",3.46698440712252,20181129,"11/29/18",3.46698440712252,20181213,"12/13/18",3.45004180770459,20181213,"12/13/18",3.45004180770459,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,15,13,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",1119,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",3.98008489286793,20180927,"9/27/18",3.99241309154233,20180927,"9/27/18",3.99241309154233,20181004,"10/4/18",4.0463415891545,20181004,"10/4/18",4.0463415891545,20181019,"10/19/18",4.30983621799187,20181019,"10/19/18",4.30983621799187,20181101,"11/1/18",4.67810609861398,20181101,"11/1/18",4.67810609861398,20181115,"11/15/18",4.67503082470965,20181115,"11/15/18",4.67503082470965,20181129,"11/29/18",4.96163978960573,20181129,"11/29/18",4.96163978960573,20181213,"12/13/18",5.02482653012996,20181213,"12/13/18",5.02482653012996,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,15,13,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",1120,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",4.34681347905337,20180928,"9/28/18",4.39457758367925,20180928,"9/28/18",4.39457758367925,20181004,"10/4/18",4.42385632233913,20181004,"10/4/18",4.42385632233913,20181019,"10/19/18",4.61030745950364,20181019,"10/19/18",4.61030745950364,20181101,"11/1/18",4.94313743544284,20181101,"11/1/18",4.94313743544284,20181115,"11/15/18",4.84760941810697,20181115,"11/15/18",4.84760941810697,20181129,"11/29/18",5.00940724780236,20181129,"11/29/18",5.00940724780236,20181213,"12/13/18",4.99863160048623,20181213,"12/13/18",4.99863160048623,20181227,"12/27/18",5.15117192417755,20181227,"12/27/18",5.15117192417755,20190110,"1/10/19",4.99708829262349,8,6,15,13,14,14,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",1123,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",4.00627979924763,20180928,"9/28/18",4.09102501619818,20180928,"9/28/18",4.09102501619818,20181004,"10/4/18",4.13879417687318,20181004,"10/4/18",4.13879417687318,20181019,"10/19/18",4.15266669474431,20181019,"10/19/18",4.15266669474431,20181101,"11/1/18",4.62109388057764,20181101,"11/1/18",4.62109388057764,20181115,"11/15/18",4.67348961222409,20181115,"11/15/18",4.67348961222409,20181129,"11/29/18",4.7967655942845,20181129,"11/29/18",4.7967655942845,20181213,"12/13/18",4.88306509475064,20181213,"12/13/18",4.88306509475064,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,15,13,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",1166,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",2.64106294514163,20180927,"9/27/18",2.66417704611936,20180927,"9/27/18",2.66417704611936,20181004,"10/4/18",2.68112507565195,20181004,"10/4/18",2.68112507565195,20181019,"10/19/18",2.77974436831012,20181019,"10/19/18",2.77974436831012,20181101,"11/1/18",3.02320309643206,20181101,"11/1/18",3.02320309643206,20181115,"11/15/18",2.98776679200847,20181115,"11/15/18",2.98776679200847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,15,13,14,NA,NA,NA,NA,"Coral",1.8767,2.2285,NA,0.3518,15.9753824002158,0.000206693920850699,0.000151554874583344,0.000411546925503068,0.00117227832184255,-0.000158441565796285,NA,NA,NA,NA
"20",1210,"Mcapitata","Ambient","Ambient","ATAC",20180920,"9/20/18",3.21735089233122,20180927,"9/27/18",3.27282327468385,20180927,"9/27/18",3.27282327468385,20181004,"10/4/18",3.31904793847949,20181004,"10/4/18",3.31904793847949,20181019,"10/19/18",3.46543519086999,20181019,"10/19/18",3.46543519086999,20181101,"11/1/18",6.82917201220592,20181101,"11/1/18",6.82917201220592,20181115,"11/15/18",3.75666598897589,20181115,"11/15/18",3.75666598897589,20181129,"11/29/18",3.81830553891327,20181129,"11/29/18",3.81830553891327,20181213,"12/13/18",3.80752720305136,20181213,"12/13/18",3.80752720305136,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,15,13,14,14,14,NA,NA,"Coral",2.9836,3.4493,NA,0.4657,21.0720933156852,0.000376072084137745,0.000313377664973705,0.000463131498763001,0.0122792255320931,-0.0104149460927853,0.000208941035404845,-3.65355791406073e-05,NA,NA
"21",1424,"Mcapitata","Ambient","Ambient","ATAC",20180921,"9/21/18",5.58259489185416,20180927,"9/27/18",5.67042914680222,20180927,"9/27/18",5.67042914680222,20181004,"10/4/18",5.77982726600017,20181004,"10/4/18",5.77982726600017,20181019,"10/19/18",5.99863825636101,20181019,"10/19/18",5.99863825636101,20181102,"11/2/18",6.18662735907512,20181102,"11/2/18",6.18662735907512,20181115,"11/15/18",6.36075078107177,20181115,"11/15/18",6.36075078107177,20181129,"11/29/18",6.66276427808683,20181129,"11/29/18",6.66276427808683,20181213,"12/13/18",6.8692594135019,20181213,"12/13/18",6.8692594135019,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,15,14,13,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",1433,"Mcapitata","Ambient","Ambient","ATAC",20180921,"9/21/18",2.5008422010675,20180927,"9/27/18",2.54090697366219,20180927,"9/27/18",2.54090697366219,20181004,"10/4/18",2.5717226014508,20181004,"10/4/18",2.5717226014508,20181019,"10/19/18",2.6518514104348,20181019,"10/19/18",2.6518514104348,20181102,"11/2/18",2.74276384301326,20181102,"11/2/18",2.74276384301326,20181115,"11/15/18",2.84754537406239,20181115,"11/15/18",2.84754537406239,20181129,"11/29/18",3.05248289428539,20181129,"11/29/18",3.05248289428539,20181213,"12/13/18",3.11412593964179,20181213,"12/13/18",3.11412593964179,20181227,"12/27/18",3.24972162803299,20181227,"12/27/18",3.24972162803299,20190110,"1/10/19",3.38224074210986,6,7,15,14,13,14,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",1438,"Mcapitata","Ambient","Ambient","ATAC",20180921,"9/21/18",3.38992749234856,20180927,"9/27/18",3.43307495636169,20180927,"9/27/18",3.43307495636169,20181004,"10/4/18",3.47775788584449,20181004,"10/4/18",3.47775788584449,20181019,"10/19/18",3.61335937463149,20181019,"10/19/18",3.61335937463149,20181102,"11/2/18",3.74125297474988,20181102,"11/2/18",3.74125297474988,20181115,"11/15/18",3.88455729870741,20181115,"11/15/18",3.88455729870741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,15,14,13,NA,NA,NA,NA,"Coral",3.0111,3.4614,NA,0.4503,20.3829857818991,0.000352806211962069,0.000313166859296386,0.000443512022683876,0.000448180519236103,0.000540814267995186,NA,NA,NA,NA
"24",1443,"Mcapitata","Ambient","Ambient","ATAC",20180921,"9/21/18",3.25433074018762,20180927,"9/27/18",3.32829540824739,20180927,"9/27/18",3.32829540824739,20181004,"10/4/18",3.41304112031228,20181004,"10/4/18",3.41304112031228,20181019,"10/19/18",3.61181858207785,20181019,"10/19/18",3.61181858207785,20181102,"11/2/18",3.77052962136874,20181102,"11/2/18",3.77052962136874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,15,14,NA,NA,NA,NA,NA,"Coral",2.9428,3.4762,NA,0.5334,24.1014816297964,0.000511480782218286,0.000502314773877484,0.000549834694311426,0.000470365390004774,NA,NA,NA,NA,NA
"25",1444,"Mcapitata","Ambient","Ambient","ATAC",20180921,"9/21/18",5.61341228495928,20180927,"9/27/18",5.71203283891191,20180927,"9/27/18",5.71203283891191,20181004,"10/4/18",5.84762575692329,20181004,"10/4/18",5.84762575692329,20181019,"10/19/18",6.28986420818537,20181019,"10/19/18",6.28986420818537,20181102,"11/2/18",6.62423694444607,20181102,"11/2/18",6.62423694444607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,15,14,NA,NA,NA,NA,NA,"Coral",5.7096,6.6316,NA,0.922,41.4902600472802,0.000396159459433983,0.000466866605239281,0.000710589988683492,0.000575647557970172,NA,NA,NA,NA,NA
"26",1448,"Mcapitata","Ambient","Ambient","ATAC",20180921,"9/21/18",6.18970045401127,20180927,"9/27/18",6.28678006646076,20180927,"9/27/18",6.28678006646076,20181004,"10/4/18",6.41312730211997,20181004,"10/4/18",6.41312730211997,20181019,"10/19/18",6.64272536085098,20181019,"10/19/18",6.64272536085098,20181102,"11/2/18",6.78911095073956,20181102,"11/2/18",6.78911095073956,20181115,"11/15/18",6.9878885921793,20181115,"11/15/18",6.9878885921793,20181129,"11/29/18",7.30993388292201,20181129,"11/29/18",7.30993388292201,20181213,"12/13/18",7.47020422265497,20181213,"12/13/18",7.47020422265497,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,15,14,13,14,14,NA,NA,"Coral",7.2282,7.571,NA,0.3428,15.572657218133,0.00103899643982451,0.00115905749682565,0.000982911075118963,0.000671440552309512,0.000981886879604072,0.00147715542253543,0.000735127040243812,NA,NA
"27",1460,"Mcapitata","Ambient","Ambient","ATAC",20180921,"9/21/18",3.02473999241941,20180927,"9/27/18",3.07096886510975,20180927,"9/27/18",3.07096886510975,20181004,"10/4/18",3.11873370002182,20181004,"10/4/18",3.11873370002182,20181019,"10/19/18",3.21889451774429,20181019,"10/19/18",3.21889451774429,20181102,"11/2/18",3.28361210202047,20181102,"11/2/18",3.28361210202047,20181115,"11/15/18",3.34524950235146,20181115,"11/15/18",3.34524950235146,20181129,"11/29/18",3.50858331665211,20181129,"11/29/18",3.50858331665211,20181213,"12/13/18",3.98626615594233,20181213,"12/13/18",3.98626615594233,20181227,"12/27/18",3.60104305558584,20181227,"12/27/18",3.60104305558584,20190110,"1/10/19",3.68579505339311,6,7,15,14,13,14,14,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",1475,"Mcapitata","Ambient","Ambient","ATAC",20180921,"9/21/18",3.6888576372145,20180927,"9/27/18",3.72738228387806,20180927,"9/27/18",3.72738228387806,20181004,"10/4/18",3.8136689719065,20181004,"10/4/18",3.8136689719065,20181019,"10/19/18",3.97700634647174,20181019,"10/19/18",3.97700634647174,20181102,"11/2/18",4.1002777602343,20181102,"11/2/18",4.1002777602343,20181115,"11/15/18",4.22509167515102,20181115,"11/15/18",4.22509167515102,20181129,"11/29/18",4.44697917076579,20181129,"11/29/18",4.44697917076579,20181213,"12/13/18",4.03711527058955,20181213,"12/13/18",4.03711527058955,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,15,14,13,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
