"","Date","Species","Treatment","Pnet.mean","N","Pnet.se","Rdark.mean","Rdark.se","Pgross.mean","Pgross.se","Group"
"1",20180922,"Montipora","ATAC",1.41839146810183,4,0.215818328706118,-0.36744228711803,0.0608276002901399,1.78583375521986,0.2581836757772,"Montipora_ATAC"
"2",20180922,"Montipora","ATHC",1.40471372901058,2,0.100433294137898,-0.350476164429397,0.00974089846431431,1.75518989343998,0.090692395673584,"Montipora_ATHC"
"3",20180922,"Montipora","HTAC",1.39048372019497,4,0.346436578194129,-0.737316496675132,0.161174958254164,2.1278002168701,0.488757263916634,"Montipora_HTAC"
"4",20180922,"Montipora","HTHC",1.15897615403618,2,0.0318661050925982,-0.404333194702361,0.0305616053274053,1.56330934873854,0.0624277104200035,"Montipora_HTHC"
"5",20180922,"Pocillopora","ATAC",1.63420551723869,4,0.171387415619956,-0.428888995655248,0.0364252402603002,2.06309451289393,0.200206437376743,"Pocillopora_ATAC"
"6",20180922,"Pocillopora","ATHC",2.0014716194803,2,0.342054686450322,-0.542177712999368,0.0292281207447101,2.54364933247967,0.312826565705612,"Pocillopora_ATHC"
"7",20180922,"Pocillopora","HTAC",0.999829024874398,4,0.133622852656983,-0.360004005024531,0.0296622204811426,1.35983302989893,0.160053852348871,"Pocillopora_HTAC"
"8",20180922,"Pocillopora","HTHC",1.76642860862009,2,0.150937451633003,-0.531284498816114,0.0736944908969569,2.2977131074362,0.22463194252996,"Pocillopora_HTHC"
"9",20180923,"Montipora","ATAC",1.08950537674936,6,0.0889906289117255,-0.400674788220406,0.0265472134030944,1.49018016496976,0.114488089883439,"Montipora_ATAC"
"10",20180923,"Montipora","ATHC",1.31303034000859,4,0.027732928043195,-0.34972257003131,0.0389607488803742,1.6627529100399,0.0371961004020926,"Montipora_ATHC"
"11",20180923,"Montipora","HTAC",1.12306526568999,6,0.135722540397814,-0.395522451105569,0.0310653285636113,1.51858771679556,0.162844565822474,"Montipora_HTAC"
"12",20180923,"Montipora","HTHC",2.13454575374678,4,0.836167646728733,-0.710477286745425,0.236835713999392,2.8450230404922,1.07280719757863,"Montipora_HTHC"
"13",20180923,"Pocillopora","ATAC",1.50067917658938,6,0.146842906761927,-0.385965065364475,0.0264687423327199,1.88664424195386,0.162855989158381,"Pocillopora_ATAC"
"14",20180923,"Pocillopora","ATHC",1.78235594488705,4,0.128084115408184,-0.372112975078458,0.0446471625986455,2.15446891996551,0.165507661110299,"Pocillopora_ATHC"
"15",20180923,"Pocillopora","HTAC",1.5922802754757,6,0.171096184186523,-0.451248480500529,0.0337000460892434,2.04352875597623,0.197495641312259,"Pocillopora_HTAC"
"16",20180923,"Pocillopora","HTHC",1.75449966057294,4,0.242828110652753,-0.46643966958109,0.0424587977899585,2.22093933015403,0.275439683781462,"Pocillopora_HTHC"
"17",20180929,"Montipora","ATAC",1.27569371808635,6,0.147828501506045,-0.424007208192908,0.0808293199890003,1.69970092627925,0.220011758593805,"Montipora_ATAC"
"18",20180929,"Montipora","ATHC",1.19132142033983,4,0.0544556276776972,-0.36243101261524,0.0236612124027081,1.55375243295507,0.0686964201020904,"Montipora_ATHC"
"19",20180929,"Montipora","HTAC",1.2164118243643,6,0.11055116999886,-0.383061234011824,0.0360112132344143,1.59947305837613,0.1404731028091,"Montipora_HTAC"
"20",20180929,"Montipora","HTHC",1.5790058882318,4,0.240941096979362,-0.492881793464729,0.17208189405769,2.07188768169653,0.386903071453373,"Montipora_HTHC"
"21",20180929,"Pocillopora","ATAC",1.93454017315928,6,0.170620281136966,-0.502766945576643,0.0448953706784367,2.43730711873592,0.211122848316178,"Pocillopora_ATAC"
"22",20180929,"Pocillopora","ATHC",2.16259051391006,4,0.340381900695247,-0.621377592456929,0.0931171651146406,2.78396810636699,0.390521901119377,"Pocillopora_ATHC"
"23",20180929,"Pocillopora","HTAC",1.49240202775247,6,0.142577103186078,-0.430513925787603,0.03668682826417,1.92291595354007,0.170142820105652,"Pocillopora_HTAC"
"24",20180929,"Pocillopora","HTHC",1.62392640116656,4,0.200343407117822,-0.424702589321364,0.0516428731768328,2.04862899048792,0.25115610506334,"Pocillopora_HTHC"
"25",20181006,"Montipora","ATAC",1.5134472376504,6,0.10757508114954,-0.478365414214524,0.0556218099907631,1.99181265186492,0.101626998174453,"Montipora_ATAC"
"26",20181006,"Montipora","ATHC",1.47526649330989,6,0.10093650608625,-0.377285355636703,0.0225364104375264,1.8525518489466,0.108327120748083,"Montipora_ATHC"
"27",20181006,"Montipora","HTAC",1.1435150687118,6,0.0830983772052075,-0.33440249819915,0.0282547919449541,1.47791756691095,0.106780288687217,"Montipora_HTAC"
"28",20181006,"Montipora","HTHC",1.33149425877962,6,0.0983597683730379,-0.262659189799294,0.0329924660582325,1.59415344857891,0.0909564470215372,"Montipora_HTHC"
"29",20181006,"Pocillopora","ATAC",1.47771980798925,6,0.0819648507845906,-0.45778668505176,0.0278252483386085,1.93550649304101,0.10429828313066,"Pocillopora_ATAC"
"30",20181006,"Pocillopora","ATHC",1.54493896243051,6,0.204696195660697,-0.503542016612125,0.0771257508218627,2.04848097904264,0.266281030231252,"Pocillopora_ATHC"
"31",20181006,"Pocillopora","HTAC",1.34565229950826,6,0.133967712559567,-0.38945560181962,0.0227396203616859,1.73510790132788,0.151510906475874,"Pocillopora_HTAC"
"32",20181006,"Pocillopora","HTHC",1.66293042882585,6,0.121779731689516,-0.440176068202676,0.0169032654929381,2.10310649702852,0.131790172181246,"Pocillopora_HTHC"
"33",20181020,"Montipora","ATAC",1.47345627432427,6,0.185311585953829,-0.364451097659336,0.063547224943647,1.83790737198361,0.226667452728775,"Montipora_ATAC"
"34",20181020,"Montipora","ATHC",1.95776493332604,6,0.19827535834868,-0.395498429293279,0.0519698375218338,2.35326336261932,0.239327147527431,"Montipora_ATHC"
"35",20181020,"Montipora","HTAC",1.24430405956986,6,0.0770094517496066,-0.310306892516869,0.0340612053640983,1.55461095208673,0.0973340770901998,"Montipora_HTAC"
