sample,mass,salinity,Sample.ID,Type
20180916_Tank9A,59.9,34.29,TANK9,TANK
20180916_Tank9B,59.92,34.29,TANK9,TANK
20180916_Tank9C,59.28,34.29,TANK9,TANK
20180916_Tank9D,59.26,34.29,TANK9,TANK
20180916_Tank9E,59.45,34.29,TANK9,TANK
20180916_Tank9F,59.28,34.29,TANK9,TANK
20180916_Tank9G,59.17,34.29,TANK9,TANK
20180916_Tank9H,59.63,34.29,TANK9,TANK
20180916_Tank9I,59.07,34.29,TANK9,TANK
