sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83
HP101,225,-0.13257064265794197,-0.03970504597156802,0.03404857085634535,0.058856142645549225,-0.007404667398461337,0.007456146784870845,-0.006798261991888391,0.002170833983492819,-0.005358311735471639,-0.006067751248765567,-0.005278275113369681,0.0062392001556330215,0.001697671624220367,-0.0009583670272564596,-0.008382765921569868,0.0023281685606975533,0.003719989029957696,0.001013783115281998,-0.008241244856733181,-0.00032144727929499754,-0.0013893012978984864,0.0006674626917523354,0.0009314203603558443,8.62106928214209e-06,0.0013148770899511926,0.007686054564625784,0.0014716868836142198,0.0031081898449341343,-0.0022570722252387883,0.00030330918923135864,0.0035766230699446665,-4.637762204758353e-05,-0.0024628482784630553,5.307652186937667e-05,-0.000133691996044635,0.000543305851992027,-5.0939408410264376e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP135,259,-0.12259087707843414,-0.03965518442536577,0.024775015112231034,0.06560182931578576,-0.00823604595993225,0.008675126010594898,-0.0013497262547852034,0.0008092994809611803,-0.006287721436623035,0.005189512373513129,-0.005308022207583178,0.0018669692792628628,0.0035587166485439897,0.0035896787023383375,0.0025605008824463025,-0.0034426835635984095,0.003565150994858195,-0.0012974622040305187,-0.0014588592954056705,-0.0009857593275802968,0.0026702527454891744,0.0011844633532630663,0.00635580887341925,-0.009517879150947428,-0.0028950490539646494,0.0007999555544053312,-0.001954892906052791,-4.379435111318599e-05,0.0019642806571686148,-0.0019127660773342048,-0.003591811264091461,0.0003331175495862293,0.0007500875059181345,0.00032567056422464283,-0.0005810719813575609,0.0002489660981225851,-4.577733460242784e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP139,263,-0.15326180446833773,-0.01870363857207586,-0.012657077836148783,-0.009262097804490249,-0.01163823716461685,0.0026289873844128537,-0.0032985444803871116,-0.01021115202825064,-0.0037711728461202487,0.0014142591211361074,-0.005336015795804488,-0.0026450240085653626,-0.0029824475784719588,0.0003325006496476122,0.004794993287390743,-0.008703640307476144,-0.002971719175612377,0.0012918663574007971,0.0027445239715679698,-0.00011279980712252892,-0.004443530652445139,0.0036634181545359325,-0.0008898037931556576,0.001316504613419897,0.000709494099454343,0.0011311620236119243,-0.0005542029111747241,-0.0012304715055357137,0.0013797815259064096,-0.001021901319022322,0.0013742101435800724,-0.0007774274555304623,0.00019972766391151598,3.831600976292489e-05,-0.003125357707584559,0.0012327976711911613,0.000385585099049256,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP141,265,-0.14560186250450763,-0.02309668283263316,0.022319175785339485,-0.012000782345644284,-0.009463193832411404,-0.008067040627067706,-0.007487693728842057,-0.008678268142982377,-0.0010745403488682632,0.004340189683095833,-0.011549100249542053,-0.006694185790283882,-0.0005708360955277953,-0.004228105159093728,-0.00217633231813063,0.0018419107281981634,-0.008543309129793909,-0.005205951413970015,-0.001365490316065775,0.0015898197698281551,0.002540339261881476,0.0021141350422343485,-0.0056465627252261005,-0.008408065886678069,0.0009496018797353526,0.0005514732387719794,-0.0018783881372590957,0.0004279771531321433,-0.0017185640929754402,-0.002678109112043265,-0.0029332595008281356,-0.0003353467663411752,0.001762573239670825,-0.00028342072174053235,-8.502350563603624e-06,6.012715720584557e-05,8.488894014464762e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP152,276,-0.1559257066928671,-0.022757268019204108,-0.010872801271874798,-0.017200390014252182,-0.01233443322880667,0.000894748705204624,-0.006754556138648772,-0.005961118561501533,-0.0041660529457731525,0.004757767168925715,-6.4620269842245e-05,0.0034328640629599505,-0.006266741097849095,0.005095113707850267,0.0021932932316592216,-0.0005484019415539067,0.004306969714471557,0.0005434591925169946,-0.0028451972903669057,0.0005272289388293786,-0.003113050519393708,-0.0029871940013659125,0.0023731869242484475,-0.0019597159886557023,-0.0015475188989831667,-0.001087344353401465,-0.0016460646479748435,0.0004219973965270945,0.002769731402362499,0.004543278478591714,-0.00029801704166709596,-0.002163743321203098,-0.0013283523905761483,-0.001198553335891765,0.000747678876484296,0.0020008013339588428,0.0004023653881763105,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP158,282,-0.15432419408357215,-0.018194629120523127,-0.01256726352301461,-0.00994371826871206,-0.011953183830729715,0.002452326497263735,-0.0026693429381785512,-0.010719108498903281,-0.003699776508499378,0.00126012780318092,-0.002861197314110571,-0.0030358511575247966,-0.0019458643306650527,-0.00014270048335196213,0.003956856357225958,-0.006336077321231545,-0.0037718746677754176,0.0009305743266829985,0.002551655703472803,-0.0023410766476344644,-0.002874337216370161,0.002126441344427509,-0.005154007516961445,0.0003865028396024192,0.004956438274943653,-0.004234005636805848,-0.0009679583844920207,-0.0007355483420424426,0.001408124056772971,-0.0035235827015380116,0.0012912110452177367,-0.0005109241941313394,-0.0013061511727594476,0.0004364881615209081,0.0012236525178640181,0.0013854148579103955,-0.0002994618948779383,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP205,329,-0.15722292743488908,-0.01588700946629017,-0.035430662641939496,-0.013266411786760095,-0.012436248416195877,0.011044045180976023,0.0031582736255462832,-0.011442698963649585,0.00023602905848811657,-0.009534474290268762,0.014835541455554303,-0.005592791897978476,0.00252595080906093,0.001568921094625112,0.004490399046654224,0.015090326988922861,-0.006062061503459311,0.0003000463576146081,-0.006974398063062485,-0.0016749745931632,0.0009525505053397147,0.0018889073453018104,0.0009448491255819634,0.002720993971245466,-0.006842480472921892,0.0022543982110874816,0.000683237428572666,0.0031740698961117424,0.00023484983483444317,-0.0010961649768002945,-0.0011277044251860923,-0.00015302164153939386,0.0006238544552154498,-0.0003307757670863153,0.00045232696903030513,0.000152154465647753,-1.7278066277963538e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP227,351,-0.16227445822023875,-0.0216401767943481,-0.015114968483643947,-0.016555982722923093,-0.013551811500276898,0.0018132111537152004,-0.007032686050889447,-0.008014068686513998,-0.004166854413230479,0.0027609774415947408,0.002289565213599525,0.0011572742634600062,-0.003887143034328216,0.0008198387288230898,0.002726677970939726,0.002035158013150531,0.006862645016408544,-0.0009059157037794434,-0.0013142699005405719,-0.0017049961842726389,0.0004974777543477785,-0.002577871874197667,-0.003424705463391225,0.002497114582846371,3.269039144241036e-06,-0.004270549099202876,0.0027103023841863363,0.001190478543959399,0.0040736379976475615,-0.0006237213501689763,-0.001244716440554794,0.0013516631970524923,-0.0006133995766781738,0.002633591726658164,-0.0004298732691544235,-0.00033137550087603544,0.0004954513972033289,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP232,356,-0.1553305066344398,-0.021521573328664466,-0.004812532729038783,-0.012861983199667,-0.012042776292308278,-9.732655399581498e-05,-0.006385761750013831,-0.010047915462521395,-0.004633722572142593,0.0030460616007326226,-0.0038242379636610727,-0.00270671102012193,-0.003907949064058253,0.0033383878785401863,0.004864535275235873,-0.0055888809813142825,0.001793209956746394,-0.003193642955221861,-0.0007928069075934924,0.00047455018571139463,-0.0021931890714007754,-0.0032662680143523233,0.00405681002727173,-0.003090569870325097,-0.00218432152542102,0.0029101717067986613,-0.0018323034739125364,0.0009068637654371072,-0.0018579492021293083,0.0015374481765146534,0.0002805836205588856,0.0009145814941731487,-0.0007325742376350569,-0.0004943462981739965,0.0021059993831904155,-0.00034187181338103765,0.000349079665225812,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP236,360,-0.12506392385068893,-0.043620422393235804,0.02662466236357511,0.08530071537781898,-0.012112879976263093,0.011755434441182197,0.0006146283411090239,0.0022768767771783726,-0.0014539061005569421,0.02482709930559728,0.002822258560997423,-0.011079832493658046,-0.016708989810055242,-0.013091631817699232,0.017490223997017818,0.01598697205066722,0.0036474704156379822,-0.004690447824395344,0.0027124692707568847,0.005384896362082829,-0.0005740831809406881,0.003094931925711263,-0.005255919271666238,0.0004883759865617835,0.0011503331846018847,0.0017680260936340474,0.0008824806646883003,-0.0027229419299758207,0.0011079601869271826,-0.000571373238279015,0.0012805556932811736,0.0002146295188665676,-8.210724910592505e-05,9.230267993173984e-05,0.00012655640428698656,-0.00020254073720676958,-4.1127645730975405e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
