sample_uid	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth
207	HP247	35259	17640	222	17640	222	0	0	0	0	17283	18	0	0	21	801	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
254	HP294	41427	20232	254	20232	254	0	0	0	0	19741	18	0	0	30	765	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
268	HP308	25050	11370	127	11370	127	0	0	0	0	11143	14	0	0	17	469	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
219	HP259	36544	16553	207	16553	207	0	0	0	0	16213	11	0	0	0	903	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180908.0	NoData
261	HP301	35346	17409	215	17409	215	0	0	0	0	17066	18	0	0	34	904	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180908.0	NoData
99	HP139	61093	29783	379	29783	379	0	0	0	0	29029	14	0	0	0	1528	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
192	HP232	27703	12245	166	12245	166	0	0	0	0	11957	12	0	0	0	631	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
279	HP319	34759	8972	155	8972	155	0	0	0	0	8654	11	0	0	0	445	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
159	HP199	50515	25461	335	25461	335	0	0	0	0	24705	14	0	0	6	1298	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
278	HP318	63034	25933	327	25933	327	0	0	0	0	25272	15	0	0	4	1307	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
129	HP169	55459	24622	328	24622	328	0	0	0	0	23934	12	0	0	0	1224	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
306	HP346	39230	18762	239	18758	238	0	0	4	1	18322	16	0	0	11	914	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
225	HP265	48732	22378	293	22378	293	0	0	0	0	21718	19	0	0	9	1095	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
257	HP297	37064	17971	222	17968	221	3	1	0	0	17402	14	0	0	6	869	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
262	HP302	56142	27864	355	27864	355	0	0	0	0	27186	21	0	0	52	1336	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
232	HP272	18444	8792	121	8792	121	0	0	0	0	8599	20	0	0	59	411	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
230	HP270	34072	12531	171	12528	170	0	0	3	1	12300	29	0	0	76	498	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
235	HP275	26974	13032	173	13032	173	0	0	0	0	12765	25	0	0	76	587	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
64	HP104	55118	24444	343	24424	341	17	1	3	1	23803	45	0	0	157	1192	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
307	HP347	37525	15796	224	15796	224	0	0	0	0	15466	48	0	0	242	699	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
266	HP306	44348	21441	288	21441	288	0	0	0	0	20839	22	0	0	4	1569	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
133	HP173	49128	24371	356	24371	356	0	0	0	0	23697	39	0	0	450	1035	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
249	HP289	17653	6259	97	6259	97	0	0	0	0	6134	24	0	0	46	239	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
139	HP179	56256	28232	412	28229	411	3	1	0	0	27477	45	0	0	682	1125	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
87	HP127	63248	30376	436	30373	435	3	1	0	0	29632	30	0	0	434	1068	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
211	HP251	30603	13490	219	13490	219	0	0	0	0	13177	35	0	0	285	569	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
162	HP202	65306	33093	512	33090	511	3	1	0	0	31872	42	0	0	807	1786	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
245	HP285	48538	24827	384	24822	383	5	1	0	0	24238	23	0	0	202	850	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
210	HP250	37923	16804	259	16778	258	26	1	0	0	16271	38	0	0	503	566	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
251	HP291	26116	12252	235	12252	235	0	0	0	0	11852	46	0	0	406	469	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
248	HP288	40999	20486	328	20486	328	0	0	0	0	19486	35	0	0	685	797	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
287	HP327	34359	13644	269	13576	267	68	2	0	0	12944	49	0	0	1313	380	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
241	HP281	49322	24446	404	24415	401	31	3	0	0	22976	37	0	0	1148	697	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
259	HP299	60892	29839	503	29802	500	37	3	0	0	28017	40	0	0	1661	926	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
253	HP293	41061	19921	382	19874	377	47	5	0	0	18702	39	0	0	1401	467	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
146	HP186	40463	18527	328	18437	323	90	5	0	0	17195	23	0	0	1882	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
252	HP292	50233	26173	411	26062	407	111	4	0	0	24373	21	0	0	2717	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
202	HP242	42146	19874	327	19781	323	93	4	0	0	18394	21	0	0	2208	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
284	HP324	41535	21291	342	21126	337	165	5	0	0	19832	21	0	0	2055	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
250	HP290	60235	30659	501	30531	495	122	5	6	1	28696	31	0	0	2727	10	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
122	HP162	53623	26002	411	25891	406	111	5	0	0	24464	21	0	0	2937	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
167	HP207	37427	19710	356	19625	352	85	4	0	0	18166	22	0	0	2199	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
215	HP255	40581	20086	347	19919	342	167	5	0	0	18733	22	0	0	2083	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
302	HP342	62574	31918	537	31710	531	208	6	0	0	29296	25	0	0	3621	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
209	HP249	38346	19197	340	19095	335	102	5	0	0	17935	26	0	0	2234	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
184	HP224	38034	19358	331	19233	326	125	5	0	0	17847	24	0	0	2259	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
275	HP315	42073	20309	324	20218	321	91	3	0	0	18923	24	0	0	2194	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
81	HP121	77037	31804	540	31278	528	526	12	0	0	29277	27	0	104	3203	0	0	0	7	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
238	HP278	36486	18020	291	17948	286	72	5	0	0	16735	25	0	0	2218	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
294	HP334	50616	24793	437	24604	431	189	6	0	0	22786	24	0	0	2866	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
281	HP321	45829	19924	350	19621	345	303	5	0	0	18306	23	0	0	2004	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
305	HP345	42047	20873	333	20780	329	93	4	0	0	19287	24	0	0	2544	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
172	HP212	35194	17277	281	16993	277	284	4	0	0	16199	26	0	0	1908	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
291	HP331	49700	20417	345	20249	340	168	5	0	0	18962	25	0	0	2390	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
163	HP203	38737	19599	386	19472	378	127	8	0	0	18338	25	0	0	2596	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
277	HP317	47929	21179	344	20595	335	584	9	0	0	19671	28	0	0	2446	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
303	HP343	47568	24746	393	24396	387	350	6	0	0	23326	28	0	0	3387	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
290	HP330	62207	27524	446	26869	436	655	10	0	0	25347	29	0	0	4836	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
93	HP133	58822	29769	469	29472	463	297	6	0	0	27931	32	0	0	4369	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
292	HP332	36776	14224	259	14224	259	0	0	0	0	13288	29	0	0	2115	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
309	HP349	35380	17502	264	17234	261	268	3	0	0	16317	31	0	0	2630	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
280	HP320	57430	26429	465	25601	456	828	9	0	0	24230	30	0	0	4182	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
260	HP300	26615	13033	229	12840	225	193	4	0	0	12188	36	0	0	1992	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
183	HP223	38802	19608	351	19326	347	282	4	0	0	18170	27	0	0	3562	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
267	HP307	40464	19562	342	19311	339	251	3	0	0	18042	32	0	0	3509	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
265	HP305	40586	19565	347	19356	341	209	6	0	0	18386	30	0	0	3856	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
214	HP254	29830	14473	288	14167	285	306	3	0	0	13328	37	0	0	2743	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
283	HP323	52410	24688	407	24688	407	0	0	0	0	23537	50	0	0	5277	116	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180908.0	NoData
198	HP238	40468	18923	384	18852	380	71	4	0	0	17470	43	0	0	1922	211	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180908.0	NoData
96	HP136	59052	26693	440	26573	437	120	3	0	0	25272	43	0	0	2443	490	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
312	HP352	58391	24932	577	24811	570	103	5	18	2	22819	47	0	0	1553	558	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	NoData	NoData
152	HP192	52964	26433	495	26251	489	172	4	10	2	24006	42	0	0	2048	426	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
298	HP338	30724	12401	246	12281	242	120	4	0	0	11665	47	0	0	888	259	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
185	HP225	40516	23212	343	23212	343	0	0	0	0	22407	7	0	0	5078	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
70	HP110	48375	23845	366	23703	365	0	0	142	1	23030	10	0	0	3042	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
67	HP107	57163	32749	505	32676	504	0	0	73	1	31557	11	0	0	4704	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
116	HP156	52208	29031	441	28912	440	0	0	119	1	27976	11	0	0	4571	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
270	HP310	42757	23390	374	23289	373	0	0	101	1	22491	11	0	0	3145	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
264	HP304	33558	17828	306	17750	305	0	0	78	1	17291	11	0	0	2148	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
126	HP166	79171	36030	509	35821	508	0	0	209	1	34728	11	0	0	4237	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
144	HP184	25277	9870	203	9788	202	0	0	82	1	9531	11	0	0	1154	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
88	HP128	79556	41930	602	41764	601	0	0	166	1	40450	11	0	0	4284	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
193	HP233	39317	19088	309	18941	308	0	0	147	1	18378	12	0	0	2006	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
157	HP197	31956	17272	257	17199	256	0	0	73	1	16860	13	0	0	1914	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180910.0	NoData
208	HP248	30978	16841	273	16665	272	0	0	176	1	16132	13	0	0	1650	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
173	HP213	50223	25539	389	25539	389	0	0	0	0	24686	12	0	0	4085	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180908.0	NoData
108	HP148	50871	26588	411	26507	410	0	0	81	1	25580	14	0	0	2235	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
124	HP164	39171	19624	321	19554	320	0	0	70	1	18816	14	0	0	2094	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180905.0	NoData
119	HP159	54154	28464	415	28464	415	0	0	0	0	27346	14	0	0	3823	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
104	HP144	55616	27227	426	27227	426	0	0	0	0	26291	14	0	0	2879	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
117	HP157	49890	26169	374	26169	374	0	0	0	0	25242	15	0	0	4405	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
227	HP267	22830	11167	191	11167	191	0	0	0	0	10703	14	0	0	1433	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180906.0	NoData
243	HP283	32082	15208	308	15194	305	9	2	5	1	14518	22	0	0	989	32	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	acuta	999.00000000	999.00000000	20180907.0	NoData
297	HP337	49602	25458	381	25458	381	0	0	0	0	23714	22	0	0	2015	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
247	HP287	34551	16461	260	16461	260	0	0	0	0	15668	25	0	0	1370	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
113	HP153	73252	37149	552	37149	552	0	0	0	0	34789	24	0	0	3139	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180907.0	NoData
143	HP183	55289	25324	396	25324	396	0	0	0	0	23673	23	0	0	2341	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
149	HP189	64264	33088	532	32820	526	264	5	4	1	30146	23	0	0	2923	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
72	HP112	48880	19415	305	19274	302	141	3	0	0	18175	24	0	0	1791	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
179	HP219	45207	20681	346	20440	340	241	6	0	0	18803	23	0	0	2055	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
100	HP140	39414	19450	315	19450	315	0	0	0	0	18066	25	0	0	2230	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
282	HP322	52142	23673	415	23442	409	227	5	4	1	21715	30	0	0	2433	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
293	HP333	36355	18110	317	17924	312	186	5	0	0	16829	26	0	0	2006	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
234	HP274	28888	14267	268	14084	263	183	5	0	0	13033	31	0	0	1781	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180908.0	NoData
120	HP160	67101	28247	443	28247	443	0	0	0	0	27013	25	0	0	3597	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
285	HP325	35973	18339	416	18225	410	110	5	4	1	16805	40	0	0	1162	283	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
164	HP204	26838	12804	262	12804	262	0	0	0	0	12061	44	0	0	901	213	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
76	HP116	22531	5087	163	5087	163	0	0	0	0	4834	41	0	0	355	134	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
240	HP280	35067	17125	330	17092	328	33	2	0	0	16003	38	0	0	751	384	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
151	HP191	59732	27697	435	27697	435	0	0	0	0	25938	21	0	0	3139	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
114	HP154	61623	29096	435	29096	435	0	0	0	0	27779	22	0	0	3445	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180908.0	NoData
156	HP196	54581	28890	462	28890	462	0	0	0	0	26943	23	0	0	3362	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
242	HP282	33648	16508	316	16508	316	0	0	0	0	15500	30	0	0	2631	0	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
132	HP172	55249	24468	403	24468	403	0	0	0	0	22969	40	0	0	3168	224	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180910.0	NoData
308	HP348	40131	19203	352	19203	352	0	0	0	0	18263	46	0	0	2565	342	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180906.0	NoData
154	HP194	52611	24518	495	24512	493	0	0	6	2	22336	49	0	0	2609	361	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180904.0	NoData
168	HP208	37932	18755	356	18755	356	0	0	0	0	17763	44	0	0	1675	317	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180905.0	NoData
274	HP314	39966	17913	379	17913	379	0	0	0	0	16433	45	0	0	1194	416	0	0	0	0	0	coral_field	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Montipora	capitata	999.00000000	999.00000000	20180908.0	NoData
