"","observed","shannon","simperson","invsimperson","chao1","chao2","evenness","Gini"
"139",2,0.281227276930099,0.148893406050446,1.17494096169495,2,2,0.140613638465049,0.870886846165547
"87",1,0,0,1,1,1,0,0.888888888888889
"211",2,0.331163265912689,0.184443246008844,1.22615623634556,2,2,0.165581632956345,0.86604739197148
"162",2,0.295328666980155,0.158712516110906,1.18865431751963,2,2,0.147664333490078,0.869575661490049
"245",1,0,0,1,1,1,0,0.888888888888889
"210",2,0.505444992463957,0.32437425235852,1.48010937044787,2,2,0.252722496231979,0.843629415672137
"251",1,0,0,1,1,1,0,0.888888888888889
"248",3,0.690977995254977,0.433790170737,1.76612970725294,3,3,0.230325998418326,0.816931701760749
"287",2,0.622569458593434,0.431099002086641,1.75777508506374,2,2,0.311284729296717,0.819024101344094
"241",2,0.662350488519978,0.469520775909572,1.88508796308587,2,2,0.331175244259989,0.80521084968618
"259",2,0.675512980932516,0.482469701680923,1.9322540211616,2,2,0.337756490466258,0.7985827500699
"253",2,0.68764299170211,0.494505917276229,1.97826252408666,2,2,0.343821495851055,0.789424938957649
"146",1,0,0,1,1,1,0,0.888888888888889
"252",1,0,0,1,1,1,0,0.888888888888889
"202",1,0,0,1,1,1,0,0.888888888888889
"284",1,0,0,1,1,1,0,0.888888888888889
"250",1,0,0,1,1,1,0,0.888888888888889
"122",1,0,0,1,1,1,0,0.888888888888889
"167",1,0,0,1,1,1,0,0.888888888888889
"215",1,0,0,1,1,1,0,0.888888888888889
"302",1,0,0,1,1,1,0,0.888888888888889
"209",1,0,0,1,1,1,0,0.888888888888889
"184",1,0,0,1,1,1,0,0.888888888888889
"275",1,0,0,1,1,1,0,0.888888888888889
"81",1,0,0,1,1,1,0,0.888888888888889
"238",1,0,0,1,1,1,0,0.888888888888889
"294",1,0,0,1,1,1,0,0.888888888888889
"281",1,0,0,1,1,1,0,0.888888888888889
"305",1,0,0,1,1,1,0,0.888888888888889
"172",1,0,0,1,1,1,0,0.888888888888889
"291",1,0,0,1,1,1,0,0.888888888888889
"163",1,0,0,1,1,1,0,0.888888888888889
"277",1,0,0,1,1,1,0,0.888888888888889
"303",1,0,0,1,1,1,0,0.888888888888889
"290",1,0,0,1,1,1,0,0.888888888888889
"93",1,0,0,1,1,1,0,0.888888888888889
"292",1,0,0,1,1,1,0,0.888888888888889
"309",1,0,0,1,1,1,0,0.888888888888889
"280",1,0,0,1,1,1,0,0.888888888888889
"260",1,0,0,1,1,1,0,0.888888888888889
"183",1,0,0,1,1,1,0,0.888888888888889
"267",1,0,0,1,1,1,0,0.888888888888889
"265",1,0,0,1,1,1,0,0.888888888888889
"214",1,0,0,1,1,1,0,0.888888888888889
"283",2,0.206976261198192,0.100208818165651,1.11136897114435,2,2,0.103488130599096,0.87713263274615
"198",2,0.515961592809459,0.333556813407417,1.500502998782,2,2,0.257980796404729,0.84188478450035
"96",2,0.660071836941924,0.467290956482343,1.87719734096621,2,2,0.330035918470962,0.806196621950961
"312",3,0.807764437938064,0.505010554854836,2.02024509776513,3,3,0.269254812646021,0.793002740972147
"152",2,0.674825554750094,0.481790544548249,1.929721639541,2,2,0.337412777375047,0.798981932653505
"298",2,0.691229018849773,0.498083065051972,1.99236154505037,2,2,0.345614509424887,0.784657583524439
"185",1,0,0,1,1,1,0,0.888888888888889
"70",1,0,0,1,1,1,0,0.888888888888889
"67",1,0,0,1,1,1,0,0.888888888888889
"116",1,0,0,1,1,1,0,0.888888888888889
"270",1,0,0,1,1,1,0,0.888888888888889
"264",1,0,0,1,1,1,0,0.888888888888889
"126",1,0,0,1,1,1,0,0.888888888888889
"144",1,0,0,1,1,1,0,0.888888888888889
"88",1,0,0,1,1,1,0,0.888888888888889
"193",1,0,0,1,1,1,0,0.888888888888889
"157",1,0,0,1,1,1,0,0.888888888888889
"208",1,0,0,1,1,1,0,0.888888888888889
"173",1,0,0,1,1,1,0,0.888888888888889
"108",1,0,0,1,1,1,0,0.888888888888889
"124",1,0,0,1,1,1,0,0.888888888888889
"119",1,0,0,1,1,1,0,0.888888888888889
"104",1,0,0,1,1,1,0,0.888888888888889
"117",1,0,0,1,1,1,0,0.888888888888889
"227",1,0,0,1,1,1,0,0.888888888888889
"243",2,0.121147618142657,0.0509608633120495,1.05369732537048,2,2,0.0605738090713286,0.883074435327106
"297",1,0,0,1,1,1,0,0.888888888888889
"247",1,0,0,1,1,1,0,0.888888888888889
"113",1,0,0,1,1,1,0,0.888888888888889
"143",1,0,0,1,1,1,0,0.888888888888889
"149",1,0,0,1,1,1,0,0.888888888888889
"72",1,0,0,1,1,1,0,0.888888888888889
"179",1,0,0,1,1,1,0,0.888888888888889
"100",1,0,0,1,1,1,0,0.888888888888889
"282",1,0,0,1,1,1,0,0.888888888888889
"293",1,0,0,1,1,1,0,0.888888888888889
"234",1,0,0,1,1,1,0,0.888888888888889
"120",1,0,0,1,1,1,0,0.888888888888889
"285",2,0.62104140793082,0.429644727338058,1.7532931629313,2,2,0.31052070396541,0.819457115898971
"164",2,0.641068066811272,0.448831444801961,1.81432701588118,2,2,0.320534033405636,0.813322413322413
"76",2,0.676363987780666,0.483310911307592,1.93539987951113,2,2,0.338181993890333,0.798077439450083
"240",2,0.692805282514033,0.499658140920622,1.99863349798473,2,2,0.346402641257017,0.780683111652379
"151",1,0,0,1,1,1,0,0.888888888888889
"114",1,0,0,1,1,1,0,0.888888888888889
"156",1,0,0,1,1,1,0,0.888888888888889
"242",1,0,0,1,1,1,0,0.888888888888889
"132",2,0.481959293855527,0.30416058763204,1.43711319339756,2,2,0.240979646927763,0.847315832439398
"308",2,0.585495536583839,0.396270637417177,1.65637131797249,2,2,0.292747768291919,0.828386263520838
"154",2,0.533311643562501,0.34888146647889,1.53581866974699,2,2,0.266655821781251,0.83886232423051
"168",2,0.642469242582332,0.450184112655684,1.8187906588697,2,2,0.321234621291166,0.812849445969299
"274",2,0.69310242221183,0.499955242319659,1.9998209853032,2,2,0.346551211105915,0.778829028418519
"138",1,0,0,1,1,1,0,0.888888888888889
"161",1,0,0,1,1,1,0,0.888888888888889
"98",1,0,0,1,1,1,0,0.888888888888889
"229",1,0,0,1,1,1,0,0.888888888888889
"89",1,0,0,1,1,1,0,0.888888888888889
"92",1,0,0,1,1,1,0,0.888888888888889
"310",1,0,0,1,1,1,0,0.888888888888889
"304",1,0,0,1,1,1,0,0.888888888888889
"299",1,0,0,1,1,1,0,0.888888888888889
"69",1,0,0,1,1,1,0,0.888888888888889
"127",1,0,0,1,1,1,0,0.888888888888889
"136",2,0.621481165017991,0.430063087970245,1.75458016298441,2,2,0.310740582508995,0.819333010108593
"218",2,0.686165133656977,0.493034217947341,1.97251971513953,2,2,0.343082566828488,0.790892449660222
"86",1,0,0,1,1,1,0,0.888888888888889
"128",1,0,0,1,1,1,0,0.888888888888889
"199",1,0,0,1,1,1,0,0.888888888888889
"186",1,0,0,1,1,1,0,0.888888888888889
"103",1,0,0,1,1,1,0,0.888888888888889
"190",1,0,0,1,1,1,0,0.888888888888889
"170",1,0,0,1,1,1,0,0.888888888888889
"125",1,0,0,1,1,1,0,0.888888888888889
"315",0,0,1,Inf,0,0,NA,NA
"314",1,0,0,1,1,1,0,0.888888888888889
