Well,Plug_ID
A1,StandardA
A2,StandardA
A3,StandardB
A4,StandardB
A5,StandardC
A6,StandardC
A7,StandardD
A8,StandardD
A9,StandardE
A10,StandardE
A11,StandardF
A12,StandardF
B1,StandardG
B2,StandardG
B3,StandardH
B4,StandardH
B5,StandardI
B6,StandardI
B7,1052
B8,1052
B9,1080
B10,1080
B11,2203
B12,2203
C1,1319
C2,1319
C3,1318
C4,1318
C5,1461
C6,1461
C7,2382
C8,2382
C9,1187
C10,1187
C11,1275
C12,1275
D1,1606
D2,1606
D3,1084
D4,1084
D5,1094
D6,1094
D7,NA
D8,NA
D9,1092
D10,1092
D11,NA
D12,NA
E1,1434
E2,1434
E3,2303
E4,2303
E5,1634
E6,1634
E7,2566
E8,2566
E9,2531
E10,2531
E11,2732
E12,2732
F1,1472
F2,1472
F3,NA
F4,NA
F5,1224
F6,1224
F7,2867
F8,2867
F9,1085
F10,1085
F11,1456
F12,1456
G1,1422
G2,1422
G3,1165
G4,1165
G5,2391
G6,2391
G7,2872
G8,2872
G9,2015
G10,2015
G11,2992
G12,2992
H1,1208
H2,1208
H3,2738
H4,2738
H5,2876
H6,2876
H7,2193
H8,2193
H9,1567
H10,1567
H11,1824
H12,1824
