sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,PC169,PC170,PC171,PC172,PC173,PC174,PC175,PC176,PC177,PC178,PC179,PC180,PC181,PC182,PC183,PC184,PC185,PC186,PC187,PC188,PC189,PC190,PC191,PC192,PC193,PC194,PC195,PC196,PC197,PC198,PC199,PC200,PC201,PC202,PC203,PC204,PC205,PC206,PC207,PC208,PC209,PC210,PC211,PC212,PC213,PC214,PC215,PC216,PC217,PC218,PC219,PC220
HP102,226,-0.10343997431648656,-0.00424982458116239,-0.0004917194630644662,2.7468433274444502e-05,0.006269178525920008,-0.007695346003255449,0.0016761376853599486,0.0012629758200412241,-0.001295434309960204,0.0008285332016150062,0.00034086650088343575,0.0020999603327724633,0.0007138627757657784,-0.00014672392689703438,0.0007287064566017757,0.00020372609163704034,-0.0011790241157679058,0.001770253059966577,0.0011702917153715055,-0.0002481499706065839,-0.000333478705827524,-0.0002797769603844388,-9.119879323783574e-05,-0.0026623254564731545,-0.001234763037069099,0.0018855917211551092,-0.0005886570649506859,-5.445467298535891e-05,4.245709315880833e-05,0.00013810716065971798,-0.0002511364135932294,0.0006648374137823649,-0.0003509924432532615,0.0008105893560625953,-8.305982578526136e-05,-0.00023854045781110237,-0.0001448860832466642,0.00016727082329202168,-6.992819812073753e-05,0.0004835542605983776,-0.00046483020868805935,-0.0006244911929887458,-2.751445792081385e-06,0.00012783920207031445,-0.00014741689384955444,-0.000281733261599047,-0.00015099625148682597,0.00015494900355829497,-0.0003813850970591695,-4.6706104151434245e-05,-0.00017656401657269315,5.977111957613939e-05,-0.0001348251287665307,-4.896435381515644e-05,0.0003762850258006955,-0.00023746561627893342,-0.0004146489085983406,0.0004657404110525431,-0.00041711795675155797,0.0002529922732085885,-0.00018372623790034718,-0.0004383425565378058,0.0006846411348658554,-0.0010177630809846327,0.00038093856601525413,-0.00012887934881657053,-0.0005433124765981177,0.00012730231841302631,-7.890739723262542e-05,-0.00027829124510852935,-0.0002646867971382142,-0.0004922299851605552,0.00013001490762897569,-7.256054406687786e-05,0.00014984274117322077,-0.00011076528835170233,-0.0002690125151502548,1.1721728109084003e-05,-0.00016335055421770568,0.0004276869296080891,0.00013512922769278368,-0.00014759504928036328,-2.0032028273991564e-05,-2.1449893388695376e-06,0.0001066905439055541,3.3607197787732276e-05,-6.994677784298781e-05,5.270002832768761e-05,-0.00015479887456321811,-1.579297134533949e-05,2.8907268714336277e-05,-1.8070159499757648e-05,5.1357328035236674e-06,4.395313953639059e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP103,227,-0.1070898808652802,-0.0056663209264036195,-0.000809744929722135,0.00012658074381336582,0.00743886285855929,-0.009624662500016246,0.0024385975055315565,0.0009339733661779447,7.159943908981818e-05,0.0003494140431591761,0.0002499154468064437,0.002249412642021656,0.0007826800898954462,0.0005418023673389661,-3.96381931010818e-05,-6.793691491055306e-05,-1.9601390807439687e-05,0.0012620620492946653,-0.0004330463247651244,-0.0012668259645689521,-0.0006853413670064945,0.0008840280499227201,0.000811617954696884,-0.0002850386644635107,-0.0009717275578500606,0.0007289075434605742,0.00015344178750973603,-0.000279802721257116,-0.00014099223922566106,0.000525640668282352,-0.0007744237034754563,0.0012475136409463646,-0.00010995870705078526,-0.00023307388391686509,0.0005485508807087046,-0.0001777909963912448,0.0002478688237354872,-0.00012734569460044634,0.00023514475975297078,-0.0006720875873837733,6.500193285687727e-06,-4.093380106832858e-05,8.343750941007999e-05,-0.0005777502909437073,0.0002528214934401023,-0.00023417837751359952,-1.1686673091071963e-06,0.0003097601923215815,-8.687522029052536e-05,-0.0002682447869923019,-0.0003683174387491688,-1.0396013090782273e-05,0.00021152926536935346,-0.0002089635012587532,-0.0004517164142842062,0.0006640565001807225,0.0004249041161583372,-0.0003665317662360675,9.556373089833578e-06,7.647854718618561e-05,-0.0003874172071630532,-0.0006010883700635861,7.228646282504882e-06,-3.3904995958385e-05,-0.00011693979686107307,0.00013822280882504513,1.0948764880698e-05,-7.254964179659254e-05,1.8164706037339163e-05,0.00016621711121955952,-4.678742613298097e-05,-0.00011241984842027819,9.502251825577135e-05,0.00019236878847815646,7.910438312178222e-05,-1.654162847693467e-06,-0.00011877090972495481,6.341808715769127e-05,0.00023236942173658983,-3.9139714271323165e-05,8.843606886853244e-05,-0.0003223351930129022,-4.010078840601177e-05,3.2972555020681855e-05,2.9033686410382623e-05,-8.585065008666182e-05,-3.9869197245570445e-07,0.00026014051231196516,4.102705608187221e-05,4.927431456534883e-05,-8.37038397906753e-05,9.224274734869492e-05,5.8414485393590874e-05,-8.088704816278446e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP105,229,-0.10547061144883829,-0.003865449908150867,-0.0011356082826540065,-0.001123294109501232,-0.0003830178964820647,-0.0018110871520251883,8.208040258303944e-05,-0.002296282713764546,0.0030936906054325254,-0.0006984498684425855,-0.0018397890172796515,-0.0021628490944600016,-0.0002346585138070785,-0.0033052251447118096,0.0013850119484155464,-0.0007388453097091812,0.0007421250511312372,-0.0029912264490831305,-0.0010579570738826663,-0.0009559630073444754,0.0006359125327274282,7.875899365324586e-05,-6.264132838713354e-05,0.0011286539634807852,-0.0002757880482182408,-2.425451393692833e-05,0.001107350273479077,-0.0010126303461493152,-0.0010670659948844798,0.0005050149312252091,-0.0005966451407327035,0.000696396006661683,0.0009150025758584143,-0.00011031961570567462,-0.00010632265245705167,0.00022685663662215297,0.00040694752442216027,-0.000551662897586062,0.000517094873880063,-0.0007862872101219535,0.0009356805786131614,0.001070756168328558,-0.0001249192490153504,-0.0007803452207747632,-0.00017215537501262152,0.0003478117676053136,0.0005067057000230388,-0.00016800374397006734,-0.00035587878385568366,0.0004715666060546287,-0.0002140402953976665,1.7624134287795838e-05,-0.0008050172855051809,0.000161709694734122,0.00015556285694233026,-0.0004524820361706281,-0.00048484864045708376,7.283850161081205e-05,-0.0006361622721008077,-5.882862664795086e-05,0.0006004902032180622,0.0002561923911229972,0.0009938921192723968,-0.0014319372800317327,0.00037526153215932187,-7.122571928263975e-05,-0.0006098079793436447,0.0004983882626668571,-0.00020175059725707808,-0.0003344456518220944,-0.0001068773276689693,-0.0003932794292852333,-0.00011650446958584269,6.326073662835773e-05,2.509529775603186e-05,0.00011311435009377606,-7.670856356524689e-05,-8.06508863901779e-05,-0.00021207977541851827,-3.391857083124591e-05,4.624522041496282e-05,5.494128226796761e-05,4.022465453036431e-05,-9.771870708717767e-05,2.4761146468699422e-05,8.349973318403031e-06,3.010572934562678e-05,4.118095784210024e-06,1.1677743774421826e-07,2.5133261183403457e-06,1.1965249840018496e-05,-1.185248004835561e-05,6.035742374851843e-06,-5.531326703137204e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP106,230,-0.10219978650847429,-0.003110235057351194,-0.0016197350410535006,-0.0018404162795272962,-0.004319560217211653,0.004558218694146595,-0.0011440858435188906,-0.001886223071408582,0.00113889220684904,0.0010902755804923009,-0.002604347389932819,0.0006079526784688356,0.0006720166993747388,-0.002796859553637198,0.0007330800322998043,-0.0002890181056393564,0.0005768150059458053,-0.002701224382428612,-0.0003798586773702319,0.0019723401955681922,0.0015060513960543644,2.7768964314325377e-06,2.1038870112597097e-05,0.0022454716044254712,0.0029770777617603122,-0.001423940716105962,0.0019725858094995848,0.000547612171090778,-0.002497190130034646,-0.00020641758040593902,0.00039544867562541847,0.00044775135175536895,0.00019796822974356914,0.002498828564220505,0.0009843370045188118,-0.0007780501835965716,-0.0009639405874008775,0.0007255906542009357,-0.00024041669257893807,6.229973190492163e-06,0.00024945980488384983,-0.001825041967383011,-0.00058486189133537,0.0020289802156147657,0.0014062019232036413,0.0007234017307100978,-0.0011993581567283059,-0.00020789112226303252,0.0007675791693138166,-0.0015642282583904616,-0.0013624326891225039,-0.0003485036962974054,0.0013505520502592513,0.00014089329742062581,0.0003948196338366106,0.00016122038095858345,-8.556982208031445e-05,-0.0004818296510026237,8.569653376442396e-06,-0.0006320854845432223,0.00014558958635944145,7.575304168253587e-05,0.0003217303626365969,0.00019926025094799563,-0.00018150386673708536,-4.921408141098816e-05,-0.00023713171813743707,-0.00019796339787525756,0.0002718494113128561,-0.00022855897618077883,-0.00031283077806298215,-0.0002158111758933266,-0.00023208530103817237,-0.00016041121977033442,0.0001926149561399366,4.646009401492409e-05,-3.2821591050847686e-05,6.880598988814672e-05,8.849606136372922e-05,-6.355993562969784e-05,0.00010493935393161311,5.471155301931258e-05,-3.471894671279262e-05,2.894405984189969e-05,-3.906000104704148e-05,3.313072700890266e-05,1.732847859380312e-05,-1.7111628537475706e-07,1.1829303336951828e-05,-4.260669012470048e-06,-4.5651950040072546e-07,5.592421643774191e-07,7.477024920589573e-06,-2.0557938737248967e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP108,232,-0.10737958349087313,-0.005793477870530671,-0.0008420499749572121,0.00014438177009566477,0.007584477076210166,-0.00984436437546106,0.0025648805892485547,0.0009411817476500517,0.0002447619630138205,0.00023531734474627918,0.0003530826951335983,0.0022320308599346004,0.0007538755494105044,0.0006692698982640073,-0.00046113429298617106,-7.610359061708336e-05,5.237049089051798e-05,0.0009881113694897043,-0.0004958044033152114,-0.0012705251093807703,-0.0007412238829886353,0.0008538525159807034,0.0007671201431539353,-0.00035124088649377173,-0.0009665463836755087,0.0007018599771029091,2.8275038629277897e-05,-0.0002211237316493692,-0.00017704971142448443,0.0005460238839974711,-0.000810428930316556,0.0010683396696398368,-0.0003994111013458919,-0.0003549792142052229,0.00037301800422596054,-0.00029789221798328514,0.00022776757406936952,-0.0003380606123384029,0.00014240061920587287,-0.0007075240205085667,-0.00024683388383014244,-0.0002355501677467813,0.00016382164729884544,-0.0006664674024790833,0.0004074981779871659,-0.00038441800974534676,-0.00010713567638242295,0.0003496751683442781,-0.00029518748739840146,-0.0003120353324636115,-0.0002582444486363806,0.00010363964386619558,0.00047822828465049656,-0.0001795067739969963,-0.000728062048994326,0.000599704431135128,0.00010817170644504923,-0.00011042866208819324,-3.1677980806614814e-05,0.00023302541242291978,-0.0005652000791152908,-0.00045500832890389405,0.00014465489833903988,0.00010411800161139805,0.000127485094478545,-0.0002567819471988126,0.00010448318137411355,-9.371026733563836e-05,-0.00032187194261850365,7.55252535741279e-06,-0.00019957539296553518,-2.0920455592764472e-05,-0.00020578861568607755,-0.0003318679091564277,3.164151119488817e-05,-0.00011757412276857731,1.5796035850512933e-05,-0.00028811278215273134,-0.00014307168923216858,-0.00010049618837764619,-0.0001241984937040181,0.0001875434935583001,0.00024525032968015164,-2.4819184836490915e-05,-0.00015610375194088756,3.742452647661198e-05,-0.00023767537768631751,-0.0001591339606521313,4.127522562099766e-05,-1.2525183085476333e-05,4.457217796158004e-05,-2.863246536855362e-05,6.357728256780825e-05,-5.7364999551157726e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP113,237,-0.10346087826898248,-0.0033623780913934753,-0.0012143655815517313,-0.0013099417329318032,-0.0013772135441666906,2.3534569818864465e-05,4.109331534430789e-06,-0.0019302635271537963,0.0026643804015728657,-0.0007769972713288358,-0.001563313549896162,-0.001487554665886371,-3.1970097549848936e-05,-0.0032338516258726803,0.0008232065060275668,-0.0003433980711971643,0.00027855821197787166,-0.0030344751393533587,-0.0005320418557693549,-0.00035473148385223514,0.00018332393454899976,-0.000126375132721772,-0.00022662749385300555,9.30891296237468e-05,8.48537239365157e-05,3.187403721743605e-05,0.00017962854408428341,-1.441026878915288e-05,-0.0003146253994336035,0.00014662212589702849,-7.43597936908879e-05,9.123888086209536e-06,-0.00015863418980354785,-2.1905531448681864e-05,-0.00029472567703230367,-0.0001728795453523698,0.00022473889674936152,-0.0005909583921580785,-9.89987446496304e-05,-1.3242075829236688e-05,0.00012916298037679203,0.00012011026238332512,3.4960673385348835e-05,5.3002522877307736e-06,-0.00015678605989419243,-7.037827634495335e-05,-0.00010637625967664539,-0.00013909087348691455,-0.0012066827056931681,8.399696238632188e-05,-8.978655726072392e-05,0.00047448403903527296,-0.000304409716193955,0.00010324030286434429,0.00040834729282680896,-5.1263735322447267e-05,0.0008996726213112568,4.484740456374217e-05,0.00038603860260122516,0.0003598008394853114,-0.0003593263545523062,-7.334409960066198e-06,-3.9892437786882704e-05,0.0001357584108731876,0.0005230767908917106,0.00023146311166125926,-0.00022759930908648445,0.0002643268720445032,-0.00012245651004223415,0.00016310622607581553,6.826606794740035e-05,-0.00034425720337199036,-0.0001397219354944698,0.000249947748814167,-0.0001010197922973422,0.00013552643592454523,-3.862784784694413e-05,-0.00010478253028630169,0.0003828288183918939,-0.00017361252880555394,0.00018340248339500107,5.6129485800451574e-05,-0.00014750449891320016,-6.440957208335045e-05,0.00012891960618709812,2.2028480202708845e-05,1.54374296724187e-05,7.417157333399663e-06,5.805772698952407e-05,0.00011872832458501234,-3.10126417211166e-05,-9.689455154287753e-05,-7.03055733914175e-05,3.6923191680636705e-06,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP114,238,-0.10244409680685818,-0.0031170498063008718,-0.0012902379290216641,-0.0014603880192903171,-0.0022010589639205507,0.0015133129679071296,-0.00038283808856994075,-0.0016546452302699923,0.0017599522563599029,-3.8126089009900884e-05,-0.001782862318084926,-0.0005942100744937768,0.00033778428714110526,-0.0032360895463047915,0.0010294695162890084,-2.4461683000721516e-05,4.4995990291955645e-06,-0.002487247886918736,-0.00019615925883311705,0.0004738610733747172,0.0005210390259859553,-0.0005088162729644129,-0.0005427524554936059,0.00027708770821009655,0.0008953870070864267,-0.00035333438882534406,0.0003825081386722827,0.00010831459611807337,-0.0008904942137461186,-8.379389889923713e-07,0.00010147794845284193,-0.0005694025642936373,-0.0001302800665783579,-0.0003692440034921972,-0.00021829213634923797,8.015680722480338e-05,0.00015425974543845756,-0.00018978304802941533,-0.00012884080644866747,-3.981811319675313e-05,0.0006680091969184237,0.0003862568110186381,-0.0001351408462447817,0.0005008627891010322,-0.00020472569195467512,0.00031973314928606555,0.00014956100265285535,-0.00032094246369218556,-0.00042983721889318355,0.0003416838458570412,0.0005482801101913998,0.00021659316981732595,0.00022859144838177585,0.00011978522942405678,-3.2446854395693654e-05,0.0003483240905606917,2.2957240401700148e-05,-0.0002563009120269617,-0.0002455531243053075,-4.9182537094321876e-05,0.00040252867718648205,6.96252255476217e-06,-0.0001625873026939107,-8.173383843281115e-05,0.0002310415092557153,-0.00021977830744892708,0.0002692186946297453,-0.00012492950376979072,-0.00024627611410756647,0.0003812433936584386,-0.0002192835769132723,0.0003866757991297848,0.00040882699647750787,8.568491249324179e-05,0.00010892921491466033,-0.00031013030760978496,-6.310901826588928e-06,0.00022405549571223783,5.0169577814934585e-05,-4.118684533335426e-05,0.00025906028628597,2.945035502097306e-05,-4.6025258069752375e-06,0.0001475345315638294,-3.572246793512295e-05,7.978724077410951e-05,8.346257998287805e-07,4.682045911304827e-05,-4.890554072315965e-05,6.270302859190299e-05,0.0001460513361074383,-3.8207850702315905e-05,3.558119230185425e-05,4.443617373331315e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP117,241,-0.10638315982338145,-0.005349903758226758,-0.0007125022731569296,0.00013279162233587546,0.0072820171049698765,-0.009386396133657719,0.002340882313728578,0.0009428266687017964,-2.3623152964954682e-05,0.00022299512118209794,0.00034059790631293593,0.0020243131373915684,0.0006918587640039373,0.0004735731898456664,0.00016792357177953564,-6.476649555029208e-05,-0.0001306469022197023,0.0013489588465496907,-0.0002493579937677661,-0.0012666687416567335,-0.0007863124270255194,0.0009641395644545245,0.0009229738732966929,-0.0005572529023904078,-0.0012160017021635259,0.0009390773095826042,5.18322648114248e-05,-0.0002174908912961427,5.387209219288121e-05,0.0005395602146028733,-0.00076282621186797,0.0015070891626132454,-6.077565010195688e-05,-3.443058304427854e-05,0.0006461660287859238,-0.0002266445188990463,0.00023324664834954993,-0.00011287946298970689,0.00025349034454594265,-0.0005873965214698617,-6.242501731730755e-05,7.131389740997112e-05,0.0001192684713306693,-0.0007559631236311076,0.00014146237997802446,-0.00021185973670814572,-6.303857590771875e-05,0.0002912134556215491,-8.986383725153816e-05,-0.00039007721943865736,-0.0004640922598432029,9.490294411582968e-05,0.00041307751217208884,-9.894887378582652e-05,-0.0006732292416438031,0.0007217441293205327,0.0002652543848799813,-0.00022852576887307782,-0.0001061295605358636,0.00036828402108917535,-0.0005805963261457845,-0.000652972613101943,8.937037148254983e-05,-0.00010825666981417703,-9.837709717148658e-05,9.806052003604876e-05,0.0005230740855526295,-0.0002678770135971455,-0.00029093455826549483,3.481675737692765e-05,-0.00021558559462618338,-7.492625573093943e-05,-8.19666408812467e-05,-0.0002992238409593998,7.911929781594747e-05,2.7536298159175286e-05,9.165243391924397e-05,0.0001535086753034929,-0.00021724006701427564,0.0002654038285416291,4.3554188074789185e-05,3.710338774212091e-05,-1.917386354690527e-05,3.248405617174884e-05,0.00023860163044000637,2.751418969868558e-05,0.00028556786719464565,1.6927757180944384e-05,-3.555283665285618e-07,-5.730667755063542e-05,1.3013503772273214e-05,-3.4115426444003226e-05,-2.3524255441134598e-05,4.210775217414945e-05,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
